Sample	Total Reads	Total Passed QC	Mapped	Secondary Alignments	Duplicates	Paired in Sequencing	Properly Paired	Self and mate mapped	Singletons	Mate mapped to diff chr	Diff chr (mapQ >= 5)
14340-YK-1	100.0	100.0	99.11213451171317	24.08528494631207	0.0	75.91471505368793	75.00876687610817	75.00876687610817	0.01808268929292812	0.0	0.0
14340-YK-2	100.0	100.0	99.16886307587592	22.83958162962928	0.0	77.16041837037072	76.3120761244492	76.3120761244492	0.017205321797443645	0.0	0.0
14340-YK-3	100.0	100.0	99.17000975281968	23.20681962776461	23.917280426731445	76.7931803722354	75.94625304991276	75.94625304991276	0.016937075142321963	0.0	0.0
14340-YK-4	100.0	100.0	99.03735802139987	18.242743367801065	24.598906193398054	81.75725663219893	80.7737615143666	80.7737615143666	0.02085313923221757	0.0	0.0
14340-YK-5	100.0	100.0	99.0760208858528	19.042185175650673	0.0	80.95781482434933	80.01375123784558	80.01375123784558	0.020084472356551523	0.0	0.0
14340-YK-6	100.0	100.0	98.94841506037024	16.472793824455557	0.0	83.52720617554445	82.45270130335058	82.45270130335058	0.022919932564089918	0.0	0.0
14340-YK-7	100.0	100.0	99.05868441639979	18.754694146798652	0.0	81.24530585320134	80.28336376575925	80.28336376575925	0.020626503841884844	0.0	0.0
14340-YK-8	100.0	100.0	99.08644935885	19.770053452943966	23.231976031317924	80.22994654705604	79.29549939683524	79.29549939683524	0.02089650907079274	0.0	0.0
14340-YK-9	100.0	100.0	99.08719757949768	20.210832533881863	24.10671426908487	79.78916746611814	78.85831450003539	78.85831450003539	0.018050545580442046	0.0	0.0
