Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26
14340-YK-1	('1', 17930704)	('10', 4483038)	('11', 9569386)	('12', 11652553)	('13', 1526670)	('14', 5112197)	('15', 4320572)	('16', 5969262)	('17', 11225969)	('18', 2448315)	('19', 11569438)	('2', 8685657)	('20', 4106020)	('21', 22981873)	('22', 3376214)	('3', 8931655)	('4', 4699809)	('5', 8196834)	('6', 8022384)	('7', 7713013)	('8', 5869446)	('9', 6784883)	('MT', 3655065)	('X', 4760821)	('Y', 367138)	('KI270733.1', 11989876)	('GL000220.1', 11410599)
14340-YK-2	('1', 19342303)	('10', 4901808)	('11', 10224317)	('12', 12415874)	('13', 1655032)	('14', 5479592)	('15', 4634867)	('16', 6360397)	('17', 11938645)	('18', 2676632)	('19', 12027812)	('2', 9400675)	('20', 4391887)	('21', 23027293)	('22', 3572433)	('3', 9624443)	('4', 5114342)	('5', 8830881)	('6', 8626178)	('7', 8243241)	('8', 6330975)	('9', 7235394)	('MT', 4118507)	('X', 5076208)	('Y', 379921)	('KI270733.1', 11906434)	('GL000220.1', 11319234)
14340-YK-3	('1', 19941075)	('10', 5043871)	('11', 10514898)	('12', 12744035)	('13', 1701801)	('14', 5664551)	('15', 4798897)	('16', 6578149)	('17', 12320888)	('18', 2745912)	('19', 12484604)	('2', 9681795)	('20', 4539454)	('21', 24229566)	('22', 3709767)	('3', 9948507)	('4', 5252579)	('5', 9117472)	('6', 8864244)	('7', 8507411)	('8', 6549033)	('9', 7479029)	('MT', 3726870)	('X', 5253653)	('Y', 398111)	('KI270733.1', 12566905)	('GL000220.1', 11901392)
14340-YK-4	('1', 19656029)	('10', 5132115)	('11', 10622369)	('12', 12392719)	('13', 1674001)	('14', 5678491)	('15', 4717128)	('16', 6496850)	('17', 12338696)	('18', 2747718)	('19', 12166207)	('2', 9513044)	('20', 4437477)	('21', 16288358)	('22', 3670908)	('3', 9887353)	('4', 5247148)	('5', 8947970)	('6', 8766834)	('7', 8420792)	('8', 6470939)	('9', 7400369)	('MT', 3878719)	('X', 5215280)	('Y', 407883)	('KI270733.1', 8057705)	('GL000220.1', 7703343)
14340-YK-5	('1', 19731444)	('10', 5144931)	('11', 10749222)	('12', 12644053)	('13', 1691147)	('14', 5635324)	('15', 4772905)	('16', 6538768)	('17', 12522813)	('18', 2746181)	('19', 12445995)	('2', 9553179)	('20', 4477297)	('21', 17418336)	('22', 3709216)	('3', 9981734)	('4', 5239955)	('5', 9023414)	('6', 8961495)	('7', 8459752)	('8', 6459313)	('9', 7504013)	('MT', 3788724)	('X', 5277246)	('Y', 412355)	('KI270733.1', 8749788)	('GL000220.1', 8347324)
14340-YK-6	('1', 16729821)	('10', 4374041)	('11', 9061114)	('12', 10577141)	('13', 1427728)	('14', 4786888)	('15', 4023514)	('16', 5555577)	('17', 10523159)	('18', 2336981)	('19', 10440578)	('2', 8085522)	('20', 3811928)	('21', 11638899)	('22', 3128345)	('3', 8428388)	('4', 4461475)	('5', 7653305)	('6', 7464783)	('7', 7216459)	('8', 5465171)	('9', 6297378)	('MT', 4051654)	('X', 4439871)	('Y', 349607)	('KI270733.1', 5620629)	('GL000220.1', 5359823)
14340-YK-7	('1', 19096786)	('10', 4937170)	('11', 10197178)	('12', 12158186)	('13', 1645679)	('14', 5417838)	('15', 4603598)	('16', 6287146)	('17', 11860283)	('18', 2673207)	('19', 11749208)	('2', 9320575)	('20', 4317296)	('21', 16509344)	('22', 3530996)	('3', 9570527)	('4', 5079631)	('5', 8746874)	('6', 8574614)	('7', 8136665)	('8', 6229695)	('9', 7169711)	('MT', 4389910)	('X', 5015925)	('Y', 384517)	('KI270733.1', 8270146)	('GL000220.1', 7903858)
14340-YK-8	('1', 17582308)	('10', 4549621)	('11', 9309095)	('12', 11108380)	('13', 1505410)	('14', 5031765)	('15', 4209184)	('16', 5729796)	('17', 10823112)	('18', 2474555)	('19', 10590626)	('2', 8572229)	('20', 3941920)	('21', 16665186)	('22', 3228927)	('3', 8799869)	('4', 4693327)	('5', 8066978)	('6', 7796657)	('7', 7467890)	('8', 5774845)	('9', 6530896)	('MT', 4033168)	('X', 4613274)	('Y', 351339)	('KI270733.1', 8444988)	('GL000220.1', 8048472)
14340-YK-9	('1', 18071842)	('10', 4649843)	('11', 9564497)	('12', 11386889)	('13', 1549024)	('14', 5121219)	('15', 4329538)	('16', 5882601)	('17', 11100508)	('18', 2539306)	('19', 10918025)	('2', 8800568)	('20', 4036013)	('21', 17879280)	('22', 3316900)	('3', 8999663)	('4', 4808137)	('5', 8246896)	('6', 8015484)	('7', 7657189)	('8', 5949658)	('9', 6724561)	('MT', 5460967)	('X', 4729165)	('Y', 358539)	('KI270733.1', 9086833)	('GL000220.1', 8664317)
