Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26
14340-YK-1	('1', 1.0756928896782003)	('10', 0.5004249620677417)	('11', 1.0580008622272)	('12', 1.3058271055282413)	('13', 0.19937416404266448)	('14', 0.7132810502155152)	('15', 0.6326927856559524)	('16', 0.9868764864351943)	('17', 2.013794130301137)	('18', 0.45495648995713545)	('19', 2.9478026291463295)	('2', 0.5356170952470566)	('20', 0.9515940905554615)	('21', 7.348352843065268)	('22', 0.9922536115774022)	('3', 0.6727182997309973)	('4', 0.36902072125104074)	('5', 0.6743607176845565)	('6', 0.7014789892270917)	('7', 0.7229316877140549)	('8', 0.6039880754614813)	('9', 0.7322125045887602)	('MT', 3294.678918867575)	('X', 0.45567763191256644)	('Y', 0.09581632267833526)	('KI270733.1', 996.1091556728969)	('GL000220.1', 1053.2678989520236)
14340-YK-2	('1', 1.099437472033276)	('10', 0.5184349087422823)	('11', 1.0710448335611624)	('12', 1.3182970637109361)	('13', 0.20478658279225542)	('14', 0.7243904630668517)	('15', 0.643073047606816)	('16', 0.9963175497975245)	('17', 2.0291664189574794)	('18', 0.4712622289176851)	('19', 2.903649330009655)	('2', 0.5492653332027791)	('20', 0.9643911790667338)	('21', 6.976199055266023)	('22', 0.9947826687214094)	('3', 0.6868284924135915)	('4', 0.38047988963768115)	('5', 0.6883693939894662)	('6', 0.7146625635203615)	('7', 0.732053111601325)	('8', 0.6172672671813539)	('9', 0.739823904559234)	('MT', 3517.4602381530312)	('X', 0.46034842632098216)	('Y', 0.09394525660344584)	('KI270733.1', 937.2281949402932)	('GL000220.1', 989.962716790597)
14340-YK-3	('1', 1.0963155759260474)	('10', 0.5159725247608854)	('11', 1.0653764034262887)	('12', 1.3087828895305162)	('13', 0.20367069400924726)	('14', 0.7242936158039442)	('15', 0.6440048307412459)	('16', 0.9966482935495343)	('17', 2.025486265386108)	('18', 0.4676115687344537)	('19', 2.915123584705786)	('2', 0.5471465921036065)	('20', 0.9641183666628844)	('21', 7.099802650993974)	('22', 0.9991608674599786)	('3', 0.6866813829267079)	('4', 0.37795421984844174)	('5', 0.6874112308121837)	('6', 0.7103117262177986)	('7', 0.7307463809306255)	('8', 0.6175960257896509)	('9', 0.7396666818726847)	('MT', 3078.6356722865307)	('X', 0.4608221046628771)	('Y', 0.09521610233741831)	('KI270733.1', 956.7900121987184)	('GL000220.1', 1006.7559976642896)
14340-YK-4	('1', 1.1757387052963482)	('10', 0.5711984216923857)	('11', 1.1709744172145202)	('12', 1.3846986509666046)	('13', 0.2179733985193993)	('14', 0.7899691316763501)	('15', 0.6887369311347425)	('16', 1.07094970287701)	('17', 2.2069097370522726)	('18', 0.5090949681578276)	('19', 3.090760937128183)	('2', 0.5849184695290847)	('20', 1.02539422108768)	('21', 5.192852198886665)	('22', 1.075697840586791)	('3', 0.742515316476347)	('4', 0.41078817482192587)	('5', 0.7339977321831975)	('6', 0.7643250250005573)	('7', 0.7869555679780103)	('8', 0.6639305205513584)	('9', 0.7962917718599211)	('MT', 3486.02409433464)	('X', 0.4977113700834517)	('Y', 0.10613774118560453)	('KI270733.1', 667.4637409321475)	('GL000220.1', 708.9795607950392)
14340-YK-5	('1', 1.1578308199434348)	('10', 0.5617477987895102)	('11', 1.1624499434565345)	('12', 1.3859455859921108)	('13', 0.2160231762123235)	('14', 0.7690724878622193)	('15', 0.683643526305083)	('16', 1.0573855441058024)	('17', 2.19729520152612)	('18', 0.4991453264784189)	('19', 3.10178035308026)	('2', 0.5762287860896939)	('20', 1.0149434843678324)	('21', 5.447616476892442)	('22', 1.0662772081675433)	('3', 0.7353643548066542)	('4', 0.40243281071079107)	('5', 0.7261265015621815)	('6', 0.7664555406380117)	('7', 0.7755791216470336)	('8', 0.6501489456573655)	('9', 0.7921066073689306)	('MT', 3340.4597351572083)	('X', 0.49405861539761187)	('Y', 0.10526323337730269)	('KI270733.1', 711.0252941154519)	('GL000220.1', 753.655643435329)
14340-YK-6	('1', 1.20067427074098)	('10', 0.5841069149376996)	('11', 1.198468148273519)	('12', 1.4179987216957626)	('13', 0.22305508997660775)	('14', 0.7990046829325029)	('15', 0.7048555207574884)	('16', 1.0987889540882356)	('17', 2.2582931530529673)	('18', 0.5195181276518723)	('19', 3.1823917092984844)	('2', 0.5964894563592198)	('20', 1.0568620860960012)	('21', 4.452043856859628)	('22', 1.0998926934864932)	('3', 0.759431795185783)	('4', 0.419075200817937)	('5', 0.7532481933733759)	('6', 0.7808567378342645)	('7', 0.8091709815736378)	('8', 0.6727875736895981)	('9', 0.8130130081134256)	('MT', 4369.113193649462)	('X', 0.5083808266050882)	('Y', 0.10915238620467271)	('KI270733.1', 558.6246729436833)	('GL000220.1', 591.8665637583492)
14340-YK-7	('1', 1.1656941215618193)	('10', 0.560761249171076)	('11', 1.14713707770638)	('12', 1.386330390171159)	('13', 0.21867654496567032)	('14', 0.7691525573958619)	('15', 0.6859341048217567)	('16', 1.0576185861197616)	('17', 2.1648093365263237)	('18', 0.5054387439144689)	('19', 3.045987378613236)	('2', 0.5848275575926295)	('20', 1.0180658501925666)	('21', 5.371156001390932)	('22', 1.0559012787120816)	('3', 0.7334500180081904)	('4', 0.40582245897421587)	('5', 0.7322044483929042)	('6', 0.7628851627313759)	('7', 0.775984420499198)	('8', 0.6522760099470469)	('9', 0.7872810481981786)	('MT', 4026.307845698402)	('X', 0.4884951544868775)	('Y', 0.10210783666238951)	('KI270733.1', 699.0991678910686)	('GL000220.1', 742.340067924778)
14340-YK-8	('1', 1.1514038388020251)	('10', 0.5543736728034161)	('11', 1.1234926710875446)	('12', 1.3588644998340964)	('13', 0.2146047534830923)	('14', 0.7663625747334413)	('15', 0.6728377955986062)	('16', 1.034051462144709)	('17', 2.119357482672352)	('18', 0.5019500652849855)	('19', 2.9455649481286956)	('2', 0.5770405752780176)	('20', 0.9972391386346466)	('21', 5.816685451386118)	('22', 1.0358855650277574)	('3', 0.7234996781860749)	('4', 0.4022649483048304)	('5', 0.7244657017686157)	('6', 0.7441842646129679)	('7', 0.7640678797836074)	('8', 0.6486828526162577)	('9', 0.7693578319618704)	('MT', 3968.488608101138)	('X', 0.48199878148635655)	('Y', 0.10009153624454259)	('KI270733.1', 765.8648009910369)	('GL000220.1', 810.9697878288575)
14340-YK-9	('1', 1.1362163293844296)	('10', 0.5439669113981102)	('11', 1.1082346707201742)	('12', 1.337326123675561)	('13', 0.21200665968137902)	('14', 0.7488487378024362)	('15', 0.6644477578912465)	('16', 1.0192464363950458)	('17', 2.086900461737499)	('18', 0.49452159240088456)	('19', 2.915398138513292)	('2', 0.5687613899834887)	('20', 0.9802816684963344)	('21', 5.991316408371367)	('22', 1.0216279104620096)	('3', 0.7103873161522145)	('4', 0.3956535140921259)	('5', 0.7110567949357444)	('6', 0.7345284503283228)	('7', 0.7521599649830182)	('8', 0.6416392229160899)	('9', 0.7605475381234839)	('MT', 5158.877238915237)	('X', 0.4743817505924391)	('Y', 0.09806504075404572)	('KI270733.1', 791.1747814849347)	('GL000220.1', 838.1705302096781)
