Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
14340-YK-4_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0028775574393145966)	(4, 0.0035010475328914204)	(5, 0.003863784334544851)	(6, 0.003995899335786037)	(7, 0.004125696529987903)	(8, 0.004270559469945344)	(9, 0.004406151181745508)	(10, 0.00468382446505593)	(15, 0.005034276889400969)	(20, 0.005436184630018893)	(25, 0.005817463887986876)	(30, 0.006314169936512947)	(35, 0.0070053399956378866)	(40, 0.0077064766250319)	(45, 0.01113961241167127)	(50, 0.012548839091577252)	(55, 0.013354740599148485)	(60, 0.014215805914255508)	(65, 0.01725120601294773)	(70, 0.1726476518412775)	(75, 0.28115509304488684)	(80, 0.28610453819664877)	(85, 0.28941946582428285)	(90, 0.29188769854045377)	(95, 0.2940323653939356)	(100, 0.2965374512420317)	(105, 0.2999256215721083)	(110, 0.3050157576111568)	(115, 0.3132541709517124)	(120, 0.3270418779058057)	(125, 0.355050489949641)	(130, 0.39898011854655885)	(135, 0.4598271889427624)	(140, 0.5096278227702754)
14340-YK-4_2 - illumina_universal_adapter	(1, 0.007208379892282236)	(2, 0.007359037349837973)	(3, 0.007743793318364936)	(4, 0.008274571130368997)	(5, 0.008834321530364547)	(6, 0.009248050086882996)	(7, 0.009742901889777613)	(8, 0.010129975665343894)	(9, 0.010498506984595623)	(10, 0.011715587460942055)	(15, 0.013260174071944266)	(20, 0.014488611802783363)	(25, 0.015504738408820834)	(30, 0.017181208240360298)	(35, 0.019744702825847164)	(40, 0.024611170485601432)	(45, 0.03281388959775154)	(50, 0.04807873497800286)	(55, 0.07463871762226373)	(60, 0.11981764421337453)	(65, 0.1924755639398362)	(70, 0.3006886436494521)	(75, 0.46130085065836146)	(80, 0.6822914674801243)	(85, 0.9882579895388097)	(90, 1.387617301317001)	(95, 1.9074842684641724)	(100, 2.5556281801761207)	(105, 3.345976507171411)	(110, 4.285081458169493)	(115, 5.37900896597297)	(120, 6.6354198464081975)	(125, 8.038438280159363)	(130, 9.59422546189838)	(135, 11.273644471114677)	(140, 12.34281154165922)
14340-YK-4_2 - polya	(1, 0.004381814207832658)	(2, 0.009996701760583048)	(3, 0.012411856695553496)	(4, 0.015278984003191156)	(5, 0.01741600209344332)	(6, 0.019225050487631835)	(7, 0.020883441424264612)	(8, 0.02429757119318157)	(9, 0.028751237419233116)	(10, 0.039840785198855096)	(15, 0.05541668028378303)	(20, 0.07281437170161573)	(25, 0.08739268263682073)	(30, 0.10023402897676004)	(35, 0.11280256942817149)	(40, 0.12545594161722204)	(45, 0.13925732363284732)	(50, 0.15478616723487706)	(55, 0.17094313654456228)	(60, 0.18677097725466418)	(65, 0.20414409991788007)	(70, 0.22313180696468565)	(75, 0.24075363032322056)	(80, 0.25740568321650426)	(85, 0.2761354183398336)	(90, 0.2968531365607869)	(95, 0.3163509929369466)	(100, 0.33570190034681346)	(105, 0.3514722594423403)	(110, 0.368563304988871)	(115, 0.38906871208502275)	(120, 0.41585491269632113)	(125, 0.43815940161639233)	(130, 0.45258334660277855)	(135, 0.46750631544473037)	(140, 0.47617027815770496)
14340-YK-4_2 - polyg	(1, 0.5799431349220974)	(2, 0.5837849000897687)	(3, 0.5855383211150135)	(4, 0.5884124018437692)	(5, 0.5903628364673561)	(6, 0.593028314562573)	(7, 0.5958989185807697)	(8, 0.5989595827761904)	(9, 0.6029241917169457)	(10, 0.6183735345375269)	(15, 0.6343578272227828)	(20, 0.6382610142769961)	(25, 0.6402427392956138)	(30, 0.6415541545184605)	(35, 0.6426588213534)	(40, 0.6436582597487543)	(45, 0.6445925677663038)	(50, 0.6454334681601688)	(55, 0.6462164233780507)	(60, 0.6469636843675273)	(65, 0.6477137267254509)	(70, 0.6484148633548449)	(75, 0.6544636443853558)	(80, 0.669228307006522)	(85, 0.6932463506707618)	(90, 0.7087812205710937)	(95, 0.7160908886309942)	(100, 0.7200993041247926)	(105, 0.7235164470428608)	(110, 0.7272606325341766)	(115, 0.7328868773414198)	(120, 0.7417747402143926)	(125, 0.7567920438028446)	(130, 0.7829160469430095)	(135, 0.8259846102248203)	(140, 0.8641630642150758)
14340-YK-5_1 - illumina_universal_adapter	(1, 0.008292992778173018)	(2, 0.008465213312123724)	(3, 0.008870505635354386)	(4, 0.009389463510992515)	(5, 0.009979605873996936)	(6, 0.010472156601095956)	(7, 0.010945189001013897)	(8, 0.011395258663071743)	(9, 0.01171903326689907)	(10, 0.012996680001434713)	(15, 0.014615553020571354)	(20, 0.01600709493489306)	(25, 0.01717061686226403)	(30, 0.01918858226540911)	(35, 0.022224715465270765)	(40, 0.027983540493203785)	(45, 0.03742581830127452)	(50, 0.05443982929133271)	(55, 0.08418392289626991)	(60, 0.1352528222697408)	(65, 0.21804887728974665)	(70, 0.34024279053845186)	(75, 0.5182453418823301)	(80, 0.7594861251560147)	(85, 1.0862270554601097)	(90, 1.5031438054776873)	(95, 2.0332197795329168)	(100, 2.6804860862571367)	(105, 3.4576764823032837)	(110, 4.367381853384113)	(115, 5.412927433569144)	(120, 6.601994258672579)	(125, 7.9280397854233176)	(130, 9.399289725777606)	(135, 10.99705654441014)	(140, 12.017006938466798)
14340-YK-5_1 - polya	(1, 0.0005625870775723078)	(2, 0.0013157648793833971)	(3, 0.0024834200995691867)	(4, 0.006619009188172151)	(5, 0.009555943360478198)	(6, 0.013782235263628534)	(7, 0.020510317456636132)	(8, 0.026451925877935503)	(9, 0.03486776930366003)	(10, 0.05701027816739166)	(15, 0.08042721898235852)	(20, 0.10149736798802374)	(25, 0.13263874419174768)	(30, 0.16468324487550912)	(35, 0.18635915090592364)	(40, 0.20493003552289624)	(45, 0.2244313702779598)	(50, 0.24441538178284256)	(55, 0.2631187613972679)	(60, 0.2816880386225903)	(65, 0.30088305045460023)	(70, 0.3238462475694516)	(75, 0.34489687824793575)	(80, 0.36405951261956293)	(85, 0.3811706559907694)	(90, 0.40021135822435944)	(95, 0.41963370116118426)	(100, 0.4371965215860988)	(105, 0.456533443138084)	(110, 0.4762324870661231)	(115, 0.49072495981176434)	(120, 0.5047820590475782)	(125, 0.5173768911364612)	(130, 0.532278789498148)	(135, 0.5477774894168185)	(140, 0.5558681804744442)
14340-YK-5_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0071012266832341285)	(4, 0.008690248143152647)	(5, 0.009399796743029558)	(6, 0.009909569523523648)	(7, 0.010350454090437456)	(8, 0.010521526487495159)	(9, 0.010700635842803894)	(10, 0.011180786691458463)	(15, 0.011607893615656216)	(20, 0.012002163824714033)	(25, 0.01238908595765662)	(30, 0.012890592152521075)	(35, 0.01361093323919223)	(40, 0.014390977444299633)	(45, 0.016493904977527056)	(50, 0.017668908273828075)	(55, 0.01855733660163512)	(60, 0.01942257256420347)	(65, 0.02268948127955907)	(70, 0.21767688093641313)	(75, 0.3328710628032258)	(80, 0.3380723525559158)	(85, 0.3416435175479176)	(90, 0.3441418634270959)	(95, 0.34642550770728225)	(100, 0.34901593416527943)	(105, 0.35272234968327726)	(110, 0.35849655974557654)	(115, 0.36757166337526437)	(120, 0.38259250871906636)	(125, 0.41076273627107274)	(130, 0.4569410317351007)	(135, 0.5272412240664005)	(140, 0.5842788278918457)
14340-YK-5_2 - illumina_universal_adapter	(1, 0.008295289051959026)	(2, 0.008469805859695742)	(3, 0.008871653772247391)	(4, 0.009391759784778525)	(5, 0.009976161463317921)	(6, 0.010465267779737927)	(7, 0.010939448316548873)	(8, 0.011386073567927705)	(9, 0.011705255624183014)	(10, 0.012985657887261868)	(15, 0.014599479104069285)	(20, 0.01594027336772019)	(25, 0.017141224557803113)	(30, 0.019259307498018203)	(35, 0.02244722439513508)	(40, 0.028349566534693692)	(45, 0.03792617635924598)	(50, 0.0550235420877363)	(55, 0.08473870264296979)	(60, 0.13587649023002096)	(65, 0.21872467066496917)	(70, 0.3409587687049296)	(75, 0.5185119392688857)	(80, 0.7589830115695)	(85, 1.0847457292407552)	(90, 1.5002950482187642)	(95, 2.028972361910935)	(100, 2.6739440022407956)	(105, 3.4469457652738833)	(110, 4.352613598156772)	(115, 5.393889027609339)	(120, 6.576100556952023)	(125, 7.892968566262217)	(130, 9.354078391204867)	(135, 10.938087544703283)	(140, 11.947908615835095)
14340-YK-5_2 - polya	(1, 0.004645361869097055)	(2, 0.009648942448811579)	(3, 0.011722477677578086)	(4, 0.014420599376139152)	(5, 0.016420653843753356)	(6, 0.01810152625511225)	(7, 0.01949077189564795)	(8, 0.022591889643653672)	(9, 0.02657477652548701)	(10, 0.03668894404334409)	(15, 0.05098278910649553)	(20, 0.0673811690945246)	(25, 0.08092780666770857)	(30, 0.09270792081731546)	(35, 0.10426277050851487)	(40, 0.1161159061645169)	(45, 0.1290078760813096)	(50, 0.14350080808170804)	(55, 0.15856918629288044)	(60, 0.17348302527825443)	(65, 0.18968714050398708)	(70, 0.20752436564632964)	(75, 0.22380012461418586)	(80, 0.23946094146214864)	(85, 0.2567920678620547)	(90, 0.2759037249556326)	(95, 0.2940470433936501)	(100, 0.3125777432193676)	(105, 0.3275248781746387)	(110, 0.343743000670466)	(115, 0.36322711337213454)	(120, 0.3894133603730287)	(125, 0.41095263811317573)	(130, 0.4247406140612693)	(135, 0.43873295837631765)	(140, 0.4470420250709927)
14340-YK-5_2 - polyg	(1, 0.5685998704809734)	(2, 0.5725862017734857)	(3, 0.5742487039945565)	(4, 0.5766689765650105)	(5, 0.578515180688962)	(6, 0.5809101942477699)	(7, 0.583356873966763)	(8, 0.5861893276818055)	(9, 0.5902365102296471)	(10, 0.6061430283727128)	(15, 0.6221312938625607)	(20, 0.6258184206807561)	(25, 0.6278529192551605)	(30, 0.6293468749803381)	(35, 0.6306001812127421)	(40, 0.6317191554286644)	(45, 0.6326558055059778)	(50, 0.6334661605250604)	(55, 0.6342255382660937)	(60, 0.6350512783195427)	(65, 0.6358513001065884)	(70, 0.6365978187144201)	(75, 0.6432611459866623)	(80, 0.6556787057392655)	(85, 0.6728605743430809)	(90, 0.6861514070165035)	(95, 0.6935660750715277)	(100, 0.6981345117687935)	(105, 0.7022257827733265)	(110, 0.7069361291905676)	(115, 0.7139629566031351)	(120, 0.7245228308628565)	(125, 0.741753610098314)	(130, 0.7713408682036668)	(135, 0.8204852605170831)	(140, 0.8643151567801594)
14340-YK-6_1 - illumina_universal_adapter	(1, 0.009616141189342703)	(2, 0.009840214525911202)	(3, 0.010232682369961483)	(4, 0.010595273769135966)	(5, 0.011016260037840418)	(6, 0.011354407073025609)	(7, 0.011757739078848908)	(8, 0.01209045403314759)	(9, 0.012366132138137925)	(10, 0.013340647449177656)	(15, 0.014572371790193588)	(20, 0.015558837679183637)	(25, 0.016509723438367055)	(30, 0.018413667789088487)	(35, 0.021673459529082586)	(40, 0.028031981810785794)	(45, 0.03885757580950975)	(50, 0.059506816487441036)	(55, 0.09604951102716494)	(60, 0.15866320617764482)	(65, 0.25864418574642073)	(70, 0.4079927312239241)	(75, 0.6270096152992168)	(80, 0.9270853683832196)	(85, 1.3369206614438478)	(90, 1.8661460306847928)	(95, 2.5424392862430407)	(100, 3.372547615787724)	(105, 4.365387508490004)	(110, 5.520377731695022)	(115, 6.833066695116285)	(120, 8.304920788989106)	(125, 9.917516839382847)	(130, 11.667713473920838)	(135, 13.52678476245904)	(140, 14.693592749236704)
14340-YK-6_1 - polya	(1, 0.0005880227559646082)	(2, 0.0014041929091625977)	(3, 0.0026861639983787413)	(4, 0.0070141744447048526)	(5, 0.009893177314554667)	(6, 0.01443847099634114)	(7, 0.021525978533013867)	(8, 0.027685958258315164)	(9, 0.03634333717118902)	(10, 0.059364495968214505)	(15, 0.08412201942061262)	(20, 0.1066436983801236)	(25, 0.13959714547408664)	(30, 0.17341673786540351)	(35, 0.196484612558053)	(40, 0.21636249775010002)	(45, 0.2371130467365647)	(50, 0.2579931508521726)	(55, 0.2773669389379516)	(60, 0.296851269869771)	(65, 0.3166968341805433)	(70, 0.3410045813355385)	(75, 0.3629189536519377)	(80, 0.3833756270624423)	(85, 0.4016407274392847)	(90, 0.4218081425425827)	(95, 0.442054322818735)	(100, 0.4610524825112119)	(105, 0.4819100434911408)	(110, 0.5030305171859768)	(115, 0.5185181946055472)	(120, 0.5331690599645509)	(125, 0.5461731900028092)	(130, 0.5619055826663168)	(135, 0.5781331095026297)	(140, 0.5868236241089113)
14340-YK-6_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.005706400971277791)	(4, 0.006757508622817298)	(5, 0.007406642288755133)	(6, 0.007818122415908197)	(7, 0.007963430579622314)	(8, 0.008057133974914596)	(9, 0.00828935543281286)	(10, 0.008694860270990762)	(15, 0.009095476236370807)	(20, 0.00951537608889796)	(25, 0.009963251157990632)	(30, 0.01047658280176574)	(35, 0.011194703894962242)	(40, 0.011960627299960022)	(45, 0.014180718758276284)	(50, 0.015255999169760759)	(55, 0.01608683594135232)	(60, 0.016916857900810912)	(65, 0.020097069655817652)	(70, 0.2603658837833998)	(75, 0.4032059815467323)	(80, 0.40867146973069346)	(85, 0.4121653841568961)	(90, 0.414419426120753)	(95, 0.41648416006571515)	(100, 0.41904158374708367)	(105, 0.4228687563356736)	(110, 0.4290599705260723)	(115, 0.4393792945861736)	(120, 0.4571842977119287)	(125, 0.4911011243511142)	(130, 0.5466971142043129)	(135, 0.6309562936673101)	(140, 0.6997334993956674)
14340-YK-6_2 - illumina_universal_adapter	(1, 0.00962700535111572)	(2, 0.009857868788792357)	(3, 0.010250336632842638)	(4, 0.010612928032017119)	(5, 0.011042062422051337)	(6, 0.0113788514370149)	(7, 0.011786257503503081)	(8, 0.012121688498245017)	(9, 0.01240415670434349)	(10, 0.013381388055826473)	(15, 0.01461474202110836)	(20, 0.015583282043172931)	(25, 0.01657164916047326)	(30, 0.01858097588039297)	(35, 0.022015409020888332)	(40, 0.028568399798328564)	(45, 0.03956700557328783)	(50, 0.06033276438623475)	(55, 0.09685427381050127)	(60, 0.15936475942413747)	(65, 0.2598090954925326)	(70, 0.4095376150280473)	(75, 0.6284923017771895)	(80, 0.9281698833322112)	(85, 1.3377960412787087)	(90, 1.866830472876493)	(95, 2.5430520249670385)	(100, 3.3723832953409065)	(105, 4.363451786466095)	(110, 5.516901199927656)	(115, 6.8292626088714625)	(120, 8.298643476316657)	(125, 9.905943791054138)	(130, 11.650267531341681)	(135, 13.499752283531373)	(140, 14.659426318480785)
14340-YK-6_2 - polya	(1, 0.004698749966830356)	(2, 0.010096880347798756)	(3, 0.012262922601294253)	(4, 0.014905629952580922)	(5, 0.016897845617708126)	(6, 0.01858858079363408)	(7, 0.01998462558146691)	(8, 0.0232357259920426)	(9, 0.027430650456649237)	(10, 0.03800202306988456)	(15, 0.052843826072049)	(20, 0.06976665926183508)	(25, 0.08363204572464951)	(30, 0.09590963494433732)	(35, 0.10780208962917166)	(40, 0.11993111143661346)	(45, 0.13348877051720714)	(50, 0.14857311593095424)	(55, 0.16435466892648476)	(60, 0.17995153117187393)	(65, 0.1971644374809996)	(70, 0.21631415223021006)	(75, 0.23401051373823503)	(80, 0.2503621636228047)	(85, 0.26848440027233195)	(90, 0.28841443344088946)	(95, 0.3073216057785173)	(100, 0.3257176193047246)	(105, 0.34086497685675515)	(110, 0.3564985056481283)	(115, 0.37548064070199)	(120, 0.4010429269377244)	(125, 0.42239100482170516)	(130, 0.4363908352864606)	(135, 0.45060903540285385)	(140, 0.45912219256819087)
14340-YK-6_2 - polyg	(1, 0.7591360199300875)	(2, 0.7633621788597915)	(3, 0.7654318016775515)	(4, 0.7688662348180468)	(5, 0.7712509183272244)	(6, 0.7745712777691031)	(7, 0.7781143525273286)	(8, 0.7817619948426194)	(9, 0.7871492610618148)	(10, 0.8077971437195245)	(15, 0.8291818881494892)	(20, 0.8340069339969307)	(25, 0.8362821610762452)	(30, 0.8378881557903416)	(35, 0.839172028107868)	(40, 0.8403624686341464)	(45, 0.841292712485961)	(50, 0.8421507096619851)	(55, 0.8429565588614988)	(60, 0.8437232970786296)	(65, 0.8445123068273951)	(70, 0.845251613036049)	(75, 0.8530018344408757)	(80, 0.8690941024631146)	(85, 0.8945963642050531)	(90, 0.9125260335871538)	(95, 0.9211880297687811)	(100, 0.9261665319012666)	(105, 0.9303837278975081)	(110, 0.9353022055361976)	(115, 0.9427772920441229)	(120, 0.9544766362534418)	(125, 0.9746842487552998)	(130, 1.0101687739383318)	(135, 1.0696250720735283)	(140, 1.121918899955818)
14340-YK-7_1 - illumina_universal_adapter	(1, 0.010958483243127603)	(2, 0.01119404720818452)	(3, 0.011719902120079255)	(4, 0.01231595033469297)	(5, 0.013011934776906589)	(6, 0.013549686858753693)	(7, 0.014136217337405513)	(8, 0.014588309795595555)	(9, 0.015010659328904675)	(10, 0.016503992101326102)	(15, 0.018384220840598587)	(20, 0.01983044082000863)	(25, 0.021031817041798913)	(30, 0.023135712576175943)	(35, 0.02648976272914797)	(40, 0.03269223331211632)	(45, 0.04266087201520677)	(50, 0.0607360043804428)	(55, 0.09152445255678095)	(60, 0.14286359622204417)	(65, 0.2222857716164767)	(70, 0.33749082713325207)	(75, 0.5038810769361071)	(80, 0.7287097496582031)	(85, 1.0332813454766476)	(90, 1.4224946430910284)	(95, 1.9176734160937752)	(100, 2.5264958600287484)	(105, 3.2600667933294902)	(110, 4.1209338759696)	(115, 5.115127783397935)	(120, 6.251256593961832)	(125, 7.521529326946282)	(130, 8.932435888560303)	(135, 10.467406376381033)	(140, 11.450123083956317)
14340-YK-7_1 - polya	(1, 0.0006341191584612976)	(2, 0.001439557564236717)	(3, 0.0026209465405070144)	(4, 0.007050262913774202)	(5, 0.010162562573314078)	(6, 0.014552618285738447)	(7, 0.02136136864947955)	(8, 0.027643074384330675)	(9, 0.036105531371451144)	(10, 0.059238388626838515)	(15, 0.08418746784715463)	(20, 0.10649489945124661)	(25, 0.1392256795940086)	(30, 0.1724087901383597)	(35, 0.19504006270855517)	(40, 0.21418237121851874)	(45, 0.23455746447894685)	(50, 0.2552630611206518)	(55, 0.2748517514472283)	(60, 0.2943940428109905)	(65, 0.31419045772493537)	(70, 0.3380145405545554)	(75, 0.36000312800392387)	(80, 0.3801378984313141)	(85, 0.3979727079635123)	(90, 0.41798707903098453)	(95, 0.4381482611756691)	(100, 0.4567744704530988)	(105, 0.47741796386765245)	(110, 0.49847286141915886)	(115, 0.5141723668883057)	(120, 0.5289924335545735)	(125, 0.5421361889745523)	(130, 0.5580791105409247)	(135, 0.5746970775303945)	(140, 0.583556186163727)
14340-YK-7_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.002443678708216708)	(4, 0.0029671541861209685)	(5, 0.003284808623849236)	(6, 0.003389503719430088)	(7, 0.003498957682991888)	(8, 0.003633395703453664)	(9, 0.003790438346824942)	(10, 0.00404242040641613)	(15, 0.004333187240052041)	(20, 0.00474197399961546)	(25, 0.005153854023366494)	(30, 0.0056623390671307686)	(35, 0.006382355792648174)	(40, 0.007119980329695087)	(45, 0.007929463773254312)	(50, 0.008708252518336424)	(55, 0.009535105830026109)	(60, 0.010341020122599624)	(65, 0.012196264804972132)	(70, 0.21711097857399403)	(75, 0.33857608697630726)	(80, 0.34369472537661466)	(85, 0.34737856508066645)	(90, 0.34997167224348485)	(95, 0.35210721424993524)	(100, 0.35465130507254994)	(105, 0.3583275305878321)	(110, 0.36404412074994574)	(115, 0.37338244738895965)	(120, 0.38866888311736025)	(125, 0.4157965720993543)	(130, 0.45915033529258703)	(135, 0.5276963558599623)	(140, 0.582506855773928)
14340-YK-7_2 - illumina_universal_adapter	(1, 0.010960862677118077)	(2, 0.011201185510155942)	(3, 0.011727040422050677)	(4, 0.012320709202673917)	(5, 0.01301907307887801)	(6, 0.013556825160725115)	(7, 0.014144545356372171)	(8, 0.014593068663576503)	(9, 0.015015418196885623)	(10, 0.01651779281847085)	(15, 0.01840563574651285)	(20, 0.019818067763258167)	(25, 0.021068936212050304)	(30, 0.023250639237915833)	(35, 0.02674840720391249)	(40, 0.033090312618722605)	(45, 0.0431600772664082)	(50, 0.06127042525470324)	(55, 0.09199177339251001)	(60, 0.14328975284973805)	(65, 0.22272929811230102)	(70, 0.3379034209872003)	(75, 0.5038741765775347)	(80, 0.7281341645759076)	(85, 1.031981698631051)	(90, 1.4204752174633133)	(95, 1.9149844177411406)	(100, 2.5225745528124475)	(105, 3.25346743315691)	(110, 4.111979827920048)	(115, 5.103429058240371)	(120, 6.234477301347807)	(125, 7.497748787758688)	(130, 8.900945983243574)	(135, 10.424836636687662)	(140, 11.399423294204295)
14340-YK-7_2 - polya	(1, 0.004942084398214316)	(2, 0.009982915307033298)	(3, 0.012167235710288351)	(4, 0.014871462440461952)	(5, 0.01687613557743622)	(6, 0.018595276635553624)	(7, 0.020081233162604583)	(8, 0.02325301867190631)	(9, 0.02731590221064051)	(10, 0.037771848994980026)	(15, 0.05238704639466794)	(20, 0.06896099385531397)	(25, 0.0825846811111714)	(30, 0.09434836481667537)	(35, 0.10614678825844029)	(40, 0.11816435757072781)	(45, 0.13134523216095803)	(50, 0.14635160850867987)	(55, 0.16176581984236893)	(60, 0.17670961707614127)	(65, 0.1931438917615465)	(70, 0.2115914055462917)	(75, 0.22826481334773954)	(80, 0.24399739294935402)	(85, 0.26163827861132855)	(90, 0.2815110733563676)	(95, 0.300486821486998)	(100, 0.3191551467460592)	(105, 0.33421244298117714)	(110, 0.3502964649831846)	(115, 0.3694915969277367)	(120, 0.39548382000947657)	(125, 0.4172687279092605)	(130, 0.43182301179879223)	(135, 0.4467672849193627)	(140, 0.45568540351565895)
14340-YK-7_2 - polyg	(1, 0.6297802605796684)	(2, 0.6334148460001173)	(3, 0.6351327973412395)	(4, 0.6381273150182509)	(5, 0.6402723747606631)	(6, 0.6430265696046367)	(7, 0.6459068744501054)	(8, 0.6489953797697405)	(9, 0.653145112649127)	(10, 0.6709780186341329)	(15, 0.6901726746918868)	(20, 0.6944399516104027)	(25, 0.6969033796207403)	(30, 0.6998093823533061)	(35, 0.7010921352175707)	(40, 0.702017497096466)	(45, 0.7028890837671764)	(50, 0.7036997569277311)	(55, 0.7045194719374492)	(60, 0.7052797010974057)	(65, 0.7060561104084974)	(70, 0.7068301402855984)	(75, 0.7154129966326369)	(80, 0.7314889285590767)	(85, 0.7546403453995898)	(90, 0.7708895001205363)	(95, 0.7790414409718999)	(100, 0.7837584309146153)	(105, 0.7879885886628799)	(110, 0.7929868277032693)	(115, 0.8004977490375993)	(120, 0.8116965551137648)	(125, 0.8301074256150567)	(130, 0.8609705880186956)	(135, 0.9107547715711842)	(140, 0.9534546663038347)
14340-YK-8_1 - illumina_universal_adapter	(1, 0.008087345086174012)	(2, 0.008250333806720706)	(3, 0.008722483671796443)	(4, 0.009405484024563539)	(5, 0.010169978737603981)	(6, 0.010722329401678886)	(7, 0.01138980701915582)	(8, 0.011882653864618438)	(9, 0.01227072224687247)	(10, 0.013740466566595905)	(15, 0.015547571666625511)	(20, 0.01696014057803018)	(25, 0.018113738522344)	(30, 0.020011392911566214)	(35, 0.02289370614269432)	(40, 0.02801853719874106)	(45, 0.03626085092556185)	(50, 0.0504160332366599)	(55, 0.0742705966938152)	(60, 0.11361529769702242)	(65, 0.17871661465493935)	(70, 0.26973339689203535)	(75, 0.4037235782186686)	(80, 0.588741647264649)	(85, 0.8451503281836098)	(90, 1.1824831675662586)	(95, 1.6259214053125501)	(100, 2.1859656544217683)	(105, 2.8734448337445846)	(110, 3.6981488737162485)	(115, 4.658514376180787)	(120, 5.769984393053871)	(125, 7.040351596163417)	(130, 8.481936121796968)	(135, 10.075099898826693)	(140, 11.103588477385632)
14340-YK-8_1 - polya	(1, 0.0006390192694449715)	(2, 0.0014733662912911388)	(3, 0.002813495771341727)	(4, 0.007603553169630653)	(5, 0.01066799982816332)	(6, 0.015082924456940016)	(7, 0.022083678072802742)	(8, 0.028727408776991755)	(9, 0.03804751775745941)	(10, 0.06210594647142549)	(15, 0.08782375558790982)	(20, 0.11094823306191788)	(25, 0.14564801424179916)	(30, 0.18034520829913211)	(35, 0.2034238937040342)	(40, 0.223123538348523)	(45, 0.2444450501185788)	(50, 0.2662477666826296)	(55, 0.2864754430392387)	(60, 0.30624726840282684)	(65, 0.3265310853187354)	(70, 0.35132115228937777)	(75, 0.3741038708747474)	(80, 0.3948091300537838)	(85, 0.41312880353097725)	(90, 0.4332506665753585)	(95, 0.45378336468041935)	(100, 0.4730230189358096)	(105, 0.4940656388951522)	(110, 0.5153550703456083)	(115, 0.5308571086553828)	(120, 0.5458174035035306)	(125, 0.559282341518726)	(130, 0.5754549619930354)	(135, 0.5921776047211261)	(140, 0.600891550888513)
14340-YK-8_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0073448409147946325)	(4, 0.008942389088407061)	(5, 0.009265779406952087)	(6, 0.00954389508090081)	(7, 0.009741809955850366)	(8, 0.00992290853423558)	(9, 0.010132465460652757)	(10, 0.010494662617423186)	(15, 0.01089566661241902)	(20, 0.011265883849089364)	(25, 0.011717854158287893)	(30, 0.012273568081675667)	(35, 0.013022540059425946)	(40, 0.013902161725868417)	(45, 0.01476729550604007)	(50, 0.015710819099427037)	(55, 0.01668383588986531)	(60, 0.017682465193532355)	(65, 0.01916048830541054)	(70, 0.19829751037445842)	(75, 0.30621725778126585)	(80, 0.3129453286805314)	(85, 0.3169100939858934)	(90, 0.32024567108749424)	(95, 0.32314738773773505)	(100, 0.3256033431728934)	(105, 0.32900954872006444)	(110, 0.334047969882996)	(115, 0.34198577928587476)	(120, 0.3544582970915193)	(125, 0.37574565884393685)	(130, 0.40928925495695595)	(135, 0.46357329511566914)	(140, 0.5066982995865403)
14340-YK-8_2 - illumina_universal_adapter	(1, 0.008105454944012533)	(2, 0.008272324348381767)	(3, 0.008740593529634966)	(4, 0.00943006168877296)	(5, 0.010199730646910123)	(6, 0.010745613504614126)	(7, 0.01141438468336524)	(8, 0.01190593796755368)	(9, 0.012296593472356072)	(10, 0.013757800287669916)	(15, 0.015579134561715505)	(20, 0.016981354982926737)	(25, 0.018167550671349893)	(30, 0.02016377442966463)	(35, 0.023171821816643044)	(40, 0.028472835918233113)	(45, 0.03686675502638781)	(50, 0.05121881736341607)	(55, 0.07518126383083798)	(60, 0.11458676221393164)	(65, 0.17727869194256077)	(70, 0.2684967523139192)	(75, 0.40251435713956507)	(80, 0.5872863908311963)	(85, 0.8431923938390108)	(90, 1.1801164678590188)	(95, 1.6232452857485264)	(100, 2.1821390414604886)	(105, 2.8675376568299136)	(110, 3.6901016290295745)	(115, 4.648473753570601)	(120, 5.756500827756327)	(125, 7.020967321757572)	(130, 8.456623973496068)	(135, 10.039877001467534)	(140, 11.060730205249497)
