index_waters,Electrophile,Electrophile SMILES,Nucleophile,Nucleophile SMILES,Product SMILES,nu/100000,prod/100000,prod/(nu+prod)*100,inhibition %,inhibition % in 5-fold dilution
H8,"E22_3-CYCLOPENTENE-1-CARBOXYLIC ACID, 98%",C1C=CCC1C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCC3CC=CC3)CCC[C@]21C,2.6,5.8,69,-11.7,0
H9,"E115_2,2-DIMETHYL-4-PENTENOIC ACID, 95%",CC(C)(CC=C)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,C=CCC(C)(C)CNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@@H]12,6.2,0,0,10,0
H10,E250_Pyrrole-2-carboxylic acid,C1=CNC(=C1)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCc3ccc[nH]3)CCC[C@]21C,20.4,0,0,13.2,0
H13,"E9_4-PHENOXYBENZOIC ACID, 97%",C1=CC=C(C=C1)OC2=CC=C(C=C2)C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCc3ccc(Oc4ccccc4)cc3)C1CC2,0,18,100,4.5,0
H14,"E64_2-(FURAN-2-YL)-1,3-THIAZOLE-4-CARBOXYLIC ACID",C1=COC(=C1)C2=NC(=CS2)C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCc3csc(-c4ccco4)n3)C1CC2,0,4.1,100,6.6,0
H15,"E105_2-(4-CYANOPHENYL)-2,2-DIFLUOROACETIC ACID, 95%",C1=CC(=CC=C1C#N)C(C(=O)O)(F)F,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCC(F)(F)c3ccc(C#N)cc3)C1CC2,2.2,10.7,82.8,24,0
H16,E150_2-(3-chlorophenyl)acetic acid,C1=CC(=CC(=C1)Cl)CC(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCCc3cccc(Cl)c3)C1CC2,3.3,0.3,9.1,8.1,0
H17,E190_2-(3-hydroxy-4-methoxyphenyl)acetic acid,COC1=C(C=C(C=C1)CC(=O)O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,COc1ccc(CCNC[C@]2(C)CCC[C@]3(C)c4cc(O)c(C(C)C)cc4CCC23)cc1O,0,0,0,12.6,0
H18,E234_naphthalene-2-carboxylic acid,C1=CC=C2C=C(C=CC2=C1)C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCc3ccc4ccccc4c3)C1CC2,0,13.3,100,13.1,0
H19,E289_3-(4-Bromophenyl)acrylic acid,C1=CC(=CC=C1C=CC(=O)O)Br,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCC=Cc3ccc(Br)cc3)C1CC2,0,2.2,100,18.5,0
H20,"E22_3-CYCLOPENTENE-1-CARBOXYLIC ACID, 98%",C1C=CCC1C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCC3CC=CC3)C1CC2,0,0,0,26.7,0
H21,"E115_2,2-DIMETHYL-4-PENTENOIC ACID, 95%",CC(C)(CC=C)C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,C=CCC(C)(C)CNC[C@]1(C)CCC[C@]2(C)c3cc(O)c(C(C)C)cc3CCC12,0,0,0,33.5,0
H22,E250_Pyrrole-2-carboxylic acid,C1=CNC(=C1)C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCc3ccc[nH]3)C1CC2,6.6,0,0,39,0
H25,"E9_4-PHENOXYBENZOIC ACID, 97%",C1=CC=C(C=C1)OC2=CC=C(C=C2)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCc4ccc(Oc5ccccc5)cc4)CCC[C@]3(C)C2CC1,5.5,21.4,79.6,12.8,0
H26,"E64_2-(FURAN-2-YL)-1,3-THIAZOLE-4-CARBOXYLIC ACID",C1=COC(=C1)C2=NC(=CS2)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCc4csc(-c5ccco5)n4)CCC[C@]3(C)C2CC1,7.8,40.5,83.9,21,0
H27,"E105_2-(4-CYANOPHENYL)-2,2-DIFLUOROACETIC ACID, 95%",C1=CC(=CC=C1C#N)C(C(=O)O)(F)F,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCC(F)(F)c4ccc(C#N)cc4)CCC[C@]3(C)C2CC1,16.6,0,0,45.1,0
H28,E150_2-(3-chlorophenyl)acetic acid,C1=CC(=CC(=C1)Cl)CC(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCCc4cccc(Cl)c4)CCC[C@]3(C)C2CC1,14.7,0,0,31.3,0
H29,E190_2-(3-hydroxy-4-methoxyphenyl)acetic acid,COC1=C(C=C(C=C1)CC(=O)O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,COc1ccc(CCNC[C@]2(C)CCC[C@]3(C)C4CCC(C(C)C)=CC4=CCC23)cc1O,9.1,61.3,87.1,66.5,0
H30,E234_naphthalene-2-carboxylic acid,C1=CC=C2C=C(C=CC2=C1)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCc4ccc5ccccc5c4)CCC[C@]3(C)C2CC1,3.9,10.4,72.7,10.8,0
H31,E289_3-(4-Bromophenyl)acrylic acid,C1=CC(=CC=C1C=CC(=O)O)Br,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCC=Cc4ccc(Br)cc4)CCC[C@]3(C)C2CC1,2.7,7.5,73.4,11.8,0
H32,"E22_3-CYCLOPENTENE-1-CARBOXYLIC ACID, 98%",C1C=CCC1C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCC4CC=CC4)CCC[C@]3(C)C2CC1,0.6,1.4,69.8,-1.7,0
H33,"E115_2,2-DIMETHYL-4-PENTENOIC ACID, 95%",CC(C)(CC=C)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,C=CCC(C)(C)CNC[C@]1(C)CCC[C@]2(C)C3CCC(C(C)C)=CC3=CCC12,4.4,0,0,12,0
H34,E250_Pyrrole-2-carboxylic acid,C1=CNC(=C1)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCc4ccc[nH]4)CCC[C@]3(C)C2CC1,11.7,0,0,-7.9,0
H37,"E9_4-PHENOXYBENZOIC ACID, 97%",C1=CC=C(C=C1)OC2=CC=C(C=C2)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4ccc(Oc5ccccc5)cc4)c(C(C)C)cc3CCC12,23.2,6.5,21.8,-10.9,0
H38,"E64_2-(FURAN-2-YL)-1,3-THIAZOLE-4-CARBOXYLIC ACID",C1=COC(=C1)C2=NC(=CS2)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4csc(-c5ccco5)n4)c(C(C)C)cc3CCC12,0,34.8,100,4.1,0
H39,"E105_2-(4-CYANOPHENYL)-2,2-DIFLUOROACETIC ACID, 95%",C1=CC(=CC=C1C#N)C(C(=O)O)(F)F,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC(F)(F)c4ccc(C#N)cc4)c(C(C)C)cc3CCC12,11.6,4.5,27.9,0,0
H40,E150_2-(3-chlorophenyl)acetic acid,C1=CC(=CC(=C1)Cl)CC(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCc4cccc(Cl)c4)c(C(C)C)cc3CCC12,8.8,0.8,8.1,-6.1,0
H41,E190_2-(3-hydroxy-4-methoxyphenyl)acetic acid,COC1=C(C=C(C=C1)CC(=O)O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCc4ccc(OC)c(O)c4)c(C(C)C)cc3CCC12,8.6,16.9,66.3,13.2,0
H42,E234_naphthalene-2-carboxylic acid,C1=CC=C2C=C(C=CC2=C1)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4ccc5ccccc5c4)c(C(C)C)cc3CCC12,18.3,4.1,18.2,18.3,0
H43,E289_3-(4-Bromophenyl)acrylic acid,C1=CC(=CC=C1C=CC(=O)O)Br,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC=Cc4ccc(Br)cc4)c(C(C)C)cc3CCC12,16.8,15.4,47.8,3.1,0
H44,"E22_3-CYCLOPENTENE-1-CARBOXYLIC ACID, 98%",C1C=CCC1C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC4CC=CC4)c(C(C)C)cc3CCC12,1.4,0,0,4.5,0
H45,"E115_2,2-DIMETHYL-4-PENTENOIC ACID, 95%",CC(C)(CC=C)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,C=CCC(C)(C)CNc1cc2c(cc1C(C)C)CCC1[C@](C)(CNCC)CCC[C@]21C,14.4,0,0,20.3,0
H46,E250_Pyrrole-2-carboxylic acid,C1=CNC(=C1)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4ccc[nH]4)c(C(C)C)cc3CCC12,7.3,0,0,12.8,0
I1,"E10_5-METHYL-2-NITROBENZOIC ACID, 98%",CC1=CC(=C(C=C1)[N+](=O)[O-])C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,Cc1ccc([N+](=O)[O-])c(CNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@@H]23)c1,79.32,13.3,14.4,106.1,63.16
I2,"E65_(S)-(+)-2-PHENYLPROPIONIC ACID, 97%",CC(C1=CC=CC=C1)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCC(C)c3ccccc3)CCC[C@]21C,20.97,0,0,-0.7,0
I3,"E106_4-CYANOBENZOIC ACID, 98%",C1=CC(=CC=C1C#N)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCc3ccc(C#N)cc3)CCC[C@]21C,27.48,34.2,55.4,49.7,0
I4,E151_3-cyanobenzoic acid,C1=CC(=CC(=C1)C(=O)O)C#N,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCc3cccc(C#N)c3)CCC[C@]21C,26.84,24.5,47.7,43,0
I5,E191_2-(1H-indol-3-yl)acetic acid,C1=CC=C2C(=C1)C(=CN2)CC(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCCc3c[nH]c4ccccc34)CCC[C@]21C,10.98,24.2,68.8,58.5,0
I6,E235_1-methyl-5-phenylpyrazole-3-carboxylic acid,CN1C(=CC(=N1)C(=O)O)C2=CC=CC=C2,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCc3cc(-c4ccccc4)n(C)n3)CCC[C@]21C,25.01,36.5,59.3,66.3,0
I7,E292_3-quinolinecarboxylic acid,C1=CC=C2C(=C1)C=C(C=N2)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCc3cnc4ccccc4c3)CCC[C@]21C,30.4,3.7,10.7,35.4,0
I8,"E23_5-HEXENOIC ACID, 98%",C=CCCCC(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,C=CCCCCNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@@H]12,0,2.3,100,-18.2,0
I9,E125_2-acetamidoprop-2-enoic acid,CC(=O)NC(=C)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,C=C(CNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@@H]12)NC(C)=O,20.28,0,0,-16.3,0
I10,E251_PHENYLPROPIOLIC ACID 97%,C1=CC=C(C=C1)C#CC(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCC#Cc3ccccc3)CCC[C@]21C,11.46,0,0,-20.4,0
I13,"E10_5-METHYL-2-NITROBENZOIC ACID, 98%",CC1=CC(=C(C=C1)[N+](=O)[O-])C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,Cc1ccc([N+](=O)[O-])c(CNC[C@]2(C)CCC[C@]3(C)c4cc(O)c(C(C)C)cc4CCC23)c1,0.55,15,96.5,-33.9,0
I14,"E65_(S)-(+)-2-PHENYLPROPIONIC ACID, 97%",CC(C1=CC=CC=C1)C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCC(C)c3ccccc3)C1CC2,4.55,1.4,23,-11.8,0
I15,"E106_4-CYANOBENZOIC ACID, 98%",C1=CC(=CC=C1C#N)C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCc3ccc(C#N)cc3)C1CC2,1.94,1.7,47.3,-23.5,0
I16,E151_3-cyanobenzoic acid,C1=CC(=CC(=C1)C(=O)O)C#N,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCc3cccc(C#N)c3)C1CC2,2.67,0,0,-31,0
I17,E191_2-(1H-indol-3-yl)acetic acid,C1=CC=C2C(=C1)C(=CN2)CC(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCCc3c[nH]c4ccccc34)C1CC2,0,1,100,-35.8,0
I18,E235_1-methyl-5-phenylpyrazole-3-carboxylic acid,CN1C(=CC(=N1)C(=O)O)C2=CC=CC=C2,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCc3cc(-c4ccccc4)n(C)n3)C1CC2,0,0,0,-47.4,0
I19,E292_3-quinolinecarboxylic acid,C1=CC=C2C(=C1)C=C(C=N2)C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCc3cnc4ccccc4c3)C1CC2,2.05,2.4,53.9,-31.4,0
I20,"E23_5-HEXENOIC ACID, 98%",C=CCCCC(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,C=CCCCCNC[C@]1(C)CCC[C@]2(C)c3cc(O)c(C(C)C)cc3CCC12,0,0,0,-21.9,0
I21,E125_2-acetamidoprop-2-enoic acid,CC(=O)NC(=C)C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,C=C(CNC[C@]1(C)CCC[C@]2(C)c3cc(O)c(C(C)C)cc3CCC12)NC(C)=O,1.15,0,0,-14.1,0
I22,E251_PHENYLPROPIOLIC ACID 97%,C1=CC=C(C=C1)C#CC(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCC#Cc3ccccc3)C1CC2,0,0,0,-8,0
I25,"E10_5-METHYL-2-NITROBENZOIC ACID, 98%",CC1=CC(=C(C=C1)[N+](=O)[O-])C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,Cc1ccc([N+](=O)[O-])c(CNC[C@]2(C)CCC[C@]3(C)C4CCC(C(C)C)=CC4=CCC23)c1,15.3,38.8,71.7,22,0
I26,"E65_(S)-(+)-2-PHENYLPROPIONIC ACID, 97%",CC(C1=CC=CC=C1)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCC(C)c4ccccc4)CCC[C@]3(C)C2CC1,14.6,0.5,3.5,6.4,0
I27,"E106_4-CYANOBENZOIC ACID, 98%",C1=CC(=CC=C1C#N)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCc4ccc(C#N)cc4)CCC[C@]3(C)C2CC1,15.3,29.6,65.9,15.4,0
I28,E151_3-cyanobenzoic acid,C1=CC(=CC(=C1)C(=O)O)C#N,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCc4cccc(C#N)c4)CCC[C@]3(C)C2CC1,14.6,38.1,72.3,5.7,0
I29,E191_2-(1H-indol-3-yl)acetic acid,C1=CC=C2C(=C1)C(=CN2)CC(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCCc4c[nH]c5ccccc45)CCC[C@]3(C)C2CC1,3.7,25.6,87.4,33,0
I30,E235_1-methyl-5-phenylpyrazole-3-carboxylic acid,CN1C(=CC(=N1)C(=O)O)C2=CC=CC=C2,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCc4cc(-c5ccccc5)n(C)n4)CCC[C@]3(C)C2CC1,12.8,36.9,74.2,7.6,0
I31,E292_3-quinolinecarboxylic acid,C1=CC=C2C(=C1)C=C(C=N2)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCc4cnc5ccccc5c4)CCC[C@]3(C)C2CC1,19,30.1,61.3,10.9,0
I32,"E23_5-HEXENOIC ACID, 98%",C=CCCCC(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,C=CCCCCNC[C@]1(C)CCC[C@]2(C)C3CCC(C(C)C)=CC3=CCC12,0.6,0.5,44.8,-8,0
I33,E125_2-acetamidoprop-2-enoic acid,CC(=O)NC(=C)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,C=C(CNC[C@]1(C)CCC[C@]2(C)C3CCC(C(C)C)=CC3=CCC12)NC(C)=O,10,0.4,4.1,15.3,0
I34,E251_PHENYLPROPIOLIC ACID 97%,C1=CC=C(C=C1)C#CC(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCC#Cc4ccccc4)CCC[C@]3(C)C2CC1,1.8,2.2,54.8,5.4,0
I37,"E10_5-METHYL-2-NITROBENZOIC ACID, 98%",CC1=CC(=C(C=C1)[N+](=O)[O-])C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4cc(C)ccc4[N+](=O)[O-])c(C(C)C)cc3CCC12,23,11.2,32.7,-13.3,0
I38,"E65_(S)-(+)-2-PHENYLPROPIONIC ACID, 97%",CC(C1=CC=CC=C1)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC(C)c4ccccc4)c(C(C)C)cc3CCC12,7.2,0,0,-5.8,0
I39,"E106_4-CYANOBENZOIC ACID, 98%",C1=CC(=CC=C1C#N)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4ccc(C#N)cc4)c(C(C)C)cc3CCC12,15.9,4.4,21.7,-28.1,0
I40,E151_3-cyanobenzoic acid,C1=CC(=CC(=C1)C(=O)O)C#N,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4cccc(C#N)c4)c(C(C)C)cc3CCC12,13.9,5.5,28.4,-1.6,0
I41,E191_2-(1H-indol-3-yl)acetic acid,C1=CC=C2C(=C1)C(=CN2)CC(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCc4c[nH]c5ccccc45)c(C(C)C)cc3CCC12,7.9,6.9,46.7,-7.4,0
I42,E235_1-methyl-5-phenylpyrazole-3-carboxylic acid,CN1C(=CC(=N1)C(=O)O)C2=CC=CC=C2,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4cc(-c5ccccc5)n(C)n4)c(C(C)C)cc3CCC12,22.2,9.5,30,-8.4,0
I43,E292_3-quinolinecarboxylic acid,C1=CC=C2C(=C1)C=C(C=N2)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4cnc5ccccc5c4)c(C(C)C)cc3CCC12,14.9,3,16.6,-6.1,0
I44,"E23_5-HEXENOIC ACID, 98%",C=CCCCC(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,C=CCCCCNc1cc2c(cc1C(C)C)CCC1[C@](C)(CNCC)CCC[C@]21C,0.9,0,0,1.6,0
I45,E125_2-acetamidoprop-2-enoic acid,CC(=O)NC(=C)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,C=C(CNc1cc2c(cc1C(C)C)CCC1[C@](C)(CNCC)CCC[C@]21C)NC(C)=O,5.9,0,0,-11.1,0
