Unnamed: 0,product_smiles,reaction_class
196,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CN[C@H](C(=O)N1[C@H](C#N)C[C@@H]2C[C@@H]21)C12CC3CC(CC(O)(C3)C1)C2,DHA
197,CC(C)NC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,DHA
198,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNc1ccc(-c2ccccc2)cc1,DHA
199,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNc1c2ccccc2nc2ccccc12,DHA
200,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNC[C@@H]1CC[C@H]2C[C@@H]1C2(C)C,DHA
201,COc1ccccc1N1CCN(CCCNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)CC1,DHA
202,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCCc1ccc2c(c1)OCO2,DHA
203,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCCSC1CCCC1,DHA
204,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCCc1ccccc1O,DHA
205,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1,DHA
206,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCC1CCOCC1,DHA
207,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCCC1CC(CC(=O)OC(C)(C)C)OC(C)(C)O1,DHA
208,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCC1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,DHA
209,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNc1c2c(nc3ccccc13)CCCC2,DHA
210,CCC(C)C(NC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21)C(=O)OC(C)(C)C,DHA
211,CNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,DHA
212,CC[C@H](C)[C@@H](CO)NC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,DHA
213,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CN[C@H](CO)C1CCCCC1,DHA
214,CC(C)CC(CO)NC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,DHA
215,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNC(CO)C(C)C,DHA
216,CCC[C@@H](CO)NC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,DHA
217,CCC[C@@H](CO)NC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,DHA
218,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNC(C)c1ccccc1,DHA
219,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNC(c1ccccc1)(c1ccccc1)c1ccccc1,DHA
220,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNC(C)c1cccc2ccccc12,DHA
221,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1ccccc1Cl,DHA
222,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCCc1ccccc1Cl,DHA
223,CCc1cccc(CC)c1NC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,DHA
224,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNC(C)c1ccccc1,DHA
225,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNC(C)c1cccc2ccccc12,DHA
226,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCCCCCO,DHA
227,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCCCCCCO,DHA
228,COc1cccc(OC)c1NC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,DHA
229,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNC12CC3CC(CC(C3)C1)C2,DHA
230,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNc1ccc(I)cc1,DHA
231,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNc1ccc(F)cc1F,DHA
232,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNc1cccc2cccnc12,DHA
233,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNc1ccc(Oc2ccccc2)cc1,DHA
234,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNc1cc(F)c(F)c(F)c1,DHA
235,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNc1c(F)cccc1F,DHA
236,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNc1ccc(C(C)(C)C)cc1,DHA
237,COc1cc(NC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)cc(OC)c1,DHA
238,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNc1c(C(C)(C)C)cc(C(C)(C)C)cc1C(C)(C)C,DHA
239,COc1ccccc1CNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,DHA
240,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNc1cnn(C)c1,DHA
241,Cc1ccc(NC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)c([N+](=O)[O-])c1,DHA
242,COC(=O)c1ccccc1NC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,DHA
243,CC(C)c1cccc(NC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)c1,DHA
244,COc1cc([N+](=O)[O-])ccc1NC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,DHA
245,COc1ccc(NC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)c([N+](=O)[O-])c1,DHA
246,COc1ccc(NC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)cc1[N+](=O)[O-],DHA
247,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCC(F)(F)F,DHA
248,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNc1ccc(F)c(F)c1F,DHA
249,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNc1cc(Cl)ccc1[N+](=O)[O-],DHA
250,CC(=O)c1cccc(NC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)c1,DHA
251,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNc1ccccn1,DHA
252,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNC(C)c1ccncc1,DHA
253,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1cccnc1,DHA
254,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNC(C)c1ccccc1,DHA
255,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNC(C)(C)c1ccccc1,DHA
256,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNc1cccc(OC(F)(F)F)c1,DHA
257,COc1cc(C#N)ccc1NC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,DHA
258,Cc1ccc(NC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)cc1C#N,DHA
259,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNc1c(C#N)cnn1C,DHA
260,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNc1cc(Cl)ccn1,DHA
261,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNc1ccnc(Cl)c1,DHA
262,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNc1ccc(Cl)nc1,DHA
263,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNc1cccc(C#N)c1,DHA
264,COc1ccc(NC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)cc1OC,DHA
265,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNc1cccc(S(N)(=O)=O)c1,DHA
266,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1cc(C(F)(F)F)cc(C(F)(F)F)c1,DHA
267,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNc1ccc(Cl)cc1Cl,DHA
268,C#CC(C)(C)NC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,DHA
269,C#Cc1cccc(NC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)c1,DHA
270,CCOC(=O)c1c(NC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)sc2c1CCCC2,DHA
271,CCC(NC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21)c1ccccc1,DHA
272,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNc1ccc(Cl)c([N+](=O)[O-])c1,DHA
273,COc1ccc(NC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)c(OC)c1,DHA
274,Cc1cc(C)cc(NC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)c1,DHA
275,CCN(CC)c1ccc(NC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)cc1,DHA
276,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCCC(c1ccccc1)c1ccccc1,DHA
277,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNc1cccc(F)c1F,DHA
278,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1c(F)cccc1F,DHA
279,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNc1ccccc1S,DHA
280,COc1cc(CNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)cc(OC)c1,DHA
281,CCCNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,DHA
282,COc1ccc(NC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)cc1F,DHA
283,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNc1ccc(F)cc1I,DHA
284,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNc1ccccc1B1OC(C)(C)C(C)(C)O1,DHA
285,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNc1ccccc1B(O)O,DHA
286,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNC(N)=O,DHA
287,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNC(N)=O,DHA
288,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCCC1CCN(C(=O)OC(C)(C)C)CC1,DHA
289,CCNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,DHA
290,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNc1ccccc1-c1ccccc1[Pd+],DHA
291,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNc1ccc(C(F)(F)F)cc1,DHA
292,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNC1CCC(C(F)(F)F)CC1,DHA
293,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1,DHA
294,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNc1ccc(S(N)(=O)=O)cc1,DHA
295,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CN[C@@H]1C[C@H]1c1ccccc1,DHA
296,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCCc1ccc(O)cc1,DHA
297,CC(CCc1ccccc1)NC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,DHA
298,CCCCCCCCCCCCCCCCCCNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,DHA
299,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCCc1ccc([N+](=O)[O-])cc1,DHA
300,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNC(=O)Cc1ccccc1,DHA
301,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1ccccn1,DHA
302,Cc1nc(-c2cccc(NC[C@]3(C)CCC[C@]4(C)c5ccc(C(C)C)cc5CC[C@H]43)c2)no1,DHA
303,COc1ccc(CNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)cc1,DHA
304,Cc1cc2nc3ccc(N(C)C)cc3nc2cc1NC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,DHA
305,CCCCCCCC/C=C\CCCCCCCCNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,DHA
306,COc1ccc(NC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)cc1,DHA
307,COc1ccc(NC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)cc1,DHA
308,Cc1ccc(NC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)cc1,DHA
309,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCCc1ccccc1,DHA
310,Cc1cccc(C)c1OCC(C)NC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,DHA
311,COC(=O)C(CCSC)NC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,DHA
312,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNC(C)c1ccccc1,DHA
313,CSCCCNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@H]21,DHA
314,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCC1CC2C=CC1C2,DHA
315,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNC(=N)n1cccn1,DHA
316,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNC(=N)n1cccn1,DHA
317,Cc1ccc(CNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)cc1,DHA
318,COC(=O)C1CCC(NC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)CC1,DHA
319,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CN[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,DHA
320,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCCc1ccc(F)cc1,DHA
321,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCCN1CCN(C(=O)OC(C)(C)C)CC1,DHA
322,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1ccco1,DHA
323,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNC=O,DHA
