"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"HALLMARK_GLYCOLYSIS",0.0409841233922524,0.137845959387816,0.321775918075361,0.442212258041876,1.43628179533528,173,"ABCB6;ADORA2B;AGL;AGRN;AK3;AK4;AKR1A1;ALDH9A1;ALDOA;ALG1;ANG;ANKZF1;ARPP19;ARTN;AURKA;B3GALT6;B3GAT1;B3GAT3;B4GALT1;B4GALT2;B4GALT4;B4GALT7;BIK;BPNT1;CACNA1H;CAPN5;CASP6;CDK1;CENPA;CHPF;CHPF2;CHST12;CHST2;CITED2;CLDN3;CLDN9;CLN6;COG2;COPB2"
"HALLMARK_MYOGENESIS",0.0387186460663974,0.137845959387816,0.321775918075361,0.474088867680457,1.47856829206121,128,"ABLIM1;ACHE;ACSL1;ADAM12;ADCY9;AGL;AGRN;AK1;AKT2;ANKRD2;APOD;APP;ATP2A1;ATP6AP1;BAG1;BDKRB2;BHLHE40;BIN1;CACNA1H;CAMK2B;CDKN1A;CFD;CHRNB1;CKB;CLU;COL1A1;COL3A1;COL4A2;COL6A2;CRAT;CRYAB"
"HALLMARK_UV_RESPONSE_DN",0.0409828692771975,0.137845959387816,0.321775918075361,0.470979189801501,1.46886996032681,128,"ABCC1;ACVR2A;ADD3;ADGRL2;ADORA2B;AGGF1;ANXA2;ANXA4;APBB2;ARHGEF9;ATP2B1;ATP2B4;ATP2C1;ATRN;ATRX;ATXN1;BCKDHB;BHLHE40;BMPR1A;CAP2;CCN1;CDC42BPA;CDK13;CDKN1B;CDON;CITED2;COL1A1;COL3A1;COL5A2"
"HALLMARK_ANDROGEN_RESPONSE",0.0554927245435875,0.138731811358969,0.321775918075361,0.492529294492354,1.48740472560225,101,"ABCC4;ABHD2;ACSL3;ACTN1;ADAMTS1;ADRM1;AKAP12;AKT1;ALDH1A3;ANKH;APPBP2;ARID5B;AZGP1;B2M;B4GALT1;BMPR1B;CAMKK2;CCND1;CCND3;CDC14B;CDK6;CENPN"
"HALLMARK_APICAL_JUNCTION",0.0510948905109489,0.138731811358969,0.241339976815091,0.44204039727229,1.40114173927297,147,"ACTB;ACTG1;ACTN1;ACTN4;ADAM15;ADAM23;ADAM9;ADAMTS5;AKT2;ALOX15B;AMH;AMIGO1;AMIGO2;ARHGEF6;ARPC2;ATP1A3;B4GALT1;BAIAP2;BMP1;CADM2;CAP1;CD274;CD276;CD34;CD86;CD99;CDH1;CDH15;CDH3;CDH8;CDK8;CERCAM;CLDN14;CLDN15;CLDN4;CLDN7;CLDN8;CLDN9;CNN2;COL16A1;CRAT;CRB3;CTNNA1;CTNND1"
"HALLMARK_APICAL_SURFACE",0.0535714285714286,0.138731811358969,0.261663521711573,0.603436606212317,1.52620375035066,32,"ADAM10;ADIPOR2;AFAP1L2;AKAP7;APP;ATP8B1;B4GALT1;BRCA1"
"HALLMARK_APOPTOSIS",0.0520833333333333,0.138731811358969,0.241339976815091,0.457042764341995,1.42069519743184,118,"ADD1;ANKH;ANXA1;APP;ATF3;BAX;BCAP31;BCL10;BCL2L1;BCL2L11;BCL2L2;BGN;BID;BIK;BIRC3;BMF;BNIP3L;BRCA1;BTG2;BTG3;CASP2;CASP3;CASP4;CASP6;CASP7;CASP8;CASP9;CCND1;CD14;CDC25B;CDK2;CDKN1A;CDKN1B;CFLAR;CLU;CREBBP;CTH;CTNNB1;CYLD;DAP;DAP3;DDIT3;DFFA;DIABLO;DNAJA1;DNAJC3;DNM1L"
"HALLMARK_UV_RESPONSE_UP",0.0583832335329341,0.139007698887938,0.227987202850442,0.440825512911967,1.38457655808196,138,"ACAA1;AGO2;ALAS1;ALDOA;AMD1;AP2S1;APOM;AQP3;ARRB2;ASNS;ATF3;ATP6V1C1;ATP6V1F;BAK1;BCL2L11;BID;BSG;BTG1;BTG2;BTG3;CASP3;CCND3;CCNE1;CDC34;CDC5L;CDK2;CDKN1C;CDKN2B;CEBPG;CHKA;CHRNA5;CLCN2;CLTB;CNP;CREG1;CTSV;CYB5B;CYB5R1;CYP1A1;DDX21;DGAT1;DLG4;DNAJA1;DNAJB1"
"HALLMARK_COMPLEMENT",0.0955223880597015,0.214460784313726,0.175204047558551,0.419937083528642,1.3151147288779,131,"ADAM9;ADRA2B;AKAP10;ANG;ANXA5;APOBEC3F;ATOX1;BRPF3;C1R;C1S;C2;CALM1;CALM3;CASP10;CASP3;CASP4;CASP7;CASP9;CBLB;CD46;CD55;CD59;CDK5R1;CEBPB;CLU;COL4A2;CP;CPQ;CSRP1;CTSB;CTSC;CTSD;CTSH;CTSL;CTSO;CTSV;DGKH;DOCK10;DOCK4;DOCK9;DPP4;DUSP5;DUSP6;DYRK2"
"HALLMARK_ESTROGEN_RESPONSE_LATE",0.0998552821997106,0.214460784313726,0.16823816568964,0.40087778346369,1.28856823193899,162,"ABCA3;ABHD2;ACOX2;ADD3;AFF1;AGR2;ALDH3A2;ALDH3B1;AMFR;ANXA9;ARL3;ASS1;ATP2B4;BAG1;BCL2;BLVRB;BTG3;CA12;CACNA2D2;CCND1;CD9;CDC20;CDC6;CDH1;CELSR2;CHPT1;CISH;CKB"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.102941176470588,0.214460784313726,0.176694268938498,0.453750897609827,1.33925957534355,90,"ACACA;ACTR2;ACTR3;AKT1;AKT1S1;AP2M1;ARF1;ARHGDIA;ARPC3;ATF1;CAB39;CAB39L;CALR;CDK1;CDK2;CDK4;CDKN1A;CDKN1B;CFL1"
"HALLMARK_MTORC1_SIGNALING",0.116642958748222,0.233285917496444,0.153158808683073,0.378699856778807,1.23841204187907,196,"ABCF2;ACACA;ACLY;ACSL3;ACTR2;ACTR3;ADD3;ADIPOR2;AK4;ALDOA;ARPC5L;ASNS;ATP2A2;ATP5MC1;ATP6V1D;AURKA;BCAT1;BHLHE40;BTG2;BUB1;CACYBP;CALR;CANX;CCNF;CCNG1;CCT6A;CD9;CDC25A;CDKN1A;CFP;COPS5;CORO1A;CTH;CTSC;CXCR4;CYB5B;CYP51A1;DDIT3;DDIT4;DDX39A;DHCR24;DHCR7;DHFR"
"HALLMARK_DNA_REPAIR",0.128467153284672,0.235415709692237,0.147331213699377,0.39347167084504,1.24719275578531,147,"AAAS;ADA;ADCY6;ADRM1;AGO4;AK1;AK3;ALYREF;APRT;ARL6IP1;BCAM;BCAP31;BOLA2;BRF2"
"HALLMARK_P53_PATHWAY",0.123595505617978,0.235415709692237,0.147331213699377,0.382330171056609,1.24663705462885,181,"ABAT;ABCC5;ABHD4;ACVR1B;ADA;AEN;AK1;ALOX15B;ANKRA2;APAF1;APP;ATF3;BAIAP2;BAK1;BAX;BLCAP;BTG1;BTG2;CCND3;CCNG1;CCNK;CCP110;CD81;CD82;CDK5R1;CDKN1A;CDKN2A;CDKN2AIP;CDKN2B;CEBPA"
"HALLMARK_PROTEIN_SECRETION",0.131832797427653,0.235415709692237,0.153158808683073,0.432697759765191,1.28293491868514,93,"ABCA1;ADAM10;ANP32E;AP1G1;AP2B1;AP2M1;AP2S1;AP3B1;AP3S1;ARCN1;ARF1;ARFGAP3;ARFGEF1;ARFGEF2;ARFIP1;ATP1A1;ATP6V1H;ATP7A;BET1;BNIP3;CAV2;CD63;CLCN3;CLN5;CLTA;CLTC;COG2;COPB1;COPB2;COPE"
"HALLMARK_PANCREAS_BETA_CELLS",0.153119092627599,0.263998435564826,0.154190966581424,0.571165747400037,1.29194568350372,17,"ABCC8"
"HALLMARK_HEDGEHOG_SIGNALING",0.194594594594595,0.304710410557185,0.131457611642763,0.495561804940205,1.22254591798287,29,"ACHE;ADGRG1;AMOT;CDK5R1;CDK6;CELSR1"
"HALLMARK_IL2_STAT5_SIGNALING",0.195014662756598,0.304710410557185,0.116739204791222,0.369246646252506,1.17090519122733,145,"AGER;AHCY;AHNAK;AHR;ALCAM;AMACR;ANXA4;APLP1;ARL4A;BATF3;BCL2;BCL2L1;BHLHE40;BMPR2;CAPG;CAPN3;CASP3;CCND3;CCNE1;CD81;CD83;CD86;CDC42SE2;CDC6;CDCP1;CDKN1C;CISH;CKAP4"
"HALLMARK_KRAS_SIGNALING_UP",0.193740685543964,0.304710410557185,0.118287526124085,0.377371442923634,1.17532051217383,120,"ADAM17;ADAM8;ADGRA2;AKAP12;AKT2;ALDH1A2;ALDH1A3;AMMECR1;ANKH;APOD;ARG1;ATG10;AVL9;BIRC3;BPGM;BTBD3;BTC;CAB39L;CBL;CBR4;CBX8;CCSER2;CDADC1"
"HALLMARK_G2M_CHECKPOINT",0.279661016949153,0.423728813559322,0.0919686140000427,0.330415739125243,1.08236655386049,197,"ABL1;AMD1;ARID4A;ATF5;ATRX;AURKA;AURKB;BARD1;BCL3;BIRC5;BRCA2;BUB1;BUB3;CASP8AP2;CBX1;CCNA2;CCNB2;CCND1;CCNF;CCNT1;CDC20;CDC25A;CDC25B;CDC27;CDC45;CDC6;CDC7;CDK1;CDK4;CDKN1B;CDKN2C;CDKN3;CENPA;CENPE;CENPF;CHAF1A;CHEK1;CHMP1A;CKS1B;CKS2;CTCF;CUL1;CUL3;CUL4A;CUL5;DBF4;DDX39A;DKC1;DMD;DR1;DTYMK;E2F1;E2F2;E2F3;E2F4;EFNA5;EGF"
"HALLMARK_HYPOXIA",0.306034482758621,0.437192118226601,0.0878312634480124,0.331480435000352,1.0677360962836,163,"ACKR3;ADM;ADORA2B;AK4;AKAP12;ALDOA;ALDOC;ANKZF1;ANXA2;ATF3;ATP7A;B3GALT6;BCL2;BGN;BHLHE40;BNIP3L;BTG1;CA12;CASP6;CAVIN1;CCN1;CCNG2;CDKN1A;CDKN1B;CDKN1C;CHST2;CHST3;CITED2"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.302120141342756,0.437192118226601,0.100633389423036,0.42632841387555,1.11255431703352,36,"ADAM17;AXIN1;AXIN2;CSNK1E;CTNNB1;CUL1;DLL1;DVL2;FRAT1;FZD1;FZD8;GNAI1;HDAC11;HDAC2;HDAC5;HEY1;HEY2"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.332752613240418,0.458986683476479,0.0940503465727813,0.396003803546103,1.0636980073403,44,"ABCC1;ATOX1;CAT;CDKN2D"
