"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000099282",4518.2562483063,0.0653196171626843,0.0346026656170556,0.0183167076508191,0.109447857406403
"ENSG00000099284",3361.5457792637,0.00261625565772643,0.0333754102129624,0.922853163557478,0.966718213379223
"ENSG00000099290",3881.76357575867,0.0956439845260523,0.0322955440329568,0.000335082288330015,0.00746020628435352
"ENSG00000099308",1917.03086255939,0.0340320465707355,0.0400073118400661,0.241432877218251,0.486935852959447
"ENSG00000099326",1299.87846943388,-0.0505012587143272,0.0422355836757692,0.0887390557153408,0.282568616429633
"ENSG00000099330",837.078621031516,-0.0272172157519973,0.0451444008712016,0.349702997763638,0.597960819326642
"ENSG00000099331",3554.80718334438,0.0265129211228583,0.035807278301828,0.34292968223666,0.59027586916649
"ENSG00000099338",36.1576172833266,-0.00358220010357803,0.0647216927292266,0.779894083578517,NA
"ENSG00000099341",14003.1824362363,-0.054632609437492,0.0324884478271174,0.0407987461059404,0.178097814296461
"ENSG00000099364",1211.23147809626,-0.0129207796282511,0.0414116159673571,0.655656407868163,0.829215219165307
"ENSG00000099377",782.488128865483,0.0374077959206182,0.0481645130714727,0.198133817645954,0.439772247239857
"ENSG00000099381",2781.84988761432,-0.00821524439937533,0.0329648435456994,0.759599581771528,0.887789656118801
"ENSG00000099385",2573.70631909129,-0.0465320898020221,0.0427451392444584,0.116330101222447,0.32567733483963
"ENSG00000099617",60.8965306628117,0.00896377353284414,0.0627317857962852,0.580513378733465,NA
"ENSG00000099622",10598.2391269443,-0.0516900609525916,0.0394539311994968,0.0765361059186709,0.259255938125877
"ENSG00000099624",16100.5298588825,-0.0804289341638785,0.0386064886468579,0.00606528639990196,0.0552575506575168
"ENSG00000099625",150.006006294711,0.00367003701128582,0.0580508401657336,0.858884882743632,NA
"ENSG00000099715",56.7205309587585,0.0361399630015984,0.0802023855767937,0.0420507611897564,NA
"ENSG00000099725",12.4849974612032,0.0035777256731583,0.0688418400989407,0.633867455845762,NA
"ENSG00000099783",38150.1191207273,-0.0530177665484679,0.0213674760075462,0.00712642604802929,0.0619334429612074
"ENSG00000099785",2439.13901450921,-0.0725713376410799,0.0419473213616708,0.0159803203834031,0.101149853496575
"ENSG00000099795",7050.6167205958,-0.133889267122456,0.0440300914793374,2.53065529356124e-05,0.00106375460158306
"ENSG00000099797",8238.06793416463,-0.0511265632165817,0.0331915085104914,0.058512895010983,0.221575613212025
"ENSG00000099800",12819.9992754361,-0.0531380125742947,0.0340931953608781,0.0526671552426357,0.20805055120703
"ENSG00000099804",3340.44544198037,-0.0235405652360777,0.034359451811288,0.390819767774256,0.638387818718429
"ENSG00000099810",4169.68466634195,0.0122952183831364,0.0319392249957825,0.641299510245346,0.820525027106864
"ENSG00000099814",6100.79920916306,-0.0137314509307411,0.0339047051252959,0.614162010488429,0.80500623744131
"ENSG00000099817",22297.0618063837,-0.0346395658564977,0.0275559776790787,0.149271428992908,0.372883523381838
"ENSG00000099821",5650.57431958555,-0.0554494198168848,0.0289062588910922,0.0254401623476421,0.132965457262976
"ENSG00000099822",816.92979288267,-0.0392030374320275,0.0467972575081967,0.181741118054121,0.417429441404053
"ENSG00000099840",76.4463509907686,0.0205018538642318,0.0652764506220901,0.244709799701647,NA
"ENSG00000099849",2037.30722401347,-0.0632646634135533,0.037857398788109,0.028488483064429,0.142928163650894
"ENSG00000099860",292.124907944938,-0.0274347394289605,0.0586288613090532,0.246548112997925,NA
"ENSG00000099864",70.6672568092548,0.0139556149487873,0.0637915147036656,0.399023103810938,NA
"ENSG00000099866",62.859737014634,0.0188257825932806,0.0659326474729062,0.255311366771588,NA
"ENSG00000099875",12152.9356200742,-0.00608548420909197,0.0256285269656814,0.789546896687724,0.90443992679285
"ENSG00000099889",1293.25284994776,-0.00385268405864963,0.0413731983376998,0.894054480927608,0.953523817972067
"ENSG00000099899",2146.55776880568,-0.0170864827562595,0.0385591892022104,0.550745310632202,0.761857093745794
"ENSG00000099901",15889.7653311304,-0.0847564790655823,0.032601212007805,0.00157188277054171,0.0220814035134033
"ENSG00000099904",733.59795303464,-0.0133754530081146,0.0467932525331484,0.638409719131524,0.819894564740799
"ENSG00000099910",1295.82422740504,-0.00919047145060055,0.0405250669114771,0.750372972313944,0.883924864126548
"ENSG00000099917",2013.83816602962,-0.0323281620351319,0.0359894728855783,0.248979079878491,0.495002783534903
"ENSG00000099937",36.1487089882196,0.0105500505581956,0.0656791115186277,0.438250234388069,NA
"ENSG00000099940",4971.77160748907,0.0372661991793956,0.031506154708668,0.155036067480985,0.381816165046778
"ENSG00000099942",6572.60615251938,-0.0273935800773258,0.0296826298436134,0.278060699252836,0.52519896474074
"ENSG00000099949",2246.03262318059,-0.0433613489147704,0.0372468680951189,0.128244662071075,0.343967116507054
"ENSG00000099953",394.540814206048,-0.0167917807671947,0.0511970849149134,0.531967918662919,0.749889990737953
"ENSG00000099954",111.007588089482,0.0328712580250826,0.0667298317250334,0.119395805508279,NA
"ENSG00000099956",5098.88417419887,-0.0627093273760339,0.0343079860729988,0.0228425533484874,0.124674743809998
"ENSG00000099958",219.539555122362,-0.00411196756124691,0.0552366713715527,0.860603240718295,NA
"ENSG00000099968",5550.1303391317,0.0479300447248612,0.0296156873972061,0.0573677031956669,0.219041922109097
"ENSG00000099974",207.836722158032,0.00496438441608639,0.0553850199730815,0.831365433415064,NA
"ENSG00000099977",11712.0465966274,-0.0340988371731017,0.0313008841197592,0.191440155824315,0.431781432869135
"ENSG00000099991",4400.48717581791,0.0259818686823629,0.0318824067214511,0.324604813819986,0.573886640357151
"ENSG00000099992",1088.52555280476,0.00758634535940582,0.04182134534515,0.793344390015921,0.905835382706171
"ENSG00000099994",170.32826308263,0.00482063973628054,0.0566891816205023,0.827203575914856,NA
"ENSG00000099995",11903.4657600986,-0.0054200225839269,0.0271952954215348,0.819899164654394,0.919851834871434
"ENSG00000099999",675.793987343002,-0.0338266703169699,0.0484539626659429,0.240448681443613,0.485941116554041
"ENSG00000100003",1118.22866808161,-0.155923192591246,0.0639746209401209,3.96605847467387e-05,0.00151503433732542
"ENSG00000100014",11333.9041089705,0.0654334032546074,0.0271942009416232,0.00589891692322745,0.0543747523291978
"ENSG00000100023",3453.37366047544,0.00946145365536263,0.0313504474660359,0.717074244764811,0.863865152510442
"ENSG00000100024",48.5141393552003,-0.0112600169742271,0.0642118667019592,0.462151426541073,NA
