gene_id,symbol,log2FoldChange,padj,Sig
ENSG00000104549,SQLE,0.126383239,0.000160089,NS
ENSG00000104611,SH2D4A,-0.006690085,0.911172193,NS
ENSG00000104613,INTS10,-0.001575173,0.977630631,NS
ENSG00000104626,ERI1,0.004156573,0.948675007,NS
ENSG00000104635,SLC39A14,0.023067475,0.579595275,NS
ENSG00000104643,MTMR9,-0.018378501,0.727728844,NS
ENSG00000104660,LEPROTL1,0.019067612,0.708097523,NS
ENSG00000104671,DCTN6,-0.013047249,0.811627943,NS
ENSG00000104679,R3HCC1,-0.056346707,0.174962625,NS
ENSG00000104687,GSR,-0.008091189,0.867355899,NS
ENSG00000104689,TNFRSF10A,-0.020285179,0.676502226,NS
ENSG00000104691,UBXN8,0.0099245,0.865777781,NS
ENSG00000104695,PPP2CB,-0.036189295,0.367666212,NS
ENSG00000104714,ERICH1,0.007841157,0.90236048,NS
ENSG00000104723,TUSC3,-0.032150827,0.486935853,NS
ENSG00000104728,ARHGEF10,0.128067893,0.006856697,NS
ENSG00000104731,KLHDC4,-0.052274113,0.242769098,NS
ENSG00000104738,MCM4,0.001220444,0.98223536,NS
ENSG00000104756,KCTD9,-0.017594147,0.723436536,NS
ENSG00000104760,FGL1,-0.019223557,NA,NS
ENSG00000104763,ASAH1,0.005642171,0.910425301,NS
ENSG00000104765,BNIP3L,0.088828263,0.007822872,NS
ENSG00000104774,MAN2B1,-0.023188774,0.583780403,NS
ENSG00000104805,NUCB1,-0.012222089,0.825765627,NS
ENSG00000104808,DHDH,0.003940284,NA,NS
ENSG00000104812,GYS1,0.021902805,0.640425548,NS
ENSG00000104814,MAP4K1,0.006651246,NA,NS
ENSG00000104823,ECH1,-0.0245804,0.589370706,NS
ENSG00000104824,HNRNPL,-0.062010705,0.04186993,NS
ENSG00000104825,NFKBIB,-0.037413377,0.445025143,NS
ENSG00000104833,TUBB4A,0.036976312,0.415670509,NS
ENSG00000104835,SARS2,-0.03979063,0.407423376,NS
ENSG00000104852,SNRNP70,-0.068771617,0.05540679,NS
ENSG00000104853,CLPTM1,0.011393169,NA,NS
ENSG00000104856,RELB,0.008339213,NA,NS
ENSG00000104859,CLASRP,-0.027303541,0.59217326,NS
ENSG00000104863,LIN7B,-0.133480938,0.012704478,NS
ENSG00000104866,PPP1R37,-0.039429649,0.414633771,NS
ENSG00000104870,FCGRT,-0.002111442,NA,NS
ENSG00000104872,PIH1D1,-0.090703479,0.018967138,NS
ENSG00000104880,ARHGEF18,-0.022489487,0.659996321,NS
ENSG00000104881,PPP1R13L,-0.005221816,NA,NS
ENSG00000104883,PEX11G,-0.016026448,0.768021171,NS
ENSG00000104884,ERCC2,0.024231601,0.646265805,NS
ENSG00000104885,DOT1L,0.004965786,0.935723537,NS
ENSG00000104886,PLEKHJ1,-0.086935928,0.029085735,NS
ENSG00000104889,RNASEH2A,-0.137945679,0.000330517,NS
ENSG00000104892,KLC3,0.000647059,NA,NS
ENSG00000104897,SF3A2,-0.032074527,0.428019145,NS
ENSG00000104899,AMH,0.006657548,NA,NS
ENSG00000104901,DKKL1,0.007492978,NA,NS
ENSG00000104904,OAZ1,-0.080799636,0.046365932,NS
ENSG00000104907,TRMT1,-0.046573662,0.31740574,NS
ENSG00000104915,STX10,-0.025662845,0.617617397,NS
ENSG00000104936,DMPK,-0.033447788,NA,NS
ENSG00000104946,TBC1D17,0.0189909,0.725356627,NS
ENSG00000104951,IL4I1,-0.027054178,NA,NS
ENSG00000104953,TLE6,-0.036463867,0.452652231,NS
ENSG00000104957,YJU2B,-0.054842536,0.241892098,NS
ENSG00000104960,PTOV1,-0.014240915,0.777641899,NS
ENSG00000104964,TLE5,-0.044984895,0.249297659,NS
ENSG00000104969,SGTA,-0.039969819,0.285773694,NS
ENSG00000104973,MED25,-0.014128194,0.799466393,NS
ENSG00000104976,SNAPC2,-0.04588541,0.318671737,NS
ENSG00000104979,C19orf53,-0.06868113,0.102190344,NS
ENSG00000104980,TIMM44,-0.064573725,0.085092432,NS
ENSG00000104983,CCDC61,-0.018989778,NA,NS
ENSG00000104998,IL27RA,0.004151379,NA,NS
ENSG00000105011,ASF1B,-0.059514319,0.106318213,NS
ENSG00000105048,TNNT1,0.003998407,NA,NS
ENSG00000105053,VRK3,-0.049505338,0.29132825,NS
ENSG00000105058,FAM32A,-0.0326658,0.480718557,NS
ENSG00000105063,PPP6R1,-0.033001911,0.421970851,NS
ENSG00000105072,C19orf44,-0.000878254,0.989725143,NS
ENSG00000105085,MED26,0.004924616,0.941692894,NS
ENSG00000105088,OLFM2,-0.01984656,NA,NS
ENSG00000105127,AKAP8,-0.005329507,0.933797547,NS
ENSG00000105135,ILVBL,-0.046393828,0.277506138,NS
ENSG00000105136,ZNF419,-0.049976484,0.290482954,NS
ENSG00000105137,SYDE1,0.007818523,NA,NS
ENSG00000105146,AURKC,0.006465169,NA,NS
ENSG00000105171,POP4,-0.056043238,0.182626845,NS
ENSG00000105173,CCNE1,-0.008277389,0.891662522,NS
ENSG00000105176,URI1,0.034694852,0.360734571,NS
ENSG00000105185,PDCD5,-0.062296678,0.148034838,NS
ENSG00000105186,ANKRD27,0.046446376,0.284676696,NS
ENSG00000105193,RPS16,-0.082834536,0.0422515,NS
ENSG00000105197,TIMM50,-0.05827085,0.14024565,NS
ENSG00000105202,FBL,-0.040222154,0.357364628,NS
ENSG00000105204,DYRK1B,-0.005435309,0.935930692,NS
ENSG00000105220,GPI,-0.025005235,0.478480848,NS
ENSG00000105221,AKT2,0.026049808,0.461479014,NS
ENSG00000105223,PLD3,0.034220182,0.39379816,NS
ENSG00000105229,PIAS4,-0.025877356,0.62086037,NS
ENSG00000105245,NUMBL,2.49E-05,0.999885158,NS
ENSG00000105248,YJU2,-0.093001072,0.036232674,NS
ENSG00000105254,TBCB,-0.099749906,0.009832194,NS
ENSG00000105255,FSD1,0.000977679,NA,NS
ENSG00000105258,POLR2I,-0.110472474,0.011913074,NS
ENSG00000105270,CLIP3,0.010366842,NA,NS
ENSG00000105281,SLC1A5,-0.104826798,0.000294795,NS
ENSG00000105287,PRKD2,-0.03439769,0.486007502,NS
ENSG00000105289,TJP3,0.022351106,NA,NS
ENSG00000105290,APLP1,-0.063705156,0.106743121,NS
ENSG00000105298,CACTIN,-0.042004849,0.357614003,NS
ENSG00000105321,CCDC9,-0.027751623,0.582595687,NS
ENSG00000105323,HNRNPUL1,-0.029151988,0.383304398,NS
ENSG00000105325,FZR1,-0.040519318,0.359031257,NS
ENSG00000105327,BBC3,-0.058394491,0.183605619,NS
ENSG00000105339,DENND3,0.026981265,NA,NS
ENSG00000105341,DMAC2,-0.013413559,0.818983805,NS
ENSG00000105355,PLIN3,-0.061176381,0.122255,NS
ENSG00000105357,MYH14,0.024216519,0.605706542,NS
ENSG00000105364,MRPL4,-0.074807709,0.046882417,NS
ENSG00000105372,RPS19,-0.080412215,0.054794019,NS
ENSG00000105373,NOP53,-0.03925395,0.379034787,NS
ENSG00000105376,ICAM5,-0.007374322,NA,NS
ENSG00000105379,ETFB,-0.088488595,0.025702414,NS
ENSG00000105383,CD33,0.003088321,NA,NS
ENSG00000105393,BABAM1,-0.047194361,0.285503594,NS
ENSG00000105397,TYK2,-0.024081634,0.629573099,NS
ENSG00000105401,CDC37,-0.086825979,0.019758304,NS
ENSG00000105402,NAPA,-0.023054432,0.593090823,NS
ENSG00000105404,RABAC1,-0.027374874,0.591007215,NS
ENSG00000105409,ATP1A3,0.006456789,NA,NS
ENSG00000105426,PTPRS,0.001520024,0.982183168,NS
ENSG00000105427,CNFN,-0.054297533,0.219041922,NS
ENSG00000105429,MEGF8,0.018043178,0.743785916,NS
ENSG00000105438,KDELR1,-0.062592459,0.101679099,NS
ENSG00000105443,CYTH2,-0.047044255,0.305654243,NS
ENSG00000105447,GRWD1,-0.035493137,0.390825705,NS
ENSG00000105464,GRIN2D,-0.007500216,NA,NS
ENSG00000105467,SYNGR4,0.005892264,NA,NS
ENSG00000105472,CLEC11A,-0.035634635,0.469851708,NS
ENSG00000105483,CARD8,-0.026033809,0.580196962,NS
ENSG00000105486,LIG1,-0.106114649,0.011338725,NS
ENSG00000105497,ZNF175,0.01029501,0.859430032,NS
ENSG00000105514,RAB3D,-0.006496457,0.911172193,NS
ENSG00000105516,DBP,0.031007529,0.529466424,NS
ENSG00000105518,TMEM205,-0.040027752,0.381616943,NS
ENSG00000105519,CAPS,-0.029158502,NA,NS
ENSG00000105520,PLPPR2,0.016005763,0.723661952,NS
ENSG00000105523,FAM83E,-0.002272506,NA,NS
ENSG00000105538,RASIP1,0.00040166,NA,NS
ENSG00000105550,FGF21,-0.011702568,NA,NS
ENSG00000105552,BCAT2,-0.022990208,0.661263334,NS
ENSG00000105556,MIER2,-0.099268527,0.028206583,NS
ENSG00000105568,PPP2R1A,-0.042007458,0.259836688,NS
ENSG00000105576,TNPO2,0.016898423,0.747617786,NS
ENSG00000105583,WDR83OS,-0.04899283,0.256742629,NS
ENSG00000105607,GCDH,-0.036615575,0.446854062,NS
ENSG00000105612,DNASE2,0.010297497,0.849320964,NS
ENSG00000105613,MAST1,0.038641501,NA,NS
ENSG00000105617,LENG1,-0.021354039,0.668779592,NS
ENSG00000105618,PRPF31,-0.049914452,0.237957854,NS
ENSG00000105619,TFPT,-0.080420581,0.080009783,NS
ENSG00000105639,JAK3,0.003118674,NA,NS
ENSG00000105640,RPL18A,-0.073611046,0.085558681,NS
ENSG00000105643,ARRDC2,0.02084949,0.702289081,NS
ENSG00000105647,PIK3R2,0.001912534,0.973169013,NS
ENSG00000105649,RAB3A,0.027398688,0.58928398,NS
ENSG00000105655,ISYNA1,0.010879752,0.858188344,NS
ENSG00000105656,ELL,-0.038651789,0.418796374,NS
ENSG00000105662,CRTC1,-0.006009438,0.92640012,NS
ENSG00000105669,COPE,-0.085320738,0.037371203,NS
ENSG00000105671,DDX49,-0.06863198,0.066047196,NS
ENSG00000105672,ETV2,0.001685131,NA,NS
ENSG00000105676,ARMC6,-0.01706699,0.729741314,NS
ENSG00000105677,TMEM147,-0.055989021,0.16945227,NS
ENSG00000105696,TMEM59L,-0.011736156,NA,NS
ENSG00000105698,USF2,-0.045575274,0.242700238,NS
ENSG00000105699,LSR,-0.05259221,0.182626845,NS
ENSG00000105700,KXD1,0.007352891,0.895975479,NS
ENSG00000105701,FKBP8,-0.06876657,0.062935296,NS
ENSG00000105705,SUGP1,-0.003520222,0.955430062,NS
ENSG00000105707,HPN,0.038501217,0.382389979,NS
ENSG00000105708,ZNF14,0.034219887,0.468457708,NS
ENSG00000105711,SCN1B,0.01153903,NA,NS
ENSG00000105717,PBX4,-0.010066169,NA,NS
ENSG00000105722,ERF,-0.05113188,0.259604644,NS
ENSG00000105723,GSK3A,-0.035312686,0.412454963,NS
ENSG00000105726,ATP13A1,0.008192534,0.879274744,NS
ENSG00000105732,ZNF574,0.010902405,0.858266736,NS
ENSG00000105737,GRIK5,0.002683202,NA,NS
ENSG00000105738,SIPA1L3,-0.014085959,0.807344586,NS
ENSG00000105750,ZNF85,0.016233521,0.780436063,NS
ENSG00000105755,ETHE1,-0.013373571,0.823026912,NS
ENSG00000105767,CADM4,-0.000506421,0.994792328,NS
ENSG00000105771,SMG9,-0.032822758,0.49557787,NS
ENSG00000105778,AVL9,0.149946076,3.83E-05,NS
ENSG00000105784,RUNDC3B,0.027886516,NA,NS
ENSG00000105792,CFAP69,0.021549516,NA,NS
ENSG00000105793,GTPBP10,0.015933996,0.756296472,NS
ENSG00000105808,RASA4,0.02391176,NA,NS
ENSG00000105810,CDK6,-0.005890265,0.928137693,NS
ENSG00000105819,PMPCB,-0.034522171,0.394598725,NS
ENSG00000105821,DNAJC2,-0.009773969,0.862304768,NS
ENSG00000105829,BET1,0.004366596,0.948675007,NS
ENSG00000105835,NAMPT,0.042958315,0.253653877,NS
ENSG00000105849,POLR1F,0.045665273,0.225967088,NS
ENSG00000105854,PON2,0.008628337,0.872062551,NS
ENSG00000105855,ITGB8,0.001708172,NA,NS
ENSG00000105856,HBP1,0.031823245,0.505626436,NS
ENSG00000105865,DUS4L,-0.058617264,0.208011056,NS
ENSG00000105866,SP4,0.043105601,0.362543059,NS
ENSG00000105875,WDR91,-0.003167605,0.962107072,NS
ENSG00000105877,DNAH11,-0.004016553,NA,NS
ENSG00000105879,CBLL1,-0.031777412,0.509541479,NS
ENSG00000105880,DLX5,-3.21E-05,NA,NS
ENSG00000105887,MTPN,0.038653518,0.299807112,NS
ENSG00000105926,PALS2,0.093078246,0.012734762,NS
ENSG00000105928,GSDME,-0.00730239,NA,NS
ENSG00000105939,ZC3HAV1,0.052447841,0.222854702,NS
ENSG00000105948,IFT56,-0.018195346,0.729681353,NS
ENSG00000105953,OGDH,0.089623626,0.003705818,NS
ENSG00000105963,ADAP1,-0.006891379,NA,NS
ENSG00000105968,H2AZ2,-0.022506785,0.599869354,NS
ENSG00000105971,CAV2,-0.001311608,NA,NS
ENSG00000105976,MET,0.015146309,NA,NS
ENSG00000105982,RNF32,-0.023569088,NA,NS
ENSG00000105983,LMBR1,0.058966779,0.165710166,NS
ENSG00000105991,HOXA1,-0.007848591,NA,NS
ENSG00000105993,DNAJB6,0.013730851,0.772357195,NS
ENSG00000105996,HOXA2,0.0051678,NA,NS
ENSG00000105997,HOXA3,-0.006607843,NA,NS
ENSG00000106003,LFNG,-0.024358695,NA,NS
ENSG00000106004,HOXA5,-0.004980318,NA,NS
ENSG00000106006,HOXA6,-0.019709146,NA,NS
ENSG00000106009,BRAT1,-0.042362427,0.275151586,NS
ENSG00000106012,IQCE,0.014916292,0.76453921,NS
ENSG00000106018,VIPR2,-0.04713925,0.319403663,NS
ENSG00000106025,TSPAN12,-0.00173615,NA,NS
ENSG00000106028,SSBP1,-0.033848885,0.458660319,NS
ENSG00000106049,HIBADH,0.047129656,0.227298747,NS
ENSG00000106052,TAX1BP1,-0.011700513,0.807672463,NS
ENSG00000106069,CHN2,-0.003253595,NA,NS
ENSG00000106070,GRB10,0.085466822,0.008646045,NS
ENSG00000106077,ABHD11,-0.03139003,0.510181264,NS
ENSG00000106078,COBL,0.084471123,0.045553523,NS
ENSG00000106080,FKBP14,0.040373446,0.403391325,NS
ENSG00000106086,PLEKHA8,0.012937282,0.828118426,NS
ENSG00000106089,STX1A,-0.004608479,NA,NS
ENSG00000106100,NOD1,0.016619622,NA,NS
ENSG00000106105,GARS1,-0.077111433,0.007890045,NS
ENSG00000106123,EPHB6,-0.001936202,NA,NS
ENSG00000106125,MINDY4,0.016939926,0.75773848,NS
ENSG00000106128,GHRHR,-0.004497443,NA,NS
ENSG00000106144,CASP2,0.010884399,0.848145985,NS
ENSG00000106153,CHCHD2,-0.078701431,0.049375458,NS
ENSG00000106211,HSPB1,-0.048541844,0.194953899,NS
ENSG00000106236,NPTX2,-0.002262202,0.968746607,NS
ENSG00000106244,PDAP1,-0.042649503,0.288870889,NS
ENSG00000106245,BUD31,-0.058984521,0.15888988,NS
ENSG00000106246,PTCD1,0.033430024,0.456633636,NS
ENSG00000106258,CYP3A5,0.014720896,NA,NS
ENSG00000106261,ZKSCAN1,0.070240813,0.099808019,NS
ENSG00000106263,EIF3B,0.023372018,0.557828853,NS
ENSG00000106266,SNX8,0.030795621,0.527043168,NS
ENSG00000106268,NUDT1,-0.062694264,0.162313451,NS
ENSG00000106290,TAF6,-0.043748116,0.285945793,NS
ENSG00000106299,WASL,0.041347378,0.366295844,NS
ENSG00000106305,AIMP2,-0.017738697,0.738811318,NS
ENSG00000106330,MOSPD3,0.017093244,0.764161839,NS
ENSG00000106333,PCOLCE,0.003196364,NA,NS
ENSG00000106336,FBXO24,-0.00872732,NA,NS
ENSG00000106344,RBM28,0.031770274,0.498232772,NS
ENSG00000106346,USP42,0.021499992,0.691071283,NS
ENSG00000106348,IMPDH1,-0.05240265,0.146741549,NS
ENSG00000106351,AGFG2,-0.049735453,0.275645327,NS
ENSG00000106355,LSM5,-0.029289005,0.524304988,NS
ENSG00000106367,AP1S1,-0.031715091,0.476108819,NS
ENSG00000106392,C1GALT1,0.05882167,0.200863883,NS
ENSG00000106397,PLOD3,0.021165495,0.665757621,NS
ENSG00000106399,RPA3,-0.05191393,0.252336407,NS
ENSG00000106400,ZNHIT1,-0.064825652,0.117343025,NS
ENSG00000106404,CLDN15,-0.027274362,NA,NS
ENSG00000106415,GLCCI1,-0.008586767,0.883924864,NS
ENSG00000106443,PHF14,0.009111199,0.859065179,NS
ENSG00000106459,NRF1,0.020940183,0.698470594,NS
ENSG00000106460,TMEM106B,-0.012701771,0.81474255,NS
ENSG00000106462,EZH2,-0.017993423,0.747642295,NS
ENSG00000106477,CEP41,-0.016453886,0.776885211,NS
ENSG00000106479,ZNF862,0.02465671,0.642890863,NS
ENSG00000106484,MEST,0.009819814,NA,NS
ENSG00000106524,ANKMY2,-0.010509354,0.863865153,NS
ENSG00000106526,ACTR3C,0.047352823,0.280560217,NS
ENSG00000106537,TSPAN13,0.025445674,0.46392624,NS
ENSG00000106538,RARRES2,-0.00674884,NA,NS
ENSG00000106541,AGR2,-0.072355814,0.099539372,NS
ENSG00000106546,AHR,0.030331123,0.540731455,NS
ENSG00000106554,CHCHD3,-0.004680626,0.940721594,NS
ENSG00000106560,GIMAP2,0.016423592,NA,NS
ENSG00000106571,GLI3,0.004182289,0.950609935,NS
ENSG00000106588,PSMA2,-0.042870985,0.302062067,NS
ENSG00000106591,MRPL32,-0.046242582,0.234881884,NS
ENSG00000106603,COA1,-0.035196413,0.44660392,NS
ENSG00000106605,BLVRA,-0.020020986,0.693372588,NS
ENSG00000106608,URGCP,0.034222589,0.433342174,NS
ENSG00000106609,TMEM248,0.013241774,0.793327268,NS
ENSG00000106615,RHEB,0.003862754,0.949281937,NS
ENSG00000106617,PRKAG2,0.030054504,0.547254301,NS
ENSG00000106628,POLD2,-0.037085544,0.350175335,NS
ENSG00000106635,BCL7B,-0.016672657,0.754159959,NS
ENSG00000106636,YKT6,0.000157618,0.998368771,NS
ENSG00000106638,TBL2,0.019861671,0.68031156,NS
ENSG00000106665,CLIP2,0.011630804,NA,NS
ENSG00000106682,EIF4H,-0.008447635,0.840022644,NS
ENSG00000106683,LIMK1,0.006863328,0.906856292,NS
ENSG00000106686,SPATA6L,0.009344691,NA,NS
ENSG00000106688,SLC1A1,0.062556159,0.174962625,NS
ENSG00000106689,LHX2,-0.013477749,0.809521731,NS
ENSG00000106692,FKTN,0.079395732,0.053552385,NS
ENSG00000106701,FSD1L,0.046702153,0.289173868,NS
ENSG00000106714,CNTNAP3,-0.041555914,0.353107575,NS
ENSG00000106723,SPIN1,0.030078212,0.496876918,NS
ENSG00000106733,NMRK1,0.008052762,0.897299596,NS
ENSG00000106771,TMEM245,0.073255423,0.058434039,NS
ENSG00000106772,PRUNE2,0.141530755,0.007028255,NS
ENSG00000106780,MEGF9,-0.003153688,0.962107072,NS
ENSG00000106785,TRIM14,0.011545428,0.82661256,NS
ENSG00000106789,CORO2A,0.011215993,0.844270624,NS
ENSG00000106799,TGFBR1,0.021679264,0.687723719,NS
ENSG00000106803,SEC61B,-0.068936505,0.109107045,NS
ENSG00000106804,C5,-0.001453169,NA,NS
ENSG00000106829,TLE4,-0.010823296,NA,NS
ENSG00000106853,PTGR1,-0.08676984,0.01284649,NS
ENSG00000106927,AMBP,0.002898895,NA,NS
ENSG00000106948,AKNA,0.008448007,NA,NS
ENSG00000106976,DNM1,0.015944794,NA,NS
ENSG00000106992,AK1,-0.090643614,0.028858143,NS
ENSG00000106993,CDC37L1,0.027623991,0.588756514,NS
ENSG00000107018,RLN1,0.002710071,NA,NS
ENSG00000107020,PLGRKT,0.004054622,0.951091685,NS
ENSG00000107021,TBC1D13,0.019286857,0.701093602,NS
ENSG00000107036,RIC1,0.092260779,0.038515205,NS
ENSG00000107077,KDM4C,0.052622048,0.258982617,NS
ENSG00000107099,DOCK8,-0.022029064,NA,NS
ENSG00000107104,KANK1,0.016303579,0.776697161,NS
ENSG00000107105,ELAVL2,-0.016974312,0.756854128,NS
ENSG00000107130,NCS1,-0.027475589,0.524477103,NS
ENSG00000107140,TESK1,-0.018497576,0.740198214,NS
ENSG00000107147,KCNT1,-0.002843176,NA,NS
ENSG00000107164,FUBP3,0.024916464,0.607768693,NS
ENSG00000107165,TYRP1,0.001089701,NA,NS
ENSG00000107175,CREB3,-0.007916837,0.897023001,NS
ENSG00000107185,RGP1,0.006330907,0.908998711,NS
ENSG00000107186,MPDZ,0.047888655,0.312818557,NS
ENSG00000107201,RIGI,0.002456486,NA,NS
ENSG00000107223,EDF1,-0.114284046,0.002662936,NS
ENSG00000107262,BAG1,0.021477944,0.642890863,NS
ENSG00000107263,RAPGEF1,0.055206306,0.161616809,NS
ENSG00000107281,NPDC1,-0.028890036,0.50612317,NS
ENSG00000107282,APBA1,0.007066425,NA,NS
ENSG00000107290,SETX,0.124150196,0.003593497,NS
ENSG00000107295,SH3GL2,-0.005667607,NA,NS
ENSG00000107331,ABCA2,0.071457118,0.072349578,NS
ENSG00000107338,SHB,-0.00374916,0.95414208,NS
ENSG00000107341,UBE2R2,-0.044861275,0.238131023,NS
ENSG00000107362,ABHD17B,0.020861848,0.702531022,NS
ENSG00000107371,EXOSC3,-0.09447462,0.014235769,NS
ENSG00000107372,ZFAND5,0.056935129,0.117906773,NS
ENSG00000107404,DVL1,-0.035126887,0.37644204,NS
ENSG00000107438,PDLIM1,-0.017276951,0.755768903,NS
ENSG00000107518,ATRNL1,-0.022961745,NA,NS
ENSG00000107521,HPS1,0.082522391,0.056562988,NS
ENSG00000107537,PHYH,0.04877718,0.248110865,NS
ENSG00000107551,RASSF4,0.014014844,NA,NS
ENSG00000107554,DNMBP,0.074629112,0.10444053,NS
ENSG00000107560,RAB11FIP2,0.052853375,0.261458299,NS
ENSG00000107566,ERLIN1,0.041943413,0.366519899,NS
ENSG00000107581,EIF3A,0.079227427,0.012733022,NS
ENSG00000107614,TRDMT1,0.062734123,0.163150965,NS
ENSG00000107625,DDX50,0.016929365,0.738541013,NS
ENSG00000107643,MAPK8,0.043287092,0.330956046,NS
ENSG00000107651,SEC23IP,0.039688368,0.355874525,NS
ENSG00000107669,ATE1,0.033042273,0.484813066,NS
ENSG00000107672,NSMCE4A,-0.006926946,0.914603094,NS
ENSG00000107679,PLEKHA1,0.094307958,0.028680899,NS
ENSG00000107719,PALD1,0.010908859,NA,NS
ENSG00000107731,UNC5B,-0.003296545,NA,NS
ENSG00000107736,CDH23,-0.001079015,NA,NS
ENSG00000107738,VSIR,0.004431287,NA,NS
ENSG00000107742,SPOCK2,0.020449722,NA,NS
ENSG00000107745,MICU1,0.083482571,0.031376251,NS
ENSG00000107758,PPP3CB,0.003722794,0.952679416,NS
ENSG00000107771,CCSER2,0.08420743,0.067557516,NS
ENSG00000107779,BMPR1A,-0.004267617,0.949281937,NS
ENSG00000107789,MINPP1,0.009921087,0.869282955,NS
ENSG00000107796,ACTA2,-0.00977789,NA,NS
ENSG00000107798,LIPA,0.042285351,0.311312473,NS
ENSG00000107815,TWNK,0.028098061,0.568773051,NS
ENSG00000107816,LZTS2,0.003719914,0.954738765,NS
ENSG00000107819,SFXN3,0.067077603,0.135316287,NS
ENSG00000107821,KAZALD1,-0.030297039,0.547254301,NS
ENSG00000107829,FBXW4,-0.040554143,0.372800563,NS
ENSG00000107833,NPM3,-0.07866167,0.054119362,NS
ENSG00000107854,TNKS2,0.115069092,0.007742225,NS
ENSG00000107862,GBF1,0.05255116,0.216095435,NS
ENSG00000107863,ARHGAP21,0.091578927,0.035210087,NS
ENSG00000107864,CPEB3,0.026868143,0.592599037,NS
ENSG00000107872,FBXL15,-0.042103019,0.377946539,NS
ENSG00000107874,CUEDC2,-0.044179256,0.308364649,NS
ENSG00000107882,SUFU,0.022932978,0.660750271,NS
ENSG00000107890,ANKRD26,-0.01847155,0.745336462,NS
ENSG00000107897,ACBD5,0.083528418,0.050237253,NS
ENSG00000107902,LHPP,-0.028760642,NA,NS
ENSG00000107929,LARP4B,0.06831158,0.067513451,NS
ENSG00000107937,GTPBP4,0.01890699,0.645061223,NS
ENSG00000107938,EDRF1,0.084643127,0.057103989,NS
ENSG00000107949,BCCIP,-0.002159671,0.968278814,NS
ENSG00000107951,MTPAP,0.032467354,0.508879983,NS
ENSG00000107954,NEURL1,0.000944312,NA,NS
ENSG00000107957,SH3PXD2A,0.051095054,NA,NS
ENSG00000107959,PITRM1,0.033669381,0.388161336,NS
ENSG00000107960,STN1,0.046422606,0.32954909,NS
ENSG00000107968,MAP3K8,0.068235806,0.129152087,NS
ENSG00000108001,EBF3,0.0365087,NA,NS
ENSG00000108010,GLRX3,-0.010191037,0.847704215,NS
ENSG00000108021,TASOR2,0.084811783,0.056127985,NS
ENSG00000108039,XPNPEP1,-0.025175525,0.568773051,NS
ENSG00000108055,SMC3,0.014216654,0.785093933,NS
ENSG00000108061,SHOC2,0.032906469,0.465423824,NS
ENSG00000108064,TFAM,0.020009679,0.645941536,NS
ENSG00000108091,CCDC6,0.022496769,0.634721151,NS
ENSG00000108094,CUL2,0.018188238,0.695483524,NS
ENSG00000108100,CCNY,0.0133546,0.789214828,NS
ENSG00000108106,UBE2S,-0.136283411,5.10E-05,NS
ENSG00000108107,RPL28,-0.122662463,0.001317431,NS
ENSG00000108175,ZMIZ1,0.05398074,0.177145653,NS
ENSG00000108176,DNAJC12,0.006193474,0.921394823,NS
ENSG00000108179,PPIF,0.025995843,0.487095316,NS
ENSG00000108187,PBLD,-0.008272832,NA,NS
ENSG00000108219,TSPAN14,0.017526964,0.697137281,NS
ENSG00000108239,TBC1D12,0.040926517,0.393926922,NS
ENSG00000108256,NUFIP2,0.109172893,0.00221549,NS
ENSG00000108262,GIT1,1.64E-05,0.999885158,NS
ENSG00000108298,RPL19,-0.048070158,0.254608436,NS
ENSG00000108306,FBXL20,0.034033864,0.484759941,NS
ENSG00000108309,RUNDC3A,-0.00680725,NA,NS
ENSG00000108312,UBTF,-0.004400363,0.938521633,NS
ENSG00000108344,PSMD3,-0.025046606,0.498232772,NS
ENSG00000108349,CASC3,0.045298778,0.226077198,NS
ENSG00000108352,RAPGEFL1,0.018914914,0.715621167,NS
ENSG00000108370,RGS9,-0.02134582,0.686241884,NS
ENSG00000108375,RNF43,0.061731359,0.182626845,NS
ENSG00000108379,WNT3,-0.006464057,NA,NS
ENSG00000108384,RAD51C,-0.052496344,0.205056768,NS
ENSG00000108387,SEPTIN4,0.004518665,NA,NS
ENSG00000108389,MTMR4,0.068446604,0.095817541,NS
ENSG00000108395,TRIM37,0.090052738,0.012140537,NS
ENSG00000108406,DHX40,0.024245938,0.57714286,NS
ENSG00000108423,TUBD1,-0.001571066,0.981922259,NS
ENSG00000108424,KPNB1,-0.011874931,0.793529461,NS
ENSG00000108433,GOSR2,0.058915627,0.173627729,NS
ENSG00000108439,PNPO,-0.002206582,0.967509158,NS
ENSG00000108443,RPS6KB1,0.037243977,0.390279307,NS
ENSG00000108448,TRIM16L,-0.003038457,NA,NS
ENSG00000108465,CDK5RAP3,-0.053695378,0.18528682,NS
ENSG00000108468,CBX1,-0.041789507,0.191717533,NS
ENSG00000108469,RECQL5,-0.032756366,0.50612317,NS
ENSG00000108474,PIGL,-0.026784299,0.588318121,NS
ENSG00000108479,GALK1,-0.015595165,0.789214828,NS
ENSG00000108506,INTS2,0.034607967,0.484023121,NS
ENSG00000108509,CAMTA2,-0.015237801,0.777254624,NS
ENSG00000108510,MED13,0.084037468,0.051504777,NS
ENSG00000108511,HOXB6,0.0077608,NA,NS
ENSG00000108515,ENO3,0.002161577,NA,NS
ENSG00000108518,PFN1,-0.094498432,0.014819806,NS
ENSG00000108523,RNF167,-0.022096862,0.622131432,NS
