FILE_NAME,FILE_TEXT,MS_FILE,INLET_FILE,SAMPLE_LOCATION,ID,INJ_VOL,Index,Job,User,1536loc,384loc,384plate
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_A25_3_A1,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_A25_3_A1,2min melodie,2m melodie,"6:A,1",ID_A25,0.2,A25,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,A25,A1,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_A26_3_A2,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_A26_3_A2,2min melodie,2m melodie,"6:A,2",ID_A26,0.2,A26,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,A26,A2,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_A27_3_A3,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_A27_3_A3,2min melodie,2m melodie,"6:A,3",ID_A27,0.2,A27,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,A27,A3,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_A28_3_A4,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_A28_3_A4,2min melodie,2m melodie,"6:A,4",ID_A28,0.2,A28,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,A28,A4,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_A29_3_A5,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_A29_3_A5,2min melodie,2m melodie,"6:A,5",ID_A29,0.2,A29,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,A29,A5,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_A30_3_A6,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_A30_3_A6,2min melodie,2m melodie,"6:A,6",ID_A30,0.2,A30,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,A30,A6,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_A31_3_A7,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_A31_3_A7,2min melodie,2m melodie,"6:A,7",ID_A31,0.2,A31,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,A31,A7,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_A32_3_A8,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_A32_3_A8,2min melodie,2m melodie,"6:A,8",ID_A32,0.2,A32,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,A32,A8,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_A33_3_A9,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_A33_3_A9,2min melodie,2m melodie,"6:A,9",ID_A33,0.2,A33,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,A33,A9,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_A34_3_A10,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_A34_3_A10,2min melodie,2m melodie,"6:A,10",ID_A34,0.2,A34,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,A34,A10,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_A35_3_A11,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_A35_3_A11,2min melodie,2m melodie,"6:A,11",ID_A35,0.2,A35,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,A35,A11,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_A36_3_A12,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_A36_3_A12,2min melodie,2m melodie,"6:A,12",ID_A36,0.2,A36,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,A36,A12,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_A37_3_A13,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_A37_3_A13,2min melodie,2m melodie,"6:A,13",ID_A37,0.2,A37,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,A37,A13,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_A38_3_A14,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_A38_3_A14,2min melodie,2m melodie,"6:A,14",ID_A38,0.2,A38,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,A38,A14,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_A39_3_A15,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_A39_3_A15,2min melodie,2m melodie,"6:A,15",ID_A39,0.2,A39,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,A39,A15,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_A40_3_A16,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_A40_3_A16,2min melodie,2m melodie,"6:A,16",ID_A40,0.2,A40,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,A40,A16,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_A41_3_A17,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_A41_3_A17,2min melodie,2m melodie,"6:A,17",ID_A41,0.2,A41,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,A41,A17,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_A42_3_A18,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_A42_3_A18,2min melodie,2m melodie,"6:A,18",ID_A42,0.2,A42,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,A42,A18,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_A43_3_A19,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_A43_3_A19,2min melodie,2m melodie,"6:A,19",ID_A43,0.2,A43,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,A43,A19,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_A44_3_A20,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_A44_3_A20,2min melodie,2m melodie,"6:A,20",ID_A44,0.2,A44,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,A44,A20,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_A45_3_A21,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_A45_3_A21,2min melodie,2m melodie,"6:A,21",ID_A45,0.2,A45,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,A45,A21,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_A46_3_A22,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_A46_3_A22,2min melodie,2m melodie,"6:A,22",ID_A46,0.2,A46,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,A46,A22,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_A47_3_A23,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_A47_3_A23,2min melodie,2m melodie,"6:A,23",ID_A47,0.2,A47,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,A47,A23,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_A48_3_A24,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_A48_3_A24,2min melodie,2m melodie,"6:A,24",ID_A48,0.2,A48,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,A48,A24,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_C25_3_B1,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_C25_3_B1,2min melodie,2m melodie,"6:B,1",ID_C25,0.2,C25,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,C25,B1,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_C26_3_B2,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_C26_3_B2,2min melodie,2m melodie,"6:B,2",ID_C26,0.2,C26,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,C26,B2,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_C27_3_B3,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_C27_3_B3,2min melodie,2m melodie,"6:B,3",ID_C27,0.2,C27,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,C27,B3,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_C28_3_B4,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_C28_3_B4,2min melodie,2m melodie,"6:B,4",ID_C28,0.2,C28,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,C28,B4,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_C29_3_B5,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_C29_3_B5,2min melodie,2m melodie,"6:B,5",ID_C29,0.2,C29,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,C29,B5,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_C30_3_B6,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_C30_3_B6,2min melodie,2m melodie,"6:B,6",ID_C30,0.2,C30,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,C30,B6,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_C31_3_B7,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_C31_3_B7,2min melodie,2m melodie,"6:B,7",ID_C31,0.2,C31,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,C31,B7,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_C32_3_B8,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_C32_3_B8,2min melodie,2m melodie,"6:B,8",ID_C32,0.2,C32,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,C32,B8,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_C33_3_B9,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_C33_3_B9,2min melodie,2m melodie,"6:B,9",ID_C33,0.2,C33,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,C33,B9,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_C34_3_B10,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_C34_3_B10,2min melodie,2m melodie,"6:B,10",ID_C34,0.2,C34,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,C34,B10,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_C35_3_B11,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_C35_3_B11,2min melodie,2m melodie,"6:B,11",ID_C35,0.2,C35,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,C35,B11,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_C36_3_B12,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_C36_3_B12,2min melodie,2m melodie,"6:B,12",ID_C36,0.2,C36,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,C36,B12,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_C37_3_B13,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_C37_3_B13,2min melodie,2m melodie,"6:B,13",ID_C37,0.2,C37,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,C37,B13,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_C38_3_B14,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_C38_3_B14,2min melodie,2m melodie,"6:B,14",ID_C38,0.2,C38,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,C38,B14,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_C39_3_B15,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_C39_3_B15,2min melodie,2m melodie,"6:B,15",ID_C39,0.2,C39,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,C39,B15,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_C40_3_B16,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_C40_3_B16,2min melodie,2m melodie,"6:B,16",ID_C40,0.2,C40,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,C40,B16,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_C41_3_B17,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_C41_3_B17,2min melodie,2m melodie,"6:B,17",ID_C41,0.2,C41,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,C41,B17,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_C42_3_B18,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_C42_3_B18,2min melodie,2m melodie,"6:B,18",ID_C42,0.2,C42,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,C42,B18,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_C43_3_B19,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_C43_3_B19,2min melodie,2m melodie,"6:B,19",ID_C43,0.2,C43,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,C43,B19,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_C44_3_B20,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_C44_3_B20,2min melodie,2m melodie,"6:B,20",ID_C44,0.2,C44,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,C44,B20,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_C45_3_B21,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_C45_3_B21,2min melodie,2m melodie,"6:B,21",ID_C45,0.2,C45,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,C45,B21,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_C46_3_B22,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_C46_3_B22,2min melodie,2m melodie,"6:B,22",ID_C46,0.2,C46,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,C46,B22,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_C47_3_B23,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_C47_3_B23,2min melodie,2m melodie,"6:B,23",ID_C47,0.2,C47,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,C47,B23,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_C48_3_B24,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_C48_3_B24,2min melodie,2m melodie,"6:B,24",ID_C48,0.2,C48,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,C48,B24,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_E25_3_C1,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_E25_3_C1,2min melodie,2m melodie,"6:C,1",ID_E25,0.2,E25,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,E25,C1,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_E26_3_C2,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_E26_3_C2,2min melodie,2m melodie,"6:C,2",ID_E26,0.2,E26,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,E26,C2,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_E27_3_C3,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_E27_3_C3,2min melodie,2m melodie,"6:C,3",ID_E27,0.2,E27,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,E27,C3,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_E28_3_C4,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_E28_3_C4,2min melodie,2m melodie,"6:C,4",ID_E28,0.2,E28,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,E28,C4,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_E29_3_C5,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_E29_3_C5,2min melodie,2m melodie,"6:C,5",ID_E29,0.2,E29,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,E29,C5,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_E30_3_C6,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_E30_3_C6,2min melodie,2m melodie,"6:C,6",ID_E30,0.2,E30,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,E30,C6,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_E31_3_C7,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_E31_3_C7,2min melodie,2m melodie,"6:C,7",ID_E31,0.2,E31,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,E31,C7,3.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_E32_3_C8,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_E32_3_C8,2min melodie,2m melodie,"6:C,8",ID_E32,0.2,E32,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,E32,C8,3.0
