FILE_NAME,FILE_TEXT,MS_FILE,INLET_FILE,SAMPLE_LOCATION,ID,INJ_VOL,Index,Job,User,1536loc,384loc,384plate
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_B1_2_A1,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_B1_2_A1,2min melodie,2m melodie,"5:A,1",ID_B1,0.2,B1,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,B1,A1,2.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_B2_2_A2,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_B2_2_A2,2min melodie,2m melodie,"5:A,2",ID_B2,0.2,B2,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,B2,A2,2.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_B3_2_A3,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_B3_2_A3,2min melodie,2m melodie,"5:A,3",ID_B3,0.2,B3,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,B3,A3,2.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_B4_2_A4,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_B4_2_A4,2min melodie,2m melodie,"5:A,4",ID_B4,0.2,B4,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,B4,A4,2.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_B5_2_A5,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_B5_2_A5,2min melodie,2m melodie,"5:A,5",ID_B5,0.2,B5,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,B5,A5,2.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_B6_2_A6,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_B6_2_A6,2min melodie,2m melodie,"5:A,6",ID_B6,0.2,B6,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,B6,A6,2.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_B7_2_A7,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_B7_2_A7,2min melodie,2m melodie,"5:A,7",ID_B7,0.2,B7,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,B7,A7,2.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_B8_2_A8,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_B8_2_A8,2min melodie,2m melodie,"5:A,8",ID_B8,0.2,B8,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,B8,A8,2.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_B9_2_A9,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_B9_2_A9,2min melodie,2m melodie,"5:A,9",ID_B9,0.2,B9,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,B9,A9,2.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_B10_2_A10,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_B10_2_A10,2min melodie,2m melodie,"5:A,10",ID_B10,0.2,B10,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,B10,A10,2.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_B11_2_A11,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_B11_2_A11,2min melodie,2m melodie,"5:A,11",ID_B11,0.2,B11,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,B11,A11,2.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_B12_2_A12,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_B12_2_A12,2min melodie,2m melodie,"5:A,12",ID_B12,0.2,B12,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,B12,A12,2.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_B13_2_A13,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_B13_2_A13,2min melodie,2m melodie,"5:A,13",ID_B13,0.2,B13,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,B13,A13,2.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_B14_2_A14,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_B14_2_A14,2min melodie,2m melodie,"5:A,14",ID_B14,0.2,B14,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,B14,A14,2.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_B15_2_A15,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_B15_2_A15,2min melodie,2m melodie,"5:A,15",ID_B15,0.2,B15,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,B15,A15,2.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_B16_2_A16,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_B16_2_A16,2min melodie,2m melodie,"5:A,16",ID_B16,0.2,B16,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,B16,A16,2.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_B17_2_A17,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_B17_2_A17,2min melodie,2m melodie,"5:A,17",ID_B17,0.2,B17,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,B17,A17,2.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_B18_2_A18,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_B18_2_A18,2min melodie,2m melodie,"5:A,18",ID_B18,0.2,B18,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,B18,A18,2.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_B19_2_A19,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_B19_2_A19,2min melodie,2m melodie,"5:A,19",ID_B19,0.2,B19,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,B19,A19,2.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_B20_2_A20,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_B20_2_A20,2min melodie,2m melodie,"5:A,20",ID_B20,0.2,B20,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,B20,A20,2.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_B21_2_A21,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_B21_2_A21,2min melodie,2m melodie,"5:A,21",ID_B21,0.2,B21,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,B21,A21,2.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_B22_2_A22,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_B22_2_A22,2min melodie,2m melodie,"5:A,22",ID_B22,0.2,B22,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,B22,A22,2.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_B23_2_A23,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_B23_2_A23,2min melodie,2m melodie,"5:A,23",ID_B23,0.2,B23,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,B23,A23,2.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_B24_2_A24,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_B24_2_A24,2min melodie,2m melodie,"5:A,24",ID_B24,0.2,B24,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,B24,A24,2.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_D1_2_B1,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_D1_2_B1,2min melodie,2m melodie,"5:B,1",ID_D1,0.2,D1,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,D1,B1,2.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_D2_2_B2,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_D2_2_B2,2min melodie,2m melodie,"5:B,2",ID_D2,0.2,D2,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,D2,B2,2.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_D3_2_B3,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_D3_2_B3,2min melodie,2m melodie,"5:B,3",ID_D3,0.2,D3,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,D3,B3,2.0
cernak-2024-Q4_ykao_yk-1536-4-make-product_1_D4_2_B4,cernak-2024-Q4_ykao_yk-1536-4-make-product_1_D4_2_B4,2min melodie,2m melodie,"5:B,4",ID_D4,0.2,D4,cernak-2024-Q4_ykao_yk-1536-4-make-product,ykao,D4,B4,2.0
