index_waters,Electrophile,Electrophile SMILES,Nucleophile,Nucleophile SMILES,Product SMILES,nu/100000,prod/100000,prod/(nu+prod)*100,inhibition %,inhibition % in 5-fold dilution,E,molarMass,molarity,chemtype,sublocation,density,atp,acid type,Structure of smiles [idcode],smiles,order,factor,cas,formSlurry,N,Nn,circos_index
K44,E27_4'-HYDROXYAZOBENZENE-2-CARBOXYLIC ACID,C1=CC=C(C(=C1)C(=O)O)N=NC2=CC=C(C=C2)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4ccccc4N=Nc4ccc(O)cc4)c(C(C)C)cc3CCC12,8.2,0.0,0.0,18.9,-1.0,27,242.23,0.2,Electrophile,acid-B14,1,2,8,fdyQ`@FR@bJS\rornIW`mA@d@D@@@,C1=CC=C(C(=C1)C(=O)O)N=NC2=CC=C(C=C2)O,1,1,1634-82-8,0,N4,4,247
Q1,"E28_4-IODOBENZOIC ACID, 98%",C1=CC(=CC=C1C(=O)O)I,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCc3ccc(I)cc3)CCC[C@]21C,55.53,0.0,0.0,97.3,7.98,28,248.02,0.2,Electrophile,acid-B15,1,2,8,deTD`AdJqIe]jZ@BX@@,C1=CC(=CC=C1C(=O)O)I,1,1,619-58-9,0,N1,1,248
Q13,"E28_4-IODOBENZOIC ACID, 98%",C1=CC(=CC=C1C(=O)O)I,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCc3ccc(I)cc3)C1CC2,9.86,1.8,15.7,0.0,-1.0,28,248.02,0.2,Electrophile,acid-B15,1,2,8,deTD`AdJqIe]jZ@BX@@,C1=CC(=CC=C1C(=O)O)I,1,1,619-58-9,0,N2,2,248
Q25,"E28_4-IODOBENZOIC ACID, 98%",C1=CC(=CC=C1C(=O)O)I,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCc4ccc(I)cc4)CCC[C@]3(C)C2CC1,17.1,0.0,0.0,35.7,-1.0,28,248.02,0.2,Electrophile,acid-B15,1,2,8,deTD`AdJqIe]jZ@BX@@,C1=CC(=CC=C1C(=O)O)I,1,1,619-58-9,0,N3,3,248
Q37,"E28_4-IODOBENZOIC ACID, 98%",C1=CC(=CC=C1C(=O)O)I,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4ccc(I)cc4)c(C(C)C)cc3CCC12,15.7,0.0,0.0,0.0,-1.0,28,248.02,0.2,Electrophile,acid-B15,1,2,8,deTD`AdJqIe]jZ@BX@@,C1=CC(=CC=C1C(=O)O)I,1,1,619-58-9,0,N4,4,248
V1,"E35_3-IODOBENZOIC ACID, 98%",C1=CC(=CC(=C1)I)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCc3cccc(I)c3)CCC[C@]21C,27.5,43.4,61.2,0.0,-1.0,35,248.02,0.2,Electrophile,acid01-C11,1,2,8,deTD`AdJqIe[jz@HX@@,C1=CC(=CC(=C1)I)C(=O)O,1,1,618-51-9,0,N1,1,249
V13,"E35_3-IODOBENZOIC ACID, 98%",C1=CC(=CC(=C1)I)C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCc3cccc(I)c3)C1CC2,0.0,6.1,100.0,0.0,-1.0,35,248.02,0.2,Electrophile,acid01-C11,1,2,8,deTD`AdJqIe[jz@HX@@,C1=CC(=CC(=C1)I)C(=O)O,1,1,618-51-9,0,N2,2,249
V25,"E35_3-IODOBENZOIC ACID, 98%",C1=CC(=CC(=C1)I)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCc4cccc(I)c4)CCC[C@]3(C)C2CC1,7.9,28.8,78.5,0.0,-1.0,35,248.02,0.2,Electrophile,acid01-C11,1,2,8,deTD`AdJqIe[jz@HX@@,C1=CC(=CC(=C1)I)C(=O)O,1,1,618-51-9,0,N3,3,249
V37,"E35_3-IODOBENZOIC ACID, 98%",C1=CC(=CC(=C1)I)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4cccc(I)c4)c(C(C)C)cc3CCC12,18.1,8.9,32.9,0.0,-1.0,35,248.02,0.2,Electrophile,acid01-C11,1,2,8,deTD`AdJqIe[jz@HX@@,C1=CC(=CC(=C1)I)C(=O)O,1,1,618-51-9,0,N4,4,249
W1,"E37_3-METHOXY-4-METHYLBENZOIC ACID, 98%",CC1=C(C=C(C=C1)C(=O)O)OC,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,COc1cc(CNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@@H]23)ccc1C,33.1,14.1,29.8,79.3,0.0,37,166.17,0.2,Electrophile,acid01-C14,1,2,8,dcLL@@PTfyVwiZ@Hh@@,CC1=C(C=C(C=C1)C(=O)O)OC,1,1,7151-68-0,0,N1,1,250
W13,"E37_3-METHOXY-4-METHYLBENZOIC ACID, 98%",CC1=C(C=C(C=C1)C(=O)O)OC,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,COc1cc(CNC[C@]2(C)CCC[C@]3(C)c4cc(O)c(C(C)C)cc4CCC23)ccc1C,0.0,9.5,100.0,20.1,-1.0,37,166.17,0.2,Electrophile,acid01-C14,1,2,8,dcLL@@PTfyVwiZ@Hh@@,CC1=C(C=C(C=C1)C(=O)O)OC,1,1,7151-68-0,0,N2,2,250
W25,"E37_3-METHOXY-4-METHYLBENZOIC ACID, 98%",CC1=C(C=C(C=C1)C(=O)O)OC,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,COc1cc(CNC[C@]2(C)CCC[C@]3(C)C4CCC(C(C)C)=CC4=CCC23)ccc1C,4.6,19.7,81.1,0.0,-1.0,37,166.17,0.2,Electrophile,acid01-C14,1,2,8,dcLL@@PTfyVwiZ@Hh@@,CC1=C(C=C(C=C1)C(=O)O)OC,1,1,7151-68-0,0,N3,3,250
W37,"E37_3-METHOXY-4-METHYLBENZOIC ACID, 98%",CC1=C(C=C(C=C1)C(=O)O)OC,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4ccc(C)c(OC)c4)c(C(C)C)cc3CCC12,26.9,2.8,9.6,0.0,-1.0,37,166.17,0.2,Electrophile,acid01-C14,1,2,8,dcLL@@PTfyVwiZ@Hh@@,CC1=C(C=C(C=C1)C(=O)O)OC,1,1,7151-68-0,0,N4,4,250
Z1,"E41_2-METHOXY-4-METHYLBENZOIC ACID, 97%",CC1=CC(=C(C=C1)C(=O)O)OC,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,COc1cc(C)ccc1CNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@@H]12,18.2,29.7,62.0,0.0,-1.0,41,166.17,0.2,Electrophile,acid01-D3,1,2,8,dcLL@@QlbfbbRHjtDDP@@,CC1=CC(=C(C=C1)C(=O)O)OC,1,1,704-45-0,0,N1,1,251
Z13,"E41_2-METHOXY-4-METHYLBENZOIC ACID, 97%",CC1=CC(=C(C=C1)C(=O)O)OC,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,COc1cc(C)ccc1CNC[C@]1(C)CCC[C@]2(C)c3cc(O)c(C(C)C)cc3CCC12,0.0,12.6,100.0,0.0,-1.0,41,166.17,0.2,Electrophile,acid01-D3,1,2,8,dcLL@@QlbfbbRHjtDDP@@,CC1=CC(=C(C=C1)C(=O)O)OC,1,1,704-45-0,0,N2,2,251
Z25,"E41_2-METHOXY-4-METHYLBENZOIC ACID, 97%",CC1=CC(=C(C=C1)C(=O)O)OC,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,COc1cc(C)ccc1CNC[C@]1(C)CCC[C@]2(C)C3CCC(C(C)C)=CC3=CCC12,2.3,10.5,82.0,12.6,-1.0,41,166.17,0.2,Electrophile,acid01-D3,1,2,8,dcLL@@QlbfbbRHjtDDP@@,CC1=CC(=C(C=C1)C(=O)O)OC,1,1,704-45-0,0,N3,3,251
Z37,"E41_2-METHOXY-4-METHYLBENZOIC ACID, 97%",CC1=CC(=C(C=C1)C(=O)O)OC,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4ccc(C)cc4OC)c(C(C)C)cc3CCC12,12.2,5.5,31.2,0.0,-1.0,41,166.17,0.2,Electrophile,acid01-D3,1,2,8,dcLL@@QlbfbbRHjtDDP@@,CC1=CC(=C(C=C1)C(=O)O)OC,1,1,704-45-0,0,N4,4,251
AD1,"E50_3-ACETYLBENZOIC ACID, 98%",CC(=O)C1=CC(=CC=C1)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(=O)c1cccc(CNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@@H]23)c1,24.1,28.8,54.5,0.0,-1.0,50,164.16,0.2,Electrophile,acid01-E2,1,2,8,dcLL@@QTfyV{iZ@HX@@,CC(=O)C1=CC(=CC=C1)C(=O)O,1,1,586-42-5,0,N1,1,252
AD13,"E50_3-ACETYLBENZOIC ACID, 98%",CC(=O)C1=CC(=CC=C1)C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(=O)c1cccc(CNC[C@]2(C)CCC[C@]3(C)c4cc(O)c(C(C)C)cc4CCC23)c1,0.0,0.0,0.0,0.0,-1.0,50,164.16,0.2,Electrophile,acid01-E2,1,2,8,dcLL@@QTfyV{iZ@HX@@,CC(=O)C1=CC(=CC=C1)C(=O)O,1,1,586-42-5,0,N2,2,252
AD25,"E50_3-ACETYLBENZOIC ACID, 98%",CC(=O)C1=CC(=CC=C1)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(=O)c1cccc(CNC[C@]2(C)CCC[C@]3(C)C4CCC(C(C)C)=CC4=CCC23)c1,9.2,35.3,79.3,0.0,-1.0,50,164.16,0.2,Electrophile,acid01-E2,1,2,8,dcLL@@QTfyV{iZ@HX@@,CC(=O)C1=CC(=CC=C1)C(=O)O,1,1,586-42-5,0,N3,3,252
AD37,"E50_3-ACETYLBENZOIC ACID, 98%",CC(=O)C1=CC(=CC=C1)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4cccc(C(C)=O)c4)c(C(C)C)cc3CCC12,12.6,0.0,0.0,0.0,-1.0,50,164.16,0.2,Electrophile,acid01-E2,1,2,8,dcLL@@QTfyV{iZ@HX@@,CC(=O)C1=CC(=CC=C1)C(=O)O,1,1,586-42-5,0,N4,4,252
AE1,"E51_1,4-BENZODIOXANE-6-CARBOXYLIC ACID, 95%",C1COC2=C(O1)C=CC(=C2)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCc3ccc4c(c3)OCCO4)CCC[C@]21C,75.85,40.0,34.6,96.4,6.13,51,180.16,0.2,Electrophile,acid01-E7,1,2,8,dk\B@@P]R[e[Witv`BJb@@,C1COC2=C(O1)C=CC(=C2)C(=O)O,1,1,4442-54-0,0,N1,1,253
AE13,"E51_1,4-BENZODIOXANE-6-CARBOXYLIC ACID, 95%",C1COC2=C(O1)C=CC(=C2)C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCc3ccc4c(c3)OCCO4)C1CC2,0.0,17.4,100.0,0.0,-1.0,51,180.16,0.2,Electrophile,acid01-E7,1,2,8,dk\B@@P]R[e[Witv`BJb@@,C1COC2=C(O1)C=CC(=C2)C(=O)O,1,1,4442-54-0,0,N2,2,253
AE25,"E51_1,4-BENZODIOXANE-6-CARBOXYLIC ACID, 95%",C1COC2=C(O1)C=CC(=C2)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCc4ccc5c(c4)OCCO5)CCC[C@]3(C)C2CC1,4.8,21.9,82.0,0.0,-1.0,51,180.16,0.2,Electrophile,acid01-E7,1,2,8,dk\B@@P]R[e[Witv`BJb@@,C1COC2=C(O1)C=CC(=C2)C(=O)O,1,1,4442-54-0,0,N3,3,253
AE37,"E51_1,4-BENZODIOXANE-6-CARBOXYLIC ACID, 95%",C1COC2=C(O1)C=CC(=C2)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4ccc5c(c4)OCCO5)c(C(C)C)cc3CCC12,23.4,3.7,13.6,0.0,-1.0,51,180.16,0.2,Electrophile,acid01-E7,1,2,8,dk\B@@P]R[e[Witv`BJb@@,C1COC2=C(O1)C=CC(=C2)C(=O)O,1,1,4442-54-0,0,N4,4,253
B2,"E54_3-BENZOYLBENZOIC ACID, 98%",C1=CC=C(C=C1)C(=O)C2=CC(=CC=C2)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCc3cccc(C(=O)c4ccccc4)c3)CCC[C@]21C,25.2,32.9,56.6,0.0,-1.0,54,226.23,0.2,Electrophile,acid01-E10,1,2,8,fhiA`@@HUdTtRTtLRWI^Bt@Pp@@@@,C1=CC=C(C=C1)C(=O)C2=CC(=CC=C2)C(=O)O,1,1,579-18-0,0,N1,1,254
B14,"E54_3-BENZOYLBENZOIC ACID, 98%",C1=CC=C(C=C1)C(=O)C2=CC(=CC=C2)C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCc3cccc(C(=O)c4ccccc4)c3)C1CC2,42.3,17.6,29.3,0.6,-1.0,54,226.23,0.2,Electrophile,acid01-E10,1,2,8,fhiA`@@HUdTtRTtLRWI^Bt@Pp@@@@,C1=CC=C(C=C1)C(=O)C2=CC(=CC=C2)C(=O)O,1,1,579-18-0,0,N2,2,254
B26,"E54_3-BENZOYLBENZOIC ACID, 98%",C1=CC=C(C=C1)C(=O)C2=CC(=CC=C2)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCc4cccc(C(=O)c5ccccc5)c4)CCC[C@]3(C)C2CC1,8.7,22.0,71.7,0.0,-1.0,54,226.23,0.2,Electrophile,acid01-E10,1,2,8,fhiA`@@HUdTtRTtLRWI^Bt@Pp@@@@,C1=CC=C(C=C1)C(=O)C2=CC(=CC=C2)C(=O)O,1,1,579-18-0,0,N3,3,254
B38,"E54_3-BENZOYLBENZOIC ACID, 98%",C1=CC=C(C=C1)C(=O)C2=CC(=CC=C2)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4cccc(C(=O)c5ccccc5)c4)c(C(C)C)cc3CCC12,20.1,6.6,24.8,0.0,-1.0,54,226.23,0.2,Electrophile,acid01-E10,1,2,8,fhiA`@@HUdTtRTtLRWI^Bt@Pp@@@@,C1=CC=C(C=C1)C(=O)C2=CC(=CC=C2)C(=O)O,1,1,579-18-0,0,N4,4,254
E2,"E57_4-CHLOROBENZOIC ACID, 99%",C1=CC(=CC=C1C(=O)O)Cl,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCc3ccc(Cl)cc3)CCC[C@]21C,22.12,20.4,48.0,7.7,-1.0,57,156.56,0.2,Electrophile,acid01-E13,1,2,8,deTD`AdHaIe]jZ@BX@@,C1=CC(=CC=C1C(=O)O)Cl,1,1,74-11-3,0,N1,1,255
E14,"E57_4-CHLOROBENZOIC ACID, 99%",C1=CC(=CC=C1C(=O)O)Cl,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCc3ccc(Cl)cc3)C1CC2,0.88,12.1,93.2,0.0,-1.0,57,156.56,0.2,Electrophile,acid01-E13,1,2,8,deTD`AdHaIe]jZ@BX@@,C1=CC(=CC=C1C(=O)O)Cl,1,1,74-11-3,0,N2,2,255
E26,"E57_4-CHLOROBENZOIC ACID, 99%",C1=CC(=CC=C1C(=O)O)Cl,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCc4ccc(Cl)cc4)CCC[C@]3(C)C2CC1,4.3,8.7,66.9,0.0,-1.0,57,156.56,0.2,Electrophile,acid01-E13,1,2,8,deTD`AdHaIe]jZ@BX@@,C1=CC(=CC=C1C(=O)O)Cl,1,1,74-11-3,0,N3,3,255
E38,"E57_4-CHLOROBENZOIC ACID, 99%",C1=CC(=CC=C1C(=O)O)Cl,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4ccc(Cl)cc4)c(C(C)C)cc3CCC12,22.9,4.3,15.9,0.0,-1.0,57,156.56,0.2,Electrophile,acid01-E13,1,2,8,deTD`AdHaIe]jZ@BX@@,C1=CC(=CC=C1C(=O)O)Cl,1,1,74-11-3,0,N4,4,255
F2,"E60_3,4-DICHLOROBENZOIC ACID, 95%",C1=CC(=C(C=C1C(=O)O)Cl)Cl,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCc3ccc(Cl)c(Cl)c3)CCC[C@]21C,16.9,20.8,55.1,0.0,-1.0,60,191.01,0.2,Electrophile,acid01-F2,1,2,8,dmtDPITH`haIf]yn``I`@@,C1=CC(=C(C=C1C(=O)O)Cl)Cl,1,1,51-44-5,0,N1,1,256
F14,"E60_3,4-DICHLOROBENZOIC ACID, 95%",C1=CC(=C(C=C1C(=O)O)Cl)Cl,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCc3ccc(Cl)c(Cl)c3)C1CC2,0.1,5.4,98.7,0.0,-1.0,60,191.01,0.2,Electrophile,acid01-F2,1,2,8,dmtDPITH`haIf]yn``I`@@,C1=CC(=C(C=C1C(=O)O)Cl)Cl,1,1,51-44-5,0,N2,2,256
F26,"E60_3,4-DICHLOROBENZOIC ACID, 95%",C1=CC(=C(C=C1C(=O)O)Cl)Cl,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCc4ccc(Cl)c(Cl)c4)CCC[C@]3(C)C2CC1,7.5,12.5,62.4,10.5,-1.0,60,191.01,0.2,Electrophile,acid01-F2,1,2,8,dmtDPITH`haIf]yn``I`@@,C1=CC(=C(C=C1C(=O)O)Cl)Cl,1,1,51-44-5,0,N3,3,256
F38,"E60_3,4-DICHLOROBENZOIC ACID, 95%",C1=CC(=C(C=C1C(=O)O)Cl)Cl,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4ccc(Cl)c(Cl)c4)c(C(C)C)cc3CCC12,14.6,7.6,34.3,2.3,-1.0,60,191.01,0.2,Electrophile,acid01-F2,1,2,8,dmtDPITH`haIf]yn``I`@@,C1=CC(=C(C=C1C(=O)O)Cl)Cl,1,1,51-44-5,0,N4,4,256
J2,"E67_4-FLUORO-3-HYDROXYBENZOIC ACID, 97%",C1=CC(=C(C=C1C(=O)O)O)F,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCc3ccc(F)c(O)c3)CCC[C@]21C,40.1,29.6,42.4,100.0,13.46,67,156.11,0.2,Electrophile,acid01-F10,1,2,8,dmtL`BePdDfY}fzB@f@@,C1=CC(=C(C=C1C(=O)O)O)F,1,1,51446-31-2,0,N1,1,257
J14,"E67_4-FLUORO-3-HYDROXYBENZOIC ACID, 97%",C1=CC(=C(C=C1C(=O)O)O)F,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCc3ccc(F)c(O)c3)C1CC2,2.1,18.2,89.7,0.0,-1.0,67,156.11,0.2,Electrophile,acid01-F10,1,2,8,dmtL`BePdDfY}fzB@f@@,C1=CC(=C(C=C1C(=O)O)O)F,1,1,51446-31-2,0,N2,2,257
J26,"E67_4-FLUORO-3-HYDROXYBENZOIC ACID, 97%",C1=CC(=C(C=C1C(=O)O)O)F,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCc4ccc(F)c(O)c4)CCC[C@]3(C)C2CC1,25.5,56.1,68.8,83.1,5.71,67,156.11,0.2,Electrophile,acid01-F10,1,2,8,dmtL`BePdDfY}fzB@f@@,C1=CC(=C(C=C1C(=O)O)O)F,1,1,51446-31-2,0,N3,3,257
J38,"E67_4-FLUORO-3-HYDROXYBENZOIC ACID, 97%",C1=CC(=C(C=C1C(=O)O)O)F,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4ccc(F)c(O)c4)c(C(C)C)cc3CCC12,20.5,1.5,7.0,3.1,-1.0,67,156.11,0.2,Electrophile,acid01-F10,1,2,8,dmtL`BePdDfY}fzB@f@@,C1=CC(=C(C=C1C(=O)O)O)F,1,1,51446-31-2,0,N4,4,257
K2,"E68_2-FLUORO-6-IODOBENZOIC ACID, 97%",C1=CC(=C(C(=C1)I)C(=O)O)F,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,c1cc(F)c(cc1)CNC[C@@]2(C)[C@H]3[C@](C)(CCC2)c4c(CC3)cc(C(C)C)cc4,37.97,6.0,5.37,90.6,19.56,68,266.01,0.2,Electrophile,acid01-F11,1,2,8,dmtDPITJsiAIfVYa`Ha`@@,C1=CC(=C(C(=C1)I)C(=O)O)F,1,1,111771-08-5,0,N1,1,258
K14,"E68_2-FLUORO-6-IODOBENZOIC ACID, 97%",C1=CC(=C(C(=C1)I)C(=O)O)F,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCc3c(F)cccc3I)C1CC2,3.2,2.6,47.37293519,13.5,-1.0,68,266.01,0.2,Electrophile,acid01-F11,1,2,8,dmtDPITJsiAIfVYa`Ha`@@,C1=CC(=C(C(=C1)I)C(=O)O)F,1,1,111771-08-5,0,N2,2,258
K26,"E68_2-FLUORO-6-IODOBENZOIC ACID, 97%",C1=CC(=C(C(=C1)I)C(=O)O)F,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,c1cc(F)c(cc1)CNC[C@@]2(C)C3[C@](C)(CCC2)C4C(=CC3)C=C(C(C)C)CC4,15.3,4.63352,23.24,6.4,-1.0,68,266.01,0.2,Electrophile,acid01-F11,1,2,8,dmtDPITJsiAIfVYa`Ha`@@,C1=CC(=C(C(=C1)I)C(=O)O)F,1,1,111771-08-5,0,N3,3,258
K38,"E68_2-FLUORO-6-IODOBENZOIC ACID, 97%",C1=CC(=C(C(=C1)I)C(=O)O)F,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,c1cc(F)c(cc1)CNc2cc3[C@]4(C)C([C@](CNCC)(CCC4)C)CCc3cc2C(C)C,22.6,2.6,10.4,0.0,-1.0,68,266.01,0.2,Electrophile,acid01-F11,1,2,8,dmtDPITJsiAIfVYa`Ha`@@,C1=CC(=C(C(=C1)I)C(=O)O)F,1,1,111771-08-5,0,N4,4,258
M2,"E70_3-FLUORO-2-IODOBENZOIC ACID, 98%",C1=CC(=C(C(=C1)F)I)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCc3cccc(F)c3I)CCC[C@]21C,26.93,51.3,65.6,28.6,-1.0,70,266.01,0.2,Electrophile,acid01-F14,1,2,8,dmtDPITJpiAIf[[a`bA`@@,C1=CC(=C(C(=C1)F)I)C(=O)O,1,1,387-48-4,0,N1,1,259
