index_waters,Electrophile,Electrophile SMILES,Nucleophile,Nucleophile SMILES,Product SMILES,nu/100000,prod/100000,prod/(nu+prod)*100,inhibition %,inhibition % in 5-fold dilution,E,molarMass,molarity,chemtype,sublocation,density,atp,acid type,Structure of smiles [idcode],smiles,order,factor,cas,formSlurry,N,Nn,circos_index
B8,"E12_ISOVALERIC ACID, 99%",CC(C)CC(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)CCNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@@H]12,14.2,9.3,39.4,0.0,-1.0,12,102.13,0.2,Electrophile,acid-A13,1,2,1,gNp`@dfvZj@@,CC(C)CC(=O)O,1,1,503-74-2,0,N1,1,0
B20,"E12_ISOVALERIC ACID, 99%",CC(C)CC(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)CCNC[C@]1(C)CCC[C@]2(C)c3cc(O)c(C(C)C)cc3CCC12,0.4,1.3,78.3,0.0,-1.0,12,102.13,0.2,Electrophile,acid-A13,1,2,1,gNp`@dfvZj@@,CC(C)CC(=O)O,1,1,503-74-2,0,N2,2,0
B32,"E12_ISOVALERIC ACID, 99%",CC(C)CC(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)CCNC[C@]1(C)CCC[C@]2(C)C3CCC(C(C)C)=CC3=CCC12,1.6,4.4,73.3,0.0,-1.0,12,102.13,0.2,Electrophile,acid-A13,1,2,1,gNp`@dfvZj@@,CC(C)CC(=O)O,1,1,503-74-2,0,N3,3,0
B44,"E12_ISOVALERIC ACID, 99%",CC(C)CC(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCC(C)C)c(C(C)C)cc3CCC12,1.0,1.4,58.5,0.0,-1.0,12,102.13,0.2,Electrophile,acid-A13,1,2,1,gNp`@dfvZj@@,CC(C)CC(=O)O,1,1,503-74-2,0,N4,4,0
D8,"E15_4-METHYLVALERIC ACID, 99%",CC(C)CCC(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)CCCNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@@H]12,5.0,9.4,65.0,0.0,-1.0,15,116.16,0.2,Electrophile,acid01-B1,1,2,1,daxD@@QImYjj@@,CC(C)CCC(=O)O,1,1,646-07-1,0,N1,1,1
D20,"E15_4-METHYLVALERIC ACID, 99%",CC(C)CCC(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)CCCNC[C@]1(C)CCC[C@]2(C)c3cc(O)c(C(C)C)cc3CCC12,0.0,1.0,100.0,25.1,-1.0,15,116.16,0.2,Electrophile,acid01-B1,1,2,1,daxD@@QImYjj@@,CC(C)CCC(=O)O,1,1,646-07-1,0,N2,2,1
D32,"E15_4-METHYLVALERIC ACID, 99%",CC(C)CCC(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)CCCNC[C@]1(C)CCC[C@]2(C)C3CCC(C(C)C)=CC3=CCC12,1.2,2.1,64.1,0.0,-1.0,15,116.16,0.2,Electrophile,acid01-B1,1,2,1,daxD@@QImYjj@@,CC(C)CCC(=O)O,1,1,646-07-1,0,N3,3,1
D44,"E15_4-METHYLVALERIC ACID, 99%",CC(C)CCC(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCCC(C)C)c(C(C)C)cc3CCC12,2.0,5.5,73.3,0.0,-1.0,15,116.16,0.2,Electrophile,acid01-B1,1,2,1,daxD@@QImYjj@@,CC(C)CCC(=O)O,1,1,646-07-1,0,N4,4,1
E8,"E18_2-HYDROXYISOBUTYRIC ACID, 99%",CC(C)(C(=O)O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCC(C)(C)O)CCC[C@]21C,21.37,8.8,29.1,0.0,-1.0,18,104.1,0.2,Electrophile,acid-B5,1,2,1,gNq`@bdwSUP@,CC(C)(C(=O)O)O,1,1,594-61-6,0,N1,1,2
E20,"E18_2-HYDROXYISOBUTYRIC ACID, 99%",CC(C)(C(=O)O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCC(C)(C)O)C1CC2,0.0,0.0,0.0,0.0,-1.0,18,104.1,0.2,Electrophile,acid-B5,1,2,1,gNq`@bdwSUP@,CC(C)(C(=O)O)O,1,1,594-61-6,0,N2,2,2
E32,"E18_2-HYDROXYISOBUTYRIC ACID, 99%",CC(C)(C(=O)O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCC(C)(C)O)CCC[C@]3(C)C2CC1,12.7,3.6,22.0,0.0,-1.0,18,104.1,0.2,Electrophile,acid-B5,1,2,1,gNq`@bdwSUP@,CC(C)(C(=O)O)O,1,1,594-61-6,0,N3,3,2
E44,"E18_2-HYDROXYISOBUTYRIC ACID, 99%",CC(C)(C(=O)O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC(C)(C)O)c(C(C)C)cc3CCC12,14.1,1.0,6.4,0.0,-1.0,18,104.1,0.2,Electrophile,acid-B5,1,2,1,gNq`@bdwSUP@,CC(C)(C(=O)O)O,1,1,594-61-6,0,N4,4,2
I8,"E23_5-HEXENOIC ACID, 98%",C=CCCCC(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,C=CCCCCNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@@H]12,0.0,2.3,100.0,0.0,-1.0,23,114.14,0.2,Electrophile,acid-B10,1,2,1,daxD@@QImUji@@,C=CCCCC(=O)O,1,1,1577-22-6,0,N1,1,3
I20,"E23_5-HEXENOIC ACID, 98%",C=CCCCC(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,C=CCCCCNC[C@]1(C)CCC[C@]2(C)c3cc(O)c(C(C)C)cc3CCC12,0.0,0.0,0.0,0.0,-1.0,23,114.14,0.2,Electrophile,acid-B10,1,2,1,daxD@@QImUji@@,C=CCCCC(=O)O,1,1,1577-22-6,0,N2,2,3
I32,"E23_5-HEXENOIC ACID, 98%",C=CCCCC(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,C=CCCCCNC[C@]1(C)CCC[C@]2(C)C3CCC(C(C)C)=CC3=CCC12,0.6,0.5,44.8,0.0,-1.0,23,114.14,0.2,Electrophile,acid-B10,1,2,1,daxD@@QImUji@@,C=CCCCC(=O)O,1,1,1577-22-6,0,N3,3,3
I44,"E23_5-HEXENOIC ACID, 98%",C=CCCCC(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,C=CCCCCNc1cc2c(cc1C(C)C)CCC1[C@](C)(CNCC)CCC[C@]21C,0.9,0.0,0.0,1.6,-1.0,23,114.14,0.2,Electrophile,acid-B10,1,2,1,daxD@@QImUji@@,C=CCCCC(=O)O,1,1,1577-22-6,0,N4,4,3
J8,"E26_16-HYDROXYHEXADECANOIC ACID, 98%",C(CCCCCCCC(=O)O)CCCCCCCO,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCCCCCCCCCCCCCCCCO)CCC[C@]21C,17.4,2.5,12.4,9.4,-1.0,26,272.42,0.2,Electrophile,acid-B13,1,2,1,fliA`@@HRdvjjjjkUUUUUP@@,C(CCCCCCCC(=O)O)CCCCCCCO,1,1,506-13-8,0,N1,1,4
J20,"E26_16-HYDROXYHEXADECANOIC ACID, 98%",C(CCCCCCCC(=O)O)CCCCCCCO,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCCCCCCCCCCCCCCCCO)C1CC2,1.6,0.3,14.9,0.0,-1.0,26,272.42,0.2,Electrophile,acid-B13,1,2,1,fliA`@@HRdvjjjjkUUUUUP@@,C(CCCCCCCC(=O)O)CCCCCCCO,1,1,506-13-8,0,N2,2,4
J32,"E26_16-HYDROXYHEXADECANOIC ACID, 98%",C(CCCCCCCC(=O)O)CCCCCCCO,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCCCCCCCCCCCCCCCCO)CCC[C@]3(C)C2CC1,10.4,0.0,0.0,0.0,-1.0,26,272.42,0.2,Electrophile,acid-B13,1,2,1,fliA`@@HRdvjjjjkUUUUUP@@,C(CCCCCCCC(=O)O)CCCCCCCO,1,1,506-13-8,0,N3,3,4
J44,"E26_16-HYDROXYHEXADECANOIC ACID, 98%",C(CCCCCCCC(=O)O)CCCCCCCO,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCCCCCCCCCCCCCCCO)c(C(C)C)cc3CCC12,4.7,0.0,0.0,6.4,-1.0,26,272.42,0.2,Electrophile,acid-B13,1,2,1,fliA`@@HRdvjjjjkUUUUUP@@,C(CCCCCCCC(=O)O)CCCCCCCO,1,1,506-13-8,0,N4,4,4
R1,"E29_(1R)-(-)-10-CAMPHORSULFONIC ACID, 98%",CC1(C2CCC1(C(=O)C2)CS(=O)(=O)O)C,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCC(C)(C)O)CCC[C@]21C,54.6,0.0,0.0,100.0,0.0,29,232.3,0.2,Electrophile,acid-C1,1,2,1,foA@R@HHqH@QddeTbbdRmZ\mUSUU@@@,CC1(C2CCC1(C(=O)C2)CS(=O)(=O)O)C,1,1,35963-20-3,0,N1,1,5
R13,"E29_(1R)-(-)-10-CAMPHORSULFONIC ACID, 98%",CC1(C2CCC1(C(=O)C2)CS(=O)(=O)O)C,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCC(C)(C)O)C1CC2,21.7,0.0,0.0,0.0,-1.0,29,232.3,0.2,Electrophile,acid-C1,1,2,1,foA@R@HHqH@QddeTbbdRmZ\mUSUU@@@,CC1(C2CCC1(C(=O)C2)CS(=O)(=O)O)C,1,1,35963-20-3,0,N2,2,5
R25,"E29_(1R)-(-)-10-CAMPHORSULFONIC ACID, 98%",CC1(C2CCC1(C(=O)C2)CS(=O)(=O)O)C,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCC(C)(C)O)CCC[C@]3(C)C2CC1,46.2,0.0,0.0,78.9,0.0,29,232.3,0.2,Electrophile,acid-C1,1,2,1,foA@R@HHqH@QddeTbbdRmZ\mUSUU@@@,CC1(C2CCC1(C(=O)C2)CS(=O)(=O)O)C,1,1,35963-20-3,0,N3,3,5
R37,"E29_(1R)-(-)-10-CAMPHORSULFONIC ACID, 98%",CC1(C2CCC1(C(=O)C2)CS(=O)(=O)O)C,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC(C)(C)O)c(C(C)C)cc3CCC12,25.1,6.5,20.6,0.0,-1.0,29,232.3,0.2,Electrophile,acid-C1,1,2,1,foA@R@HHqH@QddeTbbdRmZ\mUSUU@@@,CC1(C2CCC1(C(=O)C2)CS(=O)(=O)O)C,1,1,35963-20-3,0,N4,4,5
L8,"E31_LEVULINIC ACID, 98+%",CC(=O)CCC(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(=O)CCCNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@@H]12,0.7,2.7,78.5,12.6,-1.0,31,116.11,0.2,Electrophile,acid-C4,1,2,1,daxL@@QdfufjX@@,CC(=O)CCC(=O)O,1,1,123-76-2,0,N1,1,6
L20,"E31_LEVULINIC ACID, 98+%",CC(=O)CCC(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(=O)CCCNC[C@]1(C)CCC[C@]2(C)c3cc(O)c(C(C)C)cc3CCC12,0.0,0.0,0.0,28.4,-1.0,31,116.11,0.2,Electrophile,acid-C4,1,2,1,daxL@@QdfufjX@@,CC(=O)CCC(=O)O,1,1,123-76-2,0,N2,2,6
L32,"E31_LEVULINIC ACID, 98+%",CC(=O)CCC(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(=O)CCCNC[C@]1(C)CCC[C@]2(C)C3CCC(C(C)C)=CC3=CCC12,0.0,0.6,100.0,0.0,-1.0,31,116.11,0.2,Electrophile,acid-C4,1,2,1,daxL@@QdfufjX@@,CC(=O)CCC(=O)O,1,1,123-76-2,0,N3,3,6
L44,"E31_LEVULINIC ACID, 98+%",CC(=O)CCC(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCCC(C)=O)c(C(C)C)cc3CCC12,1.0,0.0,0.0,0.0,-1.0,31,116.11,0.2,Electrophile,acid-C4,1,2,1,daxL@@QdfufjX@@,CC(=O)CCC(=O)O,1,1,123-76-2,0,N4,4,6
T1,E32_(2R)-3-HYDROXY-2-(PHENYLMETHOXYCARBONYLAMINO)PROPANOIC ACID - [H68524],C1=CC=C(C=C1)COC(=O)NC(CO)C(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCC(CO)NC(=O)OCc3ccccc3)CCC[C@]21C,34.6,19.6,36.2,100.0,0.52,32,239.22,0.2,Electrophile,acid01-C6,1,2,1,fhqaP@L@QhulbbRTTTRU|Ejj`Z@HTh@@,C1=CC=C(C=C1)COC(=O)NC(CO)C(=O)O,1,1,6081-61-4,0,N1,1,7
T13,E32_(2R)-3-HYDROXY-2-(PHENYLMETHOXYCARBONYLAMINO)PROPANOIC ACID - [H68524],C1=CC=C(C=C1)COC(=O)NC(CO)C(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCC(CO)NC(=O)OCc3ccccc3)C1CC2,0.0,4.0,100.0,0.0,-1.0,32,239.22,0.2,Electrophile,acid01-C6,1,2,1,fhqaP@L@QhulbbRTTTRU|Ejj`Z@HTh@@,C1=CC=C(C=C1)COC(=O)NC(CO)C(=O)O,1,1,6081-61-4,0,N2,2,7
T25,E32_(2R)-3-HYDROXY-2-(PHENYLMETHOXYCARBONYLAMINO)PROPANOIC ACID - [H68524],C1=CC=C(C=C1)COC(=O)NC(CO)C(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCC(CO)NC(=O)OCc4ccccc4)CCC[C@]3(C)C2CC1,18.2,19.8,52.1,48.5,-1.0,32,239.22,0.2,Electrophile,acid01-C6,1,2,1,fhqaP@L@QhulbbRTTTRU|Ejj`Z@HTh@@,C1=CC=C(C=C1)COC(=O)NC(CO)C(=O)O,1,1,6081-61-4,0,N3,3,7
T37,E32_(2R)-3-HYDROXY-2-(PHENYLMETHOXYCARBONYLAMINO)PROPANOIC ACID - [H68524],C1=CC=C(C=C1)COC(=O)NC(CO)C(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC(CO)NC(=O)OCc4ccccc4)c(C(C)C)cc3CCC12,16.3,4.5,21.5,29.5,-1.0,32,239.22,0.2,Electrophile,acid01-C6,1,2,1,fhqaP@L@QhulbbRTTTRU|Ejj`Z@HTh@@,C1=CC=C(C=C1)COC(=O)NC(CO)C(=O)O,1,1,6081-61-4,0,N4,4,7
N8,E36_MERCAPTOACETIC ACID 98%,C(C(=O)O)S,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCCS)CCC[C@]21C,24.8,0.0,0.0,14.3,-1.0,36,92.12,0.2,Electrophile,acid01-C13,1,2,1,gJPhLPDIKTp@,C(C(=O)O)S,1,1,68-11-1,0,N1,1,8
N20,E36_MERCAPTOACETIC ACID 98%,C(C(=O)O)S,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCCS)C1CC2,0.0,0.0,0.0,3.2,-1.0,36,92.12,0.2,Electrophile,acid01-C13,1,2,1,gJPhLPDIKTp@,C(C(=O)O)S,1,1,68-11-1,0,N2,2,8
N32,E36_MERCAPTOACETIC ACID 98%,C(C(=O)O)S,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCCS)CCC[C@]3(C)C2CC1,5.8,0.0,0.0,0.0,-1.0,36,92.12,0.2,Electrophile,acid01-C13,1,2,1,gJPhLPDIKTp@,C(C(=O)O)S,1,1,68-11-1,0,N3,3,8
N44,E36_MERCAPTOACETIC ACID 98%,C(C(=O)O)S,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCS)c(C(C)C)cc3CCC12,0.0,0.8,100.0,22.5,-1.0,36,92.12,0.2,Electrophile,acid01-C13,1,2,1,gJPhLPDIKTp@,C(C(=O)O)S,1,1,68-11-1,0,N4,4,8
R8,E45_4-PHENYLBUTYRIC ACID 99%,C1=CC=C(C=C1)CCCC(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCCCCc3ccccc3)CCC[C@]21C,4.0,29.7,88.2,25.8,-1.0,45,164.2,0.2,Electrophile,acid01-D10,1,2,1,dcLD@@QImVUWVj`@@@,C1=CC=C(C=C1)CCCC(=O)O,1,1,1821-12-1,0,N1,1,9
R20,E45_4-PHENYLBUTYRIC ACID 99%,C1=CC=C(C=C1)CCCC(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCCCCc3ccccc3)C1CC2,0.0,0.8,100.0,1.0,-1.0,45,164.2,0.2,Electrophile,acid01-D10,1,2,1,dcLD@@QImVUWVj`@@@,C1=CC=C(C=C1)CCCC(=O)O,1,1,1821-12-1,0,N2,2,9
R32,E45_4-PHENYLBUTYRIC ACID 99%,C1=CC=C(C=C1)CCCC(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCCCCc4ccccc4)CCC[C@]3(C)C2CC1,1.6,4.5,73.8,0.0,-1.0,45,164.2,0.2,Electrophile,acid01-D10,1,2,1,dcLD@@QImVUWVj`@@@,C1=CC=C(C=C1)CCCC(=O)O,1,1,1821-12-1,0,N3,3,9
R44,E45_4-PHENYLBUTYRIC ACID 99%,C1=CC=C(C=C1)CCCC(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCCCc4ccccc4)c(C(C)C)cc3CCC12,11.3,22.0,66.1,0.0,-1.0,45,164.2,0.2,Electrophile,acid01-D10,1,2,1,dcLD@@QImVUWVj`@@@,C1=CC=C(C=C1)CCCC(=O)O,1,1,1821-12-1,0,N4,4,9
S8,"E46_5-PHENYLVALERIC ACID, 99.0+%",C1=CC=C(C=C1)CCCCC(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCCCCCc3ccccc3)CCC[C@]21C,3.87,32.5,89.4,27.7,-1.0,46,178.23,0.2,Electrophile,acid01-D11,1,2,1,dklD@@QImUe]Mjj@@@@,C1=CC=C(C=C1)CCCCC(=O)O,1,1,2270-20-4,0,N1,1,10
S20,"E46_5-PHENYLVALERIC ACID, 99.0+%",C1=CC=C(C=C1)CCCCC(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCCCCCc3ccccc3)C1CC2,0.0,2.9,100.0,34.2,-1.0,46,178.23,0.2,Electrophile,acid01-D11,1,2,1,dklD@@QImUe]Mjj@@@@,C1=CC=C(C=C1)CCCCC(=O)O,1,1,2270-20-4,0,N2,2,10
S32,"E46_5-PHENYLVALERIC ACID, 99.0+%",C1=CC=C(C=C1)CCCCC(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCCCCCc4ccccc4)CCC[C@]3(C)C2CC1,1.4,7.8,84.8,15.9,-1.0,46,178.23,0.2,Electrophile,acid01-D11,1,2,1,dklD@@QImUe]Mjj@@@@,C1=CC=C(C=C1)CCCCC(=O)O,1,1,2270-20-4,0,N3,3,10
S44,"E46_5-PHENYLVALERIC ACID, 99.0+%",C1=CC=C(C=C1)CCCCC(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCCCCc4ccccc4)c(C(C)C)cc3CCC12,8.1,23.3,74.2,19.3,-1.0,46,178.23,0.2,Electrophile,acid01-D11,1,2,1,dklD@@QImUe]Mjj@@@@,C1=CC=C(C=C1)CCCCC(=O)O,1,1,2270-20-4,0,N4,4,10
U8,"E58_CYCLOPROPYLACETIC ACID, 98%",C1CC1CC(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCCC3CC3)CCC[C@]21C,1.19,18.5,93.9,0.0,-1.0,58,100.12,0.2,Electrophile,acid01-E15,1,2,1,gOp`@dfvkZj`@,C1CC1CC(=O)O,1,1,5239-82-7,0,N1,1,11
U20,"E58_CYCLOPROPYLACETIC ACID, 98%",C1CC1CC(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCCC3CC3)C1CC2,0.0,0.4,100.0,0.0,-1.0,58,100.12,0.2,Electrophile,acid01-E15,1,2,1,gOp`@dfvkZj`@,C1CC1CC(=O)O,1,1,5239-82-7,0,N2,2,11
U32,"E58_CYCLOPROPYLACETIC ACID, 98%",C1CC1CC(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CC(C)C1=CC2=CCC3[C@](C)(CNCCC4CC4)CCC[C@]3(C)C2CC1,0.9,3.6,79.9,0.0,-1.0,58,100.12,0.2,Electrophile,acid01-E15,1,2,1,gOp`@dfvkZj`@,C1CC1CC(=O)O,1,1,5239-82-7,0,N3,3,11
U44,"E58_CYCLOPROPYLACETIC ACID, 98%",C1CC1CC(=O)O,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCC4CC4)c(C(C)C)cc3CCC12,4.0,9.0,69.1,0.0,-1.0,58,100.12,0.2,Electrophile,acid01-E15,1,2,1,gOp`@dfvkZj`@,C1CC1CC(=O)O,1,1,5239-82-7,0,N4,4,11
W8,"E61_3-ETHOXYACRYLIC ACID, 95+%",CCOC=CC(=O)O,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,CCOC=CCNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@@H]12,11.58,0.0,0.0,16.0,-1.0,61,116.11,0.2,Electrophile,acid01-F3,1,2,1,daxL@@RdfuVfh@@,CCOC=CC(=O)O,1,1,33607,0,N1,1,12
W20,"E61_3-ETHOXYACRYLIC ACID, 95+%",CCOC=CC(=O)O,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,CCOC=CCNC[C@]1(C)CCC[C@]2(C)c3cc(O)c(C(C)C)cc3CCC12,0.0,0.0,0.0,20.0,-1.0,61,116.11,0.2,Electrophile,acid01-F3,1,2,1,daxL@@RdfuVfh@@,CCOC=CC(=O)O,1,1,33607,0,N2,2,12
W32,"E61_3-ETHOXYACRYLIC ACID, 95+%",CCOC=CC(=O)O,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,CCOC=CCNC[C@]1(C)CCC[C@]2(C)C3CCC(C(C)C)=CC3=CCC12,3.1,0.4,12.5,0.0,-1.0,61,116.11,0.2,Electrophile,acid01-F3,1,2,1,daxL@@RdfuVfh@@,CCOC=CC(=O)O,1,1,33607,0,N3,3,12
