gene_id,entrezgene_id,external_gene_name,description,transcript_id(s),14340-YK-1,14340-YK-2,14340-YK-3,14340-YK-4,14340-YK-5,14340-YK-6,14340-YK-7,14340-YK-8,14340-YK-9
ENSG00000145365,92610,TIFA,TRAF interacting protein with forkhead associated domain [Source:HGNC Symbol;Acc:HGNC:19075],"ENST00000361717,ENST00000500655,ENST00000610220",379,446,479,418,477,362,442,420,416
ENSG00000145375,166378,AFG2A,AFG2 AAA ATPase homolog A [Source:HGNC Symbol;Acc:HGNC:18119],"ENST00000274008,ENST00000422835,ENST00000674886,ENST00000675392,ENST00000675612",2163,2559,2521,2313,2054,1799,2149,2323,2443
ENSG00000145384,2169,FABP2,fatty acid binding protein 2 [Source:HGNC Symbol;Acc:HGNC:3556],ENST00000274024,0,0,0,0,0,0,0,0,0
ENSG00000145386,890,CCNA2,cyclin A2 [Source:HGNC Symbol;Acc:HGNC:1578],ENST00000274026,6438,7161,7036,5711,5837,4750,6367,6114,6229
ENSG00000145388,57721,METTL14,"methyltransferase 14, N6-adenosine-methyltransferase non-catalytic subunit [Source:HGNC Symbol;Acc:HGNC:29330]","ENST00000388822,ENST00000502564,ENST00000506780,ENST00000508801,ENST00000626212,ENST00000628452",1255,1465,1510,1497,1442,1310,1355,1323,1344
ENSG00000145390,54532,USP53,ubiquitin specific peptidase 53 [Source:HGNC Symbol;Acc:HGNC:29255],"ENST00000274030,ENST00000450251,ENST00000507597,ENST00000507906,ENST00000509769,ENST00000510737,ENST00000510852,ENST00000514305,ENST00000514665,ENST00000688980,ENST00000692078",903,1082,1120,1217,1157,988,1063,1037,999
ENSG00000145391,80854,SETD7,"SET domain containing 7, histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:30412]","ENST00000274031,ENST00000404104,ENST00000406354,ENST00000506866,ENST00000515101,ENST00000608795,ENST00000608958",14473,17257,17754,18804,17969,15439,17678,16777,17128
ENSG00000145414,92345,NAF1,nuclear assembly factor 1 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:25126],"ENST00000274054,ENST00000422287,ENST00000502973,ENST00000509232,ENST00000509434,ENST00000509884",1343,1635,1559,1547,1557,1230,1455,1463,1342
ENSG00000145416,55016,MARCHF1,membrane associated ring-CH-type finger 1 [Source:HGNC Symbol;Acc:HGNC:26077],"ENST00000274056,ENST00000339875,ENST00000503008,ENST00000503104,ENST00000505391,ENST00000505517,ENST00000507270,ENST00000508725,ENST00000510075,ENST00000510696,ENST00000510786,ENST00000511245,ENST00000512214,ENST00000514618,ENST00000515471",22,12,30,29,39,29,21,15,25
ENSG00000145423,6423,SFRP2,secreted frizzled related protein 2 [Source:HGNC Symbol;Acc:HGNC:10777],ENST00000274063,4,4,6,6,4,6,7,2,1
ENSG00000145425,6189,RPS3A,ribosomal protein S3A [Source:HGNC Symbol;Acc:HGNC:10421],"ENST00000274065,ENST00000503002,ENST00000505243,ENST00000506126,ENST00000507327,ENST00000507485,ENST00000508783,ENST00000509736,ENST00000510993,ENST00000512690,ENST00000512797,ENST00000514682,ENST00000515792,ENST00000515818",102541.41,104864.92,104285.3,102925.21,112958.71,87146.65,101268.58,90286.75,91959.31
ENSG00000145428,285533,RNF175,ring finger protein 175 [Source:HGNC Symbol;Acc:HGNC:27735],"ENST00000347063,ENST00000503694,ENST00000506358,ENST00000506505,ENST00000507512,ENST00000508248,ENST00000508967,ENST00000509321,ENST00000513656",0,0,0,0,0,0,0,0,0
ENSG00000145431,56034,PDGFC,platelet derived growth factor C [Source:HGNC Symbol;Acc:HGNC:8801],"ENST00000274071,ENST00000422544,ENST00000502773,ENST00000504672,ENST00000506880,ENST00000510982,ENST00000511985,ENST00000512711,ENST00000513664",1,7,0,1,7,2,2,1,4
ENSG00000145439,84869,CBR4,carbonyl reductase 4 [Source:HGNC Symbol;Acc:HGNC:25891],"ENST00000306193,ENST00000504480,ENST00000504561,ENST00000506808,ENST00000507752,ENST00000509108,ENST00000510042",1850,1868,1935,1727,1818,1583,1763,1760,1744
ENSG00000145451,8001,GLRA3,glycine receptor alpha 3 [Source:HGNC Symbol;Acc:HGNC:4328],"ENST00000274093,ENST00000340217,ENST00000436738,ENST00000483010",0,0,0,0,0,0,1,0,0
ENSG00000145476,285440,CYP4V2,cytochrome P450 family 4 subfamily V member 2 [Source:HGNC Symbol;Acc:HGNC:23198],"ENST00000378802,ENST00000502665,ENST00000507209,ENST00000513354",1755,1964,1951,2256,2069,1818,2018,1945,1905
ENSG00000145491,83853,ROPN1L,rhophilin associated tail protein 1 like [Source:HGNC Symbol;Acc:HGNC:24060],"ENST00000274134,ENST00000416930,ENST00000503804,ENST00000510520,ENST00000512022,ENST00000515762,ENST00000718289,ENST00000718290,ENST00000718291,ENST00000718292",59,35,39,54,53,35,34,34,33
ENSG00000145494,4726,NDUFS6,NADH:ubiquinone oxidoreductase subunit S6 [Source:HGNC Symbol;Acc:HGNC:7713],"ENST00000274137,ENST00000469176,ENST00000510329",10634,9864,10785,9139,10627,8302,9479,8263,8908
ENSG00000145495,10299,MARCHF6,membrane associated ring-CH-type finger 6 [Source:HGNC Symbol;Acc:HGNC:30550],"ENST00000274140,ENST00000449913,ENST00000502795,ENST00000503788,ENST00000505253,ENST00000506131,ENST00000507863,ENST00000510792,ENST00000510872,ENST00000511802,ENST00000512449,ENST00000514312,ENST00000514961,ENST00000606497",8012,9429,9583,10324,9797,8898,9466,9109,9044
ENSG00000145506,85409,NKD2,NKD inhibitor of WNT signaling pathway 2 [Source:HGNC Symbol;Acc:HGNC:17046],"ENST00000274150,ENST00000296849,ENST00000513296,ENST00000519933,ENST00000523688",235,243,229,319,314,232,242,212,224
ENSG00000145526,1016,CDH18,cadherin 18 [Source:HGNC Symbol;Acc:HGNC:1757],"ENST00000274170,ENST00000382275,ENST00000502796,ENST00000503132,ENST00000506372,ENST00000507632,ENST00000507958,ENST00000508350,ENST00000510297,ENST00000511273,ENST00000511423,ENST00000515257",0,6,5,9,0,4,5,3,6
ENSG00000145536,170690,ADAMTS16,ADAM metallopeptidase with thrombospondin type 1 motif 16 [Source:HGNC Symbol;Acc:HGNC:17108],"ENST00000274181,ENST00000433402,ENST00000511368,ENST00000513709",0,0,2,0,0,0,0,0,0
ENSG00000145545,6715,SRD5A1,steroid 5 alpha-reductase 1 [Source:HGNC Symbol;Acc:HGNC:11284],"ENST00000274192,ENST00000504286,ENST00000510531,ENST00000513117",2516,2674,2886,3112,3106,2704,2990,2770,2728
ENSG00000145555,4651,MYO10,myosin X [Source:HGNC Symbol;Acc:HGNC:7593],"ENST00000274203,ENST00000502436,ENST00000505695,ENST00000506343,ENST00000507288,ENST00000508318,ENST00000510401,ENST00000511972,ENST00000512061,ENST00000513610,ENST00000513882,ENST00000515803",2508,3030,2940,3093,3121,2650,2921,2896,2989
ENSG00000145569,54491,OTULINL,OTU deubiquitinase with linear linkage specificity like [Source:HGNC Symbol;Acc:HGNC:25629],"ENST00000274217,ENST00000506258,ENST00000513825",5139,5919,6122,3717,3551,3368,4788,4678,4882
ENSG00000145592,6167,RPL37,ribosomal protein L37 [Source:HGNC Symbol;Acc:HGNC:10347],"ENST00000274242,ENST00000504562,ENST00000507642,ENST00000508493,ENST00000509877,ENST00000511787",68939,66185,71691,63923,72279,57158,64649,57914,59705
ENSG00000145604,6502,SKP2,S-phase kinase associated protein 2 [Source:HGNC Symbol;Acc:HGNC:10901],"ENST00000274254,ENST00000274255,ENST00000504386,ENST00000508514,ENST00000509692,ENST00000513151,ENST00000513263,ENST00000546211,ENST00000620197,ENST00000676559,ENST00000677537,ENST00000677861,ENST00000677886,ENST00000677905,ENST00000677911,ENST00000677984,ENST00000678129,ENST00000678149,ENST00000678260,ENST00000678270,ENST00000678537,ENST00000678580,ENST00000678948,ENST00000679015,ENST00000679258,ENST00000679283",5360,6397,6371,5949,5595,4978,5948,5673,5899
ENSG00000145623,9180,OSMR,oncostatin M receptor [Source:HGNC Symbol;Acc:HGNC:8507],"ENST00000274276,ENST00000502536,ENST00000508882,ENST00000509237,ENST00000513831",370,451,447,505,484,411,453,443,378
ENSG00000145626,133688,UGT3A1,UDP glycosyltransferase family 3 member A1 [Source:HGNC Symbol;Acc:HGNC:26625],"ENST00000274278,ENST00000333811,ENST00000503189,ENST00000507113,ENST00000513233,ENST00000515801,ENST00000625798",1,2,2,3,1,1,2,1,1
ENSG00000145632,10769,PLK2,polo like kinase 2 [Source:HGNC Symbol;Acc:HGNC:19699],"ENST00000274289,ENST00000502671,ENST00000503115,ENST00000503378,ENST00000503713,ENST00000504196,ENST00000505244,ENST00000508300,ENST00000509422,ENST00000509555,ENST00000510629,ENST00000511326,ENST00000514306,ENST00000515415,ENST00000617412",2661,2870,2937,2441,2595,2188,2585,2335,2236
ENSG00000145642,100132916,SHISAL2B,shisa like 2B [Source:HGNC Symbol;Acc:HGNC:34236],"ENST00000389074,ENST00000506473,ENST00000509189,ENST00000512767,ENST00000513930",0,1,1,0,0,0,0,0,0
ENSG00000145649,3001,GZMA,granzyme A [Source:HGNC Symbol;Acc:HGNC:4708],ENST00000274306,0,0,0,0,0,0,0,0,0
ENSG00000145675,5295,PIK3R1,phosphoinositide-3-kinase regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:8979],"ENST00000320694,ENST00000336483,ENST00000517412,ENST00000517643,ENST00000517698,ENST00000518292,ENST00000518813,ENST00000519025,ENST00000520550,ENST00000520675,ENST00000521381,ENST00000521409,ENST00000521657,ENST00000522084,ENST00000523807,ENST00000523872,ENST00000697457,ENST00000697458,ENST00000697459,ENST00000697460,ENST00000697461,ENST00000697462,ENST00000697463,ENST00000697464,ENST00000697465,ENST00000697466,ENST00000697467,ENST00000697468,ENST00000697469,ENST00000697470,ENST00000697555,ENST00000697556,ENST00000697557",5891,7092,7115,7454,7319,6297,6827,6749,6934
ENSG00000145681,1404,HAPLN1,hyaluronan and proteoglycan link protein 1 [Source:HGNC Symbol;Acc:HGNC:2380],"ENST00000274341,ENST00000503117,ENST00000504713,ENST00000508307,ENST00000510978,ENST00000514416,ENST00000515590",0,2,0,0,0,0,0,0,0
ENSG00000145685,10184,LHFPL2,LHFPL tetraspan subfamily member 2 [Source:HGNC Symbol;Acc:HGNC:6588],"ENST00000380345,ENST00000502722,ENST00000503686,ENST00000510949,ENST00000512759,ENST00000514587,ENST00000515007,ENST00000515349",1249,1383,1443,1505,1460,1231,1550,1373,1454
ENSG00000145687,23635,SSBP2,single stranded DNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15831],"ENST00000320672,ENST00000504136,ENST00000504174,ENST00000504985,ENST00000505980,ENST00000506960,ENST00000507472,ENST00000507655,ENST00000507968,ENST00000508912,ENST00000509013,ENST00000509053,ENST00000509743,ENST00000510060,ENST00000512098,ENST00000512923,ENST00000513785,ENST00000514493,ENST00000515395,ENST00000615665",1006,1127,1146,1522,1565,1347,1187,1126,1116
ENSG00000145692,635,BHMT,betaine--homocysteine S-methyltransferase [Source:HGNC Symbol;Acc:HGNC:1047],"ENST00000274353,ENST00000520335,ENST00000520703,ENST00000521279,ENST00000523508,ENST00000524080",1,2,0,0,0,0,0,0,0
ENSG00000145700,256006,ANKRD31,ankyrin repeat domain 31 [Source:HGNC Symbol;Acc:HGNC:26853],"ENST00000274361,ENST00000504022,ENST00000506364,ENST00000674120",15,8,14,17,7,18,6,8,9
ENSG00000145703,10788,IQGAP2,IQ motif containing GTPase activating protein 2 [Source:HGNC Symbol;Acc:HGNC:6111],"ENST00000274364,ENST00000379730,ENST00000396234,ENST00000502745,ENST00000504254,ENST00000504477,ENST00000504558,ENST00000504815,ENST00000508410,ENST00000509074,ENST00000509741,ENST00000512256,ENST00000512383,ENST00000513534,ENST00000514001,ENST00000514350,ENST00000514579,ENST00000515505,ENST00000685113,ENST00000685564,ENST00000692467",3647,4446,4537,3870,4057,3308,4453,4196,4169
ENSG00000145708,1393,CRHBP,corticotropin releasing hormone binding protein [Source:HGNC Symbol;Acc:HGNC:2356],"ENST00000274368,ENST00000503763,ENST00000506501,ENST00000512446,ENST00000514258",0,0,0,0,0,0,0,0,0
ENSG00000145715,5921,RASA1,RAS p21 protein activator 1 [Source:HGNC Symbol;Acc:HGNC:9871],"ENST00000274376,ENST00000456692,ENST00000506290,ENST00000509953,ENST00000512763,ENST00000515800",4028,4429,4564,4723,4546,4040,4383,4339,4177
ENSG00000145721,167410,LIX1,limb and CNS expressed 1 [Source:HGNC Symbol;Acc:HGNC:18581],"ENST00000274382,ENST00000512378",5,4,8,6,10,0,6,7,7
ENSG00000145723,54826,GIN1,gypsy retrotransposon integrase 1 [Source:HGNC Symbol;Acc:HGNC:25959],"ENST00000399004,ENST00000507478,ENST00000508629,ENST00000511400,ENST00000512248,ENST00000513603,ENST00000513747",686,743,741,785,800,649,738,648,707
ENSG00000145725,23262,PPIP5K2,diphosphoinositol pentakisphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:29035],"ENST00000321521,ENST00000358359,ENST00000414217,ENST00000502481,ENST00000504083,ENST00000504275,ENST00000507310,ENST00000507921,ENST00000508935,ENST00000509597,ENST00000510672,ENST00000511022,ENST00000511724,ENST00000515845,ENST00000613674,ENST00000613907,ENST00000627916,ENST00000698750",1695,2023,2108,2395,2250,1839,2003,1975,2076
ENSG00000145730,5066,PAM,peptidylglycine alpha-amidating monooxygenase [Source:HGNC Symbol;Acc:HGNC:8596],"ENST00000304400,ENST00000345721,ENST00000346918,ENST00000348126,ENST00000379799,ENST00000438793,ENST00000455264,ENST00000504456,ENST00000504691,ENST00000505372,ENST00000505654,ENST00000506006,ENST00000506127,ENST00000506260,ENST00000508060,ENST00000509523,ENST00000509636,ENST00000509832,ENST00000510006,ENST00000510208,ENST00000511429,ENST00000511477,ENST00000511839,ENST00000512073,ENST00000513648,ENST00000682024,ENST00000682407,ENST00000682882,ENST00000682972,ENST00000684043,ENST00000684379,ENST00000684529",151,152,153,182,193,173,160,169,130
ENSG00000145734,55814,BDP1,"B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB [Source:HGNC Symbol;Acc:HGNC:13652]","ENST00000358731,ENST00000508157,ENST00000508917,ENST00000514903,ENST00000525844",10850,13799,14046,13967,12210,11407,12994,13368,12934
ENSG00000145736,"2,966,728,340",GTF2H2,general transcription factor IIH subunit 2 [Source:HGNC Symbol;Acc:HGNC:4656],"ENST00000274400,ENST00000330280,ENST00000508592,ENST00000517900,ENST00000518275,ENST00000518898,ENST00000519783,ENST00000521602,ENST00000521858,ENST00000521942,ENST00000522654,ENST00000523003,ENST00000523693",18907.83,19862.54,20699.09,20114,20299.34,17088.57,20156.56,18556.02,18186.8
ENSG00000145740,64924,SLC30A5,solute carrier family 30 member 5 [Source:HGNC Symbol;Acc:HGNC:19089],"ENST00000380860,ENST00000396591,ENST00000502979,ENST00000504103,ENST00000507354,ENST00000511158,ENST00000512367,ENST00000513937",8039,9327,9507,9329,9465,7719,9032,8467,8630
ENSG00000145741,689,BTF3,basic transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:1125],"ENST00000335895,ENST00000380591,ENST00000507081,ENST00000508901,ENST00000509708,ENST00000510787,ENST00000512257,ENST00000514360,ENST00000514505,ENST00000676856,ENST00000676862,ENST00000677654,ENST00000678135,ENST00000679077",41889,43640,44480.86,42810.01,46850.96,36827,43265,38991.01,39760
ENSG00000145743,64839,FBXL17,F-box and leucine rich repeat protein 17 [Source:HGNC Symbol;Acc:HGNC:13615],"ENST00000481160,ENST00000496714,ENST00000518486,ENST00000542267",25908,30153,31384,31926,31113,26473,29558,28460,29578
ENSG00000145757,83890,SPATA9,spermatogenesis associated 9 [Source:HGNC Symbol;Acc:HGNC:22988],"ENST00000274432,ENST00000316087,ENST00000379990,ENST00000477047,ENST00000477715,ENST00000489917",0,0,0,0,0,0,0,1,3
ENSG00000145777,85480,TSLP,thymic stromal lymphopoietin [Source:HGNC Symbol;Acc:HGNC:30743],"ENST00000344895,ENST00000379706,ENST00000420978",2,1,7,3,8,2,4,4,4
ENSG00000145779,25816,TNFAIP8,TNF alpha induced protein 8 [Source:HGNC Symbol;Acc:HGNC:17260],"ENST00000274456,ENST00000388882,ENST00000415806,ENST00000503646,ENST00000504642,ENST00000504771,ENST00000513374",3916,4582,4458,3456,3633,3051,3965,3767,3809
ENSG00000145780,56929,FEM1C,fem-1 homolog C [Source:HGNC Symbol;Acc:HGNC:16933],ENST00000274457,1873,2180,2223,2436,2361,2070,2218,2176,2245
ENSG00000145781,51397,COMMD10,COMM domain containing 10 [Source:HGNC Symbol;Acc:HGNC:30201],"ENST00000274458,ENST00000503424,ENST00000506589,ENST00000507356,ENST00000508250,ENST00000515539,ENST00000632434",2683,3015,2908,2868,3078,2722,2935,2749,2627
ENSG00000145782,9140,ATG12,autophagy related 12 [Source:HGNC Symbol;Acc:HGNC:588],"ENST00000379594,ENST00000500945,ENST00000505252,ENST00000505993,ENST00000507793,ENST00000508464,ENST00000509598,ENST00000509910,ENST00000511984,ENST00000513167,ENST00000513292,ENST00000513322,ENST00000514775",2295.96,2530,2558,2577.97,2677.99,2341.96,2488,2356.98,2328.98
ENSG00000145794,84466,MEGF10,multiple EGF like domains 10 [Source:HGNC Symbol;Acc:HGNC:29634],"ENST00000274473,ENST00000418761,ENST00000503335,ENST00000506709,ENST00000507158,ENST00000508365,ENST00000510513,ENST00000510828,ENST00000515002,ENST00000515622",3,0,0,9,3,5,1,3,0
ENSG00000145808,171019,ADAMTS19,ADAM metallopeptidase with thrombospondin type 1 motif 19 [Source:HGNC Symbol;Acc:HGNC:17111],"ENST00000274487,ENST00000502709,ENST00000505791,ENST00000509467",0,0,0,0,0,0,0,0,0
ENSG00000145817,81555,YIPF5,Yip1 domain family member 5 [Source:HGNC Symbol;Acc:HGNC:24877],"ENST00000274496,ENST00000448443,ENST00000508754,ENST00000513112,ENST00000519064,ENST00000522203",2848,3060,3141,3220,3406,2849,2921,2771,2840
ENSG00000145819,23092,ARHGAP26,Rho GTPase activating protein 26 [Source:HGNC Symbol;Acc:HGNC:17073],"ENST00000274498,ENST00000378013,ENST00000418236,ENST00000419676,ENST00000421521,ENST00000424007,ENST00000425417,ENST00000443045,ENST00000443674,ENST00000451259,ENST00000461314,ENST00000464838,ENST00000469131,ENST00000469396,ENST00000470032,ENST00000475287,ENST00000477867,ENST00000486650,ENST00000489924,ENST00000642734,ENST00000645625,ENST00000645722,ENST00000646213",1284,1355,1486,1247,1371,1202,1410,1247,1259
ENSG00000145824,9547,CXCL14,C-X-C motif chemokine ligand 14 [Source:HGNC Symbol;Acc:HGNC:10640],"ENST00000337225,ENST00000512158",0,0,0,0,0,0,0,0,0
ENSG00000145826,3950,LECT2,leukocyte cell derived chemotaxin 2 [Source:HGNC Symbol;Acc:HGNC:6550],"ENST00000274507,ENST00000471827,ENST00000512872,ENST00000514447,ENST00000522943",0,0,0,0,0,0,0,0,0
ENSG00000145832,153328,SLC25A48,solute carrier family 25 member 48 [Source:HGNC Symbol;Acc:HGNC:30451],"ENST00000274513,ENST00000412661,ENST00000425402,ENST00000433282,ENST00000462340,ENST00000471980,ENST00000510147,ENST00000646290,ENST00000647391,ENST00000650267,ENST00000681962,ENST00000698885,ENST00000698886",18.18,19,14,20,26.16,27.61,19,33,14
ENSG00000145833,9879,DDX46,DEAD-box helicase 46 [Source:HGNC Symbol;Acc:HGNC:18681],"ENST00000354283,ENST00000452510,ENST00000503946,ENST00000505592,ENST00000506332,ENST00000507053,ENST00000507392,ENST00000509178,ENST00000509255,ENST00000513592,ENST00000513987,ENST00000628477",8500.24,9096.29,9216.21,8783.24,8819.27,7482.18,8275.27,8040.35,8306.05
ENSG00000145835,.,CDKN2AIPNLP2,CDKN2A interacting protein N-terminal like pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:39855],ENST00000274516,0,0,0,0,0,0,0,0,0
ENSG00000145839,3578,IL9,interleukin 9 [Source:HGNC Symbol;Acc:HGNC:6029],ENST00000274520,0,0,0,0,0,0,0,0,0
ENSG00000145850,91937,TIMD4,T cell immunoglobulin and mucin domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25132],"ENST00000274532,ENST00000406964,ENST00000407087",0,1,0,0,0,0,0,0,0
ENSG00000145860,153830,RNF145,ring finger protein 145 [Source:HGNC Symbol;Acc:HGNC:20853],"ENST00000274542,ENST00000424310,ENST00000518062,ENST00000518284,ENST00000518802,ENST00000519865,ENST00000519985,ENST00000520548,ENST00000520638,ENST00000521266,ENST00000521606",3409.44,3857.92,3788.86,4543.34,4498.54,3859.61,3954.73,3729.47,3716.72
ENSG00000145861,114898,C1QTNF2,C1q and TNF related 2 [Source:HGNC Symbol;Acc:HGNC:14325],"ENST00000393975,ENST00000652664",8,3,6,7,8,3,8,11,10
ENSG00000145863,2559,GABRA6,gamma-aminobutyric acid type A receptor subunit alpha6 [Source:HGNC Symbol;Acc:HGNC:4080],"ENST00000274545,ENST00000517823,ENST00000518888,ENST00000520000,ENST00000521520,ENST00000522269,ENST00000523217,ENST00000523691,ENST00000524220",0,0,0,0,0,0,0,0,0
ENSG00000145864,2561,GABRB2,gamma-aminobutyric acid type A receptor subunit beta2 [Source:HGNC Symbol;Acc:HGNC:4082],"ENST00000274547,ENST00000353437,ENST00000393959,ENST00000517547,ENST00000517901,ENST00000520240,ENST00000522758,ENST00000523730,ENST00000612710,ENST00000674514,ENST00000674988,ENST00000675081,ENST00000675245,ENST00000675303,ENST00000675381,ENST00000675682,ENST00000675746,ENST00000675773",1,0,0,0,0,1,0,0,0
ENSG00000145868,81545,FBXO38,F-box protein 38 [Source:HGNC Symbol;Acc:HGNC:28844],"ENST00000296701,ENST00000340253,ENST00000394370,ENST00000502571,ENST00000502629,ENST00000503613,ENST00000504447,ENST00000504971,ENST00000505399,ENST00000508176,ENST00000508326,ENST00000508485,ENST00000508670,ENST00000509273,ENST00000509411,ENST00000509699,ENST00000511080,ENST00000513826,ENST00000514832,ENST00000521160",3838,4240,4428,3868,3745,3320,4016,3791,3821
ENSG00000145879,84651,SPINK7,serine peptidase inhibitor Kazal type 7 [Source:HGNC Symbol;Acc:HGNC:24643],"ENST00000274565,ENST00000504037,ENST00000514394,ENST00000514646,ENST00000523535,ENST00000523913",0,0,0,0,0,1,0,0,0
ENSG00000145882,78991,PCYOX1L,prenylcysteine oxidase 1 like [Source:HGNC Symbol;Acc:HGNC:28477],"ENST00000274569,ENST00000503240,ENST00000505669,ENST00000507621,ENST00000510990,ENST00000511945,ENST00000514349",3396,3654,3652,3928,4106,3430,3805,3459,3393
ENSG00000145888,2741,GLRA1,glycine receptor alpha 1 [Source:HGNC Symbol;Acc:HGNC:4326],"ENST00000274576,ENST00000455880,ENST00000462581,ENST00000471351",0,0,0,0,0,0,0,0,0
ENSG00000145901,10318,TNIP1,TNFAIP3 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16903],"ENST00000315050,ENST00000389378,ENST00000517329,ENST00000518977,ENST00000519339,ENST00000520695,ENST00000520931,ENST00000521001,ENST00000521423,ENST00000521591,ENST00000521782,ENST00000522100,ENST00000522226,ENST00000522574,ENST00000522926,ENST00000523200,ENST00000523338,ENST00000524280,ENST00000610535,ENST00000714530",3321,3559,3915,3758,3870,3337,3698,3237,3518
ENSG00000145907,10146,G3BP1,G3BP stress granule assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:30292],"ENST00000356245,ENST00000394123,ENST00000507878,ENST00000517947,ENST00000518726,ENST00000519832,ENST00000520006,ENST00000520177,ENST00000520578,ENST00000522367,ENST00000522666,ENST00000522761,ENST00000523519,ENST00000627077,ENST00000676507,ENST00000676590,ENST00000676634,ENST00000676644,ENST00000676715,ENST00000676734,ENST00000676813,ENST00000676827,ENST00000676878,ENST00000676894,ENST00000676899,ENST00000676911,ENST00000676978,ENST00000677105,ENST00000677126,ENST00000677146,ENST00000677211,ENST00000677241,ENST00000677252,ENST00000677284,ENST00000677323,ENST00000677369,ENST00000677381,ENST00000677408,ENST00000677433,ENST00000677493,ENST00000677602,ENST00000677608,ENST00000677658,ENST00000677687,ENST00000677757,ENST00000677854,ENST00000677909,ENST00000677923,ENST00000678027,ENST00000678070,ENST00000678086,ENST00000678101,ENST00000678153,ENST00000678194,ENST00000678209,ENST00000678295,ENST00000678369,ENST00000678372,ENST00000678500,ENST00000678564,ENST00000678612,ENST00000678646,ENST00000678657,ENST00000678726,ENST00000678750,ENST00000678825,ENST00000678854,ENST00000678904,ENST00000678910,ENST00000678925,ENST00000678964,ENST00000678976,ENST00000679004,ENST00000679057,ENST00000679135,ENST00000679193,ENST00000679207,ENST00000679289",19893,23074,22921,22803,22455,18853,22388.99,21087,21914
ENSG00000145908,91975,ZNF300,zinc finger protein 300 [Source:HGNC Symbol;Acc:HGNC:13091],"ENST00000274599,ENST00000427179,ENST00000446148",1107,1077,1199,1135,1098,1055,1068,970,1063
ENSG00000145911,23138,N4BP3,NEDD4 binding protein 3 [Source:HGNC Symbol;Acc:HGNC:29852],ENST00000274605,282,280,299,350,357,323,291,282,277
ENSG00000145912,55651,NHP2,NHP2 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:14377],"ENST00000274606,ENST00000314397,ENST00000502263,ENST00000510363,ENST00000511078,ENST00000514354,ENST00000697323",15392.75,15499.78,16493.98,15654.95,17137.95,13568.45,15779.95,13515.91,14084.98
ENSG00000145916,64777,RMND5B,required for meiotic nuclear division 5 homolog B [Source:HGNC Symbol;Acc:HGNC:26181],"ENST00000313386,ENST00000502814,ENST00000507457,ENST00000507575,ENST00000507937,ENST00000508647,ENST00000512663,ENST00000512811,ENST00000513162,ENST00000515098,ENST00000515360,ENST00000542098",3174,3462,3677,3691,3593,3146,3480,3037,3088
ENSG00000145919,91272,BOD1,biorientation of chromosomes in cell division 1 [Source:HGNC Symbol;Acc:HGNC:25114],"ENST00000285908,ENST00000311086,ENST00000462674,ENST00000471339,ENST00000477985,ENST00000480951,ENST00000518658",3221,3376,3409,3583,3739,3105,3494,2939,3139
ENSG00000145920,10814,CPLX2,complexin 2 [Source:HGNC Symbol;Acc:HGNC:2310],"ENST00000359546,ENST00000393745,ENST00000502265,ENST00000506642,ENST00000509837,ENST00000512824,ENST00000514150,ENST00000515025,ENST00000515094,ENST00000515502",1,1,1,0,0,0,0,0,0
ENSG00000145934,57451,TENM2,teneurin transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:29943],"ENST00000517586,ENST00000517941,ENST00000518659,ENST00000518693,ENST00000519204,ENST00000520394,ENST00000521126,ENST00000522488,ENST00000695884,ENST00000695885,ENST00000695886,ENST00000695887,ENST00000695888,ENST00000695961,ENST00000695962",11,8,10,12,20,8,23,13,10
ENSG00000145936,3779,KCNMB1,potassium calcium-activated channel subfamily M regulatory beta subunit 1 [Source:HGNC Symbol;Acc:HGNC:6285],"ENST00000274629,ENST00000521859",0,0,0,0,0,0,0,0,0
ENSG00000145945,26240,FAM50B,family with sequence similarity 50 member B [Source:HGNC Symbol;Acc:HGNC:18789],"ENST00000380274,ENST00000648326",297,287,328,322,335,276,293,272,261
ENSG00000145949,340156,MYLK4,myosin light chain kinase family member 4 [Source:HGNC Symbol;Acc:HGNC:27972],"ENST00000274643,ENST00000647417,ENST00000698899,ENST00000698900",9,9,5,8,9,5,17,11,8
ENSG00000145975,222826,FAM217A,family with sequence similarity 217 member A [Source:HGNC Symbol;Acc:HGNC:21362],"ENST00000274673,ENST00000380188,ENST00000463904,ENST00000469157,ENST00000478714,ENST00000492651,ENST00000498677,ENST00000639338",0,0,0,0,0,0,0,0,0
