gene_id,entrezgene_id,external_gene_name,description,transcript_id(s),14340-YK-1,14340-YK-2,14340-YK-3,14340-YK-4,14340-YK-5,14340-YK-6,14340-YK-7,14340-YK-8,14340-YK-9
ENSG00000235820,.,.,novel transcript,ENST00000413249,0,0,0,0,0,0,0,0,0
ENSG00000235821,.,IFITM4P,interferon induced transmembrane protein 4 pseudogene [Source:HGNC Symbol;Acc:HGNC:21669],ENST00000441380,0,0,0,0,0,0,0,0,1
ENSG00000235823,90271,OLMALINC,oligodendrocyte maturation-associated long intergenic non-coding RNA [Source:HGNC Symbol;Acc:HGNC:28060],"ENST00000454935,ENST00000608396,ENST00000641087,ENST00000641571,ENST00000641708,ENST00000641799,ENST00000654233,ENST00000654288,ENST00000654563,ENST00000656449,ENST00000657262,ENST00000657502,ENST00000658059,ENST00000659075,ENST00000659159,ENST00000659770,ENST00000661096,ENST00000661158,ENST00000662018,ENST00000662712,ENST00000663103,ENST00000664100,ENST00000664224,ENST00000664225,ENST00000664516,ENST00000665022,ENST00000665755,ENST00000666045,ENST00000666154,ENST00000666713,ENST00000667278,ENST00000668101,ENST00000668189,ENST00000668904,ENST00000669693,ENST00000690014,ENST00000768997,ENST00000768998,ENST00000768999,ENST00000769000,ENST00000769001,ENST00000769002,ENST00000769003",410,420,499,428,447,390,499,434,410
ENSG00000235824,100507605,LINC00837,long intergenic non-protein coding RNA 837 [Source:HGNC Symbol;Acc:HGNC:27436],"ENST00000443246,ENST00000446012,ENST00000608061,ENST00000622423,ENST00000656822,ENST00000657525,ENST00000658979",0,0,0,0,0,0,1,1,0
ENSG00000235827,.,TUBB8P9,tubulin beta 8 class VIII pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:42347],ENST00000422534,0,0,0,0,0,0,0,0,0
ENSG00000235828,.,RPL36AP26,ribosomal protein L36a pseudogene 26 [Source:HGNC Symbol;Acc:HGNC:36758],ENST00000476382,0,0,0,0,0,2.02,0,0,0
ENSG00000235829,.,TBCAP2,tubulin folding cofactor A pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:42631],ENST00000416175,0,0,0,0,0,0,0,0,0
ENSG00000235830,101927440,SRGAP3-AS4,SRGAP3 antisense RNA 4 [Source:HGNC Symbol;Acc:HGNC:42434],"ENST00000449023,ENST00000762419,ENST00000762420,ENST00000762421,ENST00000762422,ENST00000762423",80,103,72,101,101,87,85,69,78
ENSG00000235831,100507582,BHLHE40-AS1,BHLHE40 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44471],"ENST00000441386,ENST00000615017,ENST00000615178,ENST00000620618,ENST00000663474,ENST00000668962,ENST00000701363,ENST00000814314,ENST00000814315,ENST00000814316,ENST00000814317,ENST00000814318,ENST00000814319,ENST00000814320,ENST00000814321",172,137,191,166,140,135,153,143,158
ENSG00000235832,.,CNN2P3,calponin 2 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:39528],ENST00000450201,0,0,0,0,0,0,0,0,0
ENSG00000235833,.,.,coiled-coil domain containing 144C (CCDC144C) pseudogene,ENST00000448261,3,1,0,0,0,0,0,0,0
ENSG00000235834,101928389,.,novel transcript,ENST00000433228,0,0,0,0,0,0,0,0,0
ENSG00000235836,.,KIF3AP1,kinesin family member 3A pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:52811],ENST00000454055,0,0,0,0,0,0,0,0,0
ENSG00000235837,.,.,novel transcript,"ENST00000418907,ENST00000745832",0,0,0,0,0,0,0,0,0
ENSG00000235838,.,HSP90AB7P,"heat shock protein 90 alpha family class B member 7, pseudogene [Source:HGNC Symbol;Acc:HGNC:44701]",ENST00000450068,0,0,0,0,0,0,0,0,0
ENSG00000235840,.,.,novel transcript,"ENST00000437837,ENST00000725912,ENST00000725913,ENST00000725914,ENST00000725915,ENST00000725916",0,0,0,0,2,1,0,0,0
ENSG00000235843,.,.,novel transcript,ENST00000458171,0,0,0,0,0,0,0,0,0
ENSG00000235845,.,.,novel transcript,ENST00000427258,0,0,0,0,0,0,0,0,0
ENSG00000235847,.,LDHAP7,lactate dehydrogenase A pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:23144],ENST00000398295,0,4.11,2.04,0,1.98,2.97,3.08,1.02,0.98
ENSG00000235848,.,RMDN2-AS1,RMDN2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41150],"ENST00000414365,ENST00000598798,ENST00000601029,ENST00000626669,ENST00000627113,ENST00000627330,ENST00000627614,ENST00000629310,ENST00000629814,ENST00000630021,ENST00000630340,ENST00000630458,ENST00000631120,ENST00000631208",0,0,0,0,0,0,0,0,0
ENSG00000235849,100874102,HS6ST2-AS1,HS6ST2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40870],ENST00000455269,0,0,0,0,0,0,0,0,0
ENSG00000235855,.,OR7E145P,olfactory receptor family 7 subfamily E member 145 pseudogene [Source:HGNC Symbol;Acc:HGNC:19618],ENST00000524910,0,0,0,0,0,0,0,0,0
ENSG00000235857,.,CTBP2P1,CTBP2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23940],ENST00000431853,1,3,0,0,2,1,1,0,0
ENSG00000235858,.,.,novel transcript,ENST00000416657,0,0,0,0,0,0,0,0,0
ENSG00000235859,.,.,"proteasome (prosome, macropain) 26S subunit, ATPase, 5 (PSMC5) pseudogene",ENST00000496846,101,107,99,111,110,96,93,91,91
ENSG00000235861,.,.,zinc finger CCCH-type containing 12A (ZC3H12A) pseudogene,ENST00000434368,0,0,0,0,0,0,0,0,0
ENSG00000235862,.,.,novel transcript,ENST00000427949,0,0,0,0,0,0,0,0,0
ENSG00000235863,8705,B3GALT4,"beta-1,3-galactosyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:919]","ENST00000451237,ENST00000606990",65,90,71,71,79,65,81,50,61
ENSG00000235864,.,HSPA8P6,heat shock protein family A (Hsp70) member 8 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:44921],ENST00000451965,0,0,0,0,0,0,0,0,0
ENSG00000235865,57000,GSN-AS1,GSN antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:23372],ENST00000414544,0,0,0,0,0,0,0,0,0
ENSG00000235868,.,GAPDHP31,glyceraldehyde 3 phosphate dehydrogenase pseudogene 31 [Source:HGNC Symbol;Acc:HGNC:37783],ENST00000509325,0,0,0,0,0,0,0,0,0
ENSG00000235869,.,.,ribosomal protein S26 (RPS26) pseudogene,ENST00000441426,0,0,0,0,0,0,0,0,0
ENSG00000235871,.,.,pseudogene similar to part of piggyBac transposable element derived 4 (PGBD4),ENST00000420950,0,0,0,0,1,0,2,0,0
ENSG00000235872,.,.,novel transcript,ENST00000425371,0,0,0,0,0,0,0,0,0
ENSG00000235875,100874238,ARHGEF7-AS2,ARHGEF7 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:40717],"ENST00000425094,ENST00000717699,ENST00000757781",0,0,0,0,0,0,0,0,0
ENSG00000235876,.,FEM1AP4,fem-1 homolog A pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:39832],ENST00000443167,0,0,2,0,0,0,0,0,0
ENSG00000235879,.,FAR1P1,fatty acyl-CoA reductase 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39675],ENST00000427163,0,0,0,0,0,0,0,0,0
ENSG00000235880,.,.,novel transcript,ENST00000429661,0,0,0,0,0,0,0,0,0
ENSG00000235881,.,.,novel transcript,ENST00000414159,0,0,0,0,0,0,0,0,0
ENSG00000235885,101927661,LINC01828,long intergenic non-protein coding RNA 1828 [Source:HGNC Symbol;Acc:HGNC:52634],"ENST00000445514,ENST00000450294,ENST00000452716,ENST00000593336,ENST00000594329,ENST00000598583,ENST00000618608,ENST00000626583,ENST00000627247,ENST00000628692,ENST00000629960,ENST00000630617,ENST00000631099,ENST00000657551,ENST00000821576,ENST00000821577",1,1,0,0,0,3,0,0,1
ENSG00000235886,.,.,novel transcript,ENST00000432423,0,0,0,0,0,0,0,0,0
ENSG00000235887,.,LINC02799,long intergenic non-protein coding RNA 2799 [Source:HGNC Symbol;Acc:HGNC:54324],ENST00000456469,0,0,4,0.08,2,0,2,1,1
ENSG00000235888,.,LINC02940,long intergenic non-protein coding RNA 2940 [Source:HGNC Symbol;Acc:HGNC:55955],"ENST00000417335,ENST00000419664,ENST00000652155,ENST00000655642,ENST00000663162,ENST00000666868,ENST00000691476,ENST00000743376,ENST00000743377,ENST00000743378,ENST00000743379,ENST00000743380,ENST00000743381,ENST00000743382,ENST00000743383,ENST00000743384,ENST00000743385,ENST00000743386,ENST00000743387,ENST00000743388,ENST00000743389,ENST00000743390,ENST00000743391,ENST00000809871",0,1,0,0,0,0,0,2,0
ENSG00000235890,.,TSPEAR-AS1,TSPEAR antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:1271],"ENST00000330490,ENST00000354333,ENST00000430181,ENST00000451035,ENST00000465978,ENST00000715809,ENST00000789496,ENST00000789497",408,426,458,497,483,406,426,444,457
ENSG00000235892,.,PKMP2,pyruvate kinase M1/2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:44244],ENST00000412159,0,0,0,0,0,0,0,0,0
ENSG00000235893,.,.,novel pseudogene,ENST00000478218,0,0,0,0,0,0,0,0,0
ENSG00000235895,.,.,"RNA binding motif protein, Y-linked, family 1, member A1 (RBMY1A1) pseudogene",ENST00000425857,0,0,0,0,0,0,0,0,0
ENSG00000235897,100874214,TM4SF19-AS1,TM4SF19 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41085],"ENST00000420226,ENST00000444939,ENST00000452051",37,42,29,45,41,57,33,37,30
ENSG00000235899,.,LINC01564,long intergenic non-protein coding RNA 1564 [Source:HGNC Symbol;Acc:HGNC:51361],"ENST00000448327,ENST00000659393,ENST00000668029,ENST00000692070,ENST00000697616,ENST00000697617,ENST00000700824,ENST00000701316,ENST00000701539,ENST00000702108,ENST00000702141,ENST00000781696,ENST00000781697,ENST00000781698,ENST00000781699,ENST00000781700,ENST00000781701,ENST00000781702,ENST00000781703,ENST00000781704,ENST00000781705,ENST00000781706,ENST00000781707,ENST00000781708,ENST00000781709,ENST00000781710,ENST00000781711,ENST00000781712,ENST00000781713,ENST00000781714,ENST00000781715,ENST00000781716",1,1,1,2,1,1,2,2,4
ENSG00000235901,.,CCSER2P1,CCSER2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:56795],ENST00000454390,0,0,0,0,0,0,0,0,0
ENSG00000235902,.,.,novel transcript,ENST00000447277,0,0,0,0,0,0,0,0,0
ENSG00000235903,100509894,CPB2-AS1,CPB2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39898],"ENST00000415033,ENST00000606243,ENST00000606351,ENST00000606991,ENST00000624622,ENST00000653655,ENST00000658197,ENST00000659168,ENST00000659354,ENST00000662364,ENST00000663015,ENST00000663159,ENST00000664417,ENST00000665492,ENST00000667034,ENST00000667409,ENST00000669053,ENST00000671398,ENST00000685928,ENST00000839803,ENST00000839804,ENST00000839805,ENST00000839806,ENST00000839807",6,11,9,8,4,9,10,8,11
ENSG00000235904,100873979,RBMS3-AS3,RBMS3 antisense RNA 3 [Source:HGNC Symbol;Acc:HGNC:39989],"ENST00000413430,ENST00000635847,ENST00000655701,ENST00000658006,ENST00000664598,ENST00000741102,ENST00000798927,ENST00000798928,ENST00000798929",0,0,0,0,0,0,0,0,0
ENSG00000235907,.,.,"proteasome (prosome, macropain) subunit, alpha type, 3 (PSMA3) pseudogene",ENST00000424879,0,0,0,0,0,0,0,0,0
ENSG00000235908,.,RHOA-IT1,RHOA intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41308],ENST00000428083,0,2,0,0,1,0,1,1,0
ENSG00000235910,.,APOA1-AS,APOA1 antisense RNA [Source:HGNC Symbol;Acc:HGNC:40079],"ENST00000444200,ENST00000669664",6,5,15,4,10,9,8,7,3
ENSG00000235911,.,.,novel transcript,"ENST00000432822,ENST00000839760,ENST00000839761",0,0,0,0,0,0,0,0,0
ENSG00000235912,.,.,novel pseudogene,ENST00000433132,38.07,28.1,27.34,24.68,27.28,20.89,35.19,23.48,34.43
ENSG00000235914,100379174,MACROD2-AS1,MACROD2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:37193],"ENST00000439451,ENST00000455291,ENST00000653740,ENST00000664409,ENST00000738173,ENST00000738174,ENST00000738175",0,0,0,0,0,0,0,0,0
ENSG00000235916,.,MRPS18CP7,MRPS18C pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:44530],ENST00000455300,1,1,0,0,0,1,0,0,0
ENSG00000235917,.,MTCO2P11,MT-CO2 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:52027],ENST00000431069,2,1,1,0,0,0,0,0,0
ENSG00000235919,645676,ASH1L-AS1,ASH1L antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44146],"ENST00000452809,ENST00000456633",366.8,312,369,424.91,385,391.73,348.01,338.88,332
ENSG00000235920,.,THRAP3P3,THRAP3 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:54834],ENST00000445066,3,2,1,2,2,0,2,0,3
ENSG00000235922,.,RPL13P14,ribosomal protein L13 pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:36387],ENST00000423396,0,0,0,0,0,0,0,0,0
ENSG00000235924,.,ZNRF2P3,zinc and ring finger 2 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:45113],ENST00000424200,0,0,0,1,0,0,0,0,0
ENSG00000235926,.,RPS29P15,ribosomal protein S29 pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:35876],ENST00000458329,0,0,0,0,0,0,0,0,0
ENSG00000235927,374987,NEXN-AS1,NEXN antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:31983],ENST00000421331,0,2,0,2,1,0,0,1,0
ENSG00000235929,.,TPT1P14,TPT1 pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:49305],ENST00000448018,0,0,0,0,0,0,0,0,0
ENSG00000235930,.,HSPE1P12,heat shock protein family E (Hsp10) member 1 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:49331],ENST00000412576,0,0,0,0,0,0,0,0,0
ENSG00000235931,283025,LINC01553,long intergenic non-protein coding RNA 1553 [Source:HGNC Symbol;Acc:HGNC:23524],"ENST00000430888,ENST00000444900,ENST00000521074",1,0,0,2,0,1,0,1,0
ENSG00000235932,.,.,pseudogene similar to tripartite motif-containing protein,ENST00000445380,0,0,0,0,0,0,0,0,0
ENSG00000235933,.,LINC01779,long intergenic non-protein coding RNA 1779 [Source:HGNC Symbol;Acc:HGNC:52569],"ENST00000426515,ENST00000849284",0,0,0,0,0,0,0,0,0
ENSG00000235937,.,RPL21P30,ribosomal protein L21 pseudogene 30 [Source:HGNC Symbol;Acc:HGNC:36091],ENST00000418851,0,0,0,0,0,0,0,0,0
ENSG00000235939,.,.,novel transcript,"ENST00000423283,ENST00000732072,ENST00000732073,ENST00000732074,ENST00000732075",2,2,12,5,4,4,4,2,2
ENSG00000235940,.,MTND1P21,MT-ND1 pseudogene 21 [Source:HGNC Symbol;Acc:HGNC:42070],ENST00000412991,0,0,0,0,0,0,0,0,0
ENSG00000235942,448835,LCE6A,late cornified envelope 6A [Source:HGNC Symbol;Acc:HGNC:31824],ENST00000431011,0,0,0,0,0,0,0,0,0
ENSG00000235943,.,TMEM212-IT1,TMEM212 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41505],ENST00000456146,0,0,0,0,0,0,0,0,0
ENSG00000235944,.,ZNF815P,"zinc finger protein 815, pseudogene [Source:HGNC Symbol;Acc:HGNC:22029]",ENST00000434898,0,0,0,9.97,13.42,7.78,28.39,0,25.61
ENSG00000235945,.,.,novel pseudogene,ENST00000299783,0,0,0,0,0,0,0,0,0
ENSG00000235946,.,H2BW3P,"H2B.W histone 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:44390]",ENST00000441761,0,0,0,0,0,0,0,0,0
ENSG00000235947,100126791,EGOT,eosinophil granule ontogeny transcript [Source:HGNC Symbol;Acc:HGNC:37129],ENST00000414938,0,0,0,0,0,0,0,0,0
ENSG00000235951,.,.,novel pseudogene similar to part of a zinc finger protein,ENST00000425328,0,0,0,0,0,0,0,0,0
ENSG00000235954,284900,TTC28-AS1,TTC28 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:29336],"ENST00000417381,ENST00000417497,ENST00000419253,ENST00000424161,ENST00000425112,ENST00000428584,ENST00000428818,ENST00000428858,ENST00000430853,ENST00000433317,ENST00000434221,ENST00000435348,ENST00000436996,ENST00000437713,ENST00000452612,ENST00000453632,ENST00000454741,ENST00000454996,ENST00000540665,ENST00000654312,ENST00000654553,ENST00000654619,ENST00000655196,ENST00000655332,ENST00000659843,ENST00000662329,ENST00000662424,ENST00000662682,ENST00000663167,ENST00000664946,ENST00000665376,ENST00000665505,ENST00000665529,ENST00000669227,ENST00000670585,ENST00000670661,ENST00000688200,ENST00000690710,ENST00000702093,ENST00000723558,ENST00000723559,ENST00000723560,ENST00000723561,ENST00000723562,ENST00000723563,ENST00000723564,ENST00000723565,ENST00000723566,ENST00000723567,ENST00000723568,ENST00000723569,ENST00000723570,ENST00000723571,ENST00000723572,ENST00000723573,ENST00000723574",959.9,1117.19,1097.49,1165.34,1127.22,929,1017.76,1002.26,1048.52
ENSG00000235955,.,CICP20,capicua transcriptional repressor pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:48830],ENST00000443330,0,0,0,0,0,0,0,0,0
ENSG00000235957,.,COX7CP1,COX7C pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:2293],ENST00000446556,15.14,11.23,11.98,9.13,6.18,14.57,7.07,4.17,15.14
ENSG00000235958,100134015,UBOX5-AS1,UBOX5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44111],"ENST00000446537,ENST00000454019,ENST00000840179,ENST00000840180,ENST00000840181",0,0,1,0,0,0,0,0,0
ENSG00000235959,.,.,pseudogene similar to part of Cdon homolog (mouse) (CDON),ENST00000446969,0,0,0,0,0,0,0,0,0
ENSG00000235961,"84,968,128,966,702",PNMA6A,PNMA family member 6A [Source:HGNC Symbol;Acc:HGNC:28248],ENST00000421798,289.86,257.71,280.3,400.45,448.36,336.9,297.84,318.86,252.03
ENSG00000235962,.,RPL7AP53,ribosomal protein L7a pseudogene 53 [Source:HGNC Symbol;Acc:HGNC:36392],ENST00000468834,0,0,0,0,0,0,0,0,0
ENSG00000235963,.,MCCD1P1,mitochondrial coiled-coil domain 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33449],ENST00000445732,0,0,0,0,0,0,0,0,0
ENSG00000235964,.,FXYD6P2,FXYD domain containing ion transport regulator 6 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:4032],ENST00000444174,1,0,0,0,0,0,0,0,0
ENSG00000235965,.,.,novel transcript,ENST00000450653,0,0,0,0,0,0,0,0,0
ENSG00000235967,.,COX5BP3,cytochrome c oxidase subunit 5B pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:2272],ENST00000454627,0,0,0,0,0,0,0,0,0
ENSG00000235968,.,FBXL12P1,FBXL12 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54776],ENST00000454972,0,0,0,0,0,0,0,0,0
ENSG00000235969,.,CHEK2P4,CHEK2 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:43580],ENST00000450340,0,0,0,0,0,0,0,0,0
ENSG00000235972,.,.,novel transcript,ENST00000456346,0,0,0,0,0,0,0,0,0
ENSG00000235974,.,VN2R19P,"vomeronasal 2 receptor 19, pseudogene [Source:HGNC Symbol;Acc:HGNC:33225]","ENST00000442399,ENST00000663410",0,0,0,0,0,1.82,0,0,0
ENSG00000235975,.,TPM2P1,TPM2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:55137],ENST00000433780,0,0,0,0,0,0,0,0,0
ENSG00000235976,.,H2BP8,H2B histone pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:54445],ENST00000445127,0,0,0,0,0,0,0,0,0
ENSG00000235978,124906209,.,"novel transcript, antisense to ITPR1","ENST00000441894,ENST00000449914,ENST00000465436,ENST00000474544,ENST00000478724,ENST00000489771,ENST00000496600,ENST00000686919,ENST00000687391,ENST00000687684,ENST00000693140,ENST00000701860,ENST00000799487,ENST00000799488,ENST00000799489,ENST00000799490,ENST00000799491,ENST00000799492,ENST00000799493,ENST00000799494,ENST00000799495,ENST00000799496,ENST00000799497,ENST00000799498,ENST00000799499,ENST00000799500,ENST00000799501,ENST00000799502,ENST00000799503,ENST00000799504,ENST00000799505,ENST00000799506,ENST00000799507,ENST00000799508,ENST00000799509",6,5,15,6,12,4,0,7,3
ENSG00000235979,105371574,.,novel transcript,"ENST00000421796,ENST00000456537,ENST00000582654,ENST00000585389,ENST00000601694,ENST00000609249,ENST00000609396,ENST00000610229,ENST00000627753,ENST00000629630,ENST00000629746,ENST00000655270,ENST00000658570,ENST00000664238,ENST00000668984,ENST00000805699,ENST00000805700,ENST00000805701,ENST00000805702,ENST00000805703,ENST00000805704,ENST00000805705,ENST00000805706,ENST00000805707,ENST00000805708,ENST00000805709,ENST00000805710,ENST00000805711",0,0,0,0,0,0,0,0,0
ENSG00000235981,.,.,ubiquitin-conjugating enzyme E2 (UBE2Q2) pseudogene,ENST00000445264,0,0,0,0,0,0,0,0,0
ENSG00000235984,100873969,GPC5-AS1,GPC5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39886],"ENST00000419288,ENST00000451897",8,11,5,14,15,11,16,3,11
ENSG00000235988,.,.,novel pseudogene,ENST00000452108,0,0,0,0,0,0,0,0,0
ENSG00000235989,150291,MORC2-AS1,MORC2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:26662],"ENST00000422995,ENST00000432624,ENST00000441558,ENST00000609557,ENST00000655707,ENST00000668983,ENST00000835497,ENST00000835498,ENST00000835499,ENST00000835500",3,3,2,1,4,1,4,2,1
ENSG00000235990,.,RPL23AP20,ribosomal protein L23a pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:36622],ENST00000447965,0,1,0,0,0,0,0,0,0
ENSG00000235991,.,.,phosphatidylinositol binding clathrin assembly protein (PICALM) pseudogene,ENST00000502880,0,0,0,0,0,0,0,0,0
ENSG00000235992,.,GRAMD4P2,GRAM domain containing 4 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:39654],ENST00000423297,0,0,0,0,0,0,0,0,0
ENSG00000235993,.,.,thioredoxin domain containing 17 (TXNDC17) pseudogene,ENST00000428736,0,0,0,0,0,0,0,0,0
ENSG00000235995,.,UBE2V1P6,UBE2V1 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:44889],ENST00000430840,0,0,0,0,0,0,0,0,0
ENSG00000235996,.,.,novel transcript,ENST00000446849,0,0,0,0,0,0,0,0,0
ENSG00000235997,.,LINC01936,long intergenic non-protein coding RNA 1936 [Source:HGNC Symbol;Acc:HGNC:52759],"ENST00000421976,ENST00000660932,ENST00000666899,ENST00000670470,ENST00000671597",0,0,0,0,0,0,0,0,0
ENSG00000235998,.,TAAR7P,"trace amine associated receptor 7, pseudogene [Source:HGNC Symbol;Acc:HGNC:31925]",ENST00000436141,0,0,0,0,0,0,0,0,0
ENSG00000236003,.,.,novel transcript,ENST00000420225,0,0,0,0,0,0,0,0,0
ENSG00000236004,.,.,pseudogene similar to part of ribosomal protein L9 (RPL9),ENST00000454802,0,0,0,0,0,0,0,0,0
ENSG00000236005,.,.,ribosomal protein S16 (RPS16) pseudogene,ENST00000454576,0,0,0,0,0,0,0,0,0
ENSG00000236007,.,MTCO1P46,MT-CO1 pseudogene 46 [Source:HGNC Symbol;Acc:HGNC:52111],ENST00000451639,0,0,0,0,0,0,0,0,0
ENSG00000236009,.,.,novel transcript,"ENST00000423921,ENST00000444647",0,0,0,0,0,0,0,0,0
ENSG00000236012,.,HIGD1AP12,HIG1 hypoxia inducible domain family member 1A pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:43007],ENST00000427832,0,0,0,0,0,0,0,0,0
ENSG00000236013,100507477,LINC02941,long intergenic non-protein coding RNA 2941 [Source:HGNC Symbol;Acc:HGNC:55956],"ENST00000418834,ENST00000446458,ENST00000456896,ENST00000655146,ENST00000656952,ENST00000657358,ENST00000657580,ENST00000658153,ENST00000661527,ENST00000661724,ENST00000662808,ENST00000662820,ENST00000662987,ENST00000663116,ENST00000663225,ENST00000664620,ENST00000670422,ENST00000687103,ENST00000725932,ENST00000725933,ENST00000725934,ENST00000725935,ENST00000725936,ENST00000725937,ENST00000725938,ENST00000725939,ENST00000725940,ENST00000725941,ENST00000725942",1,3,0,0,2,0,0,1,0
ENSG00000236015,.,TMX1P1,TMX1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:56777],ENST00000438427,0,0,0,0,0,0,0,0,0
ENSG00000236017,.,ASMTL-AS1,ASMTL antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:25811],"ENST00000419737,ENST00000420411,ENST00000425740,ENST00000443929,ENST00000602357,ENST00000740402,ENST00000740403,ENST00000740404,ENST00000740405,ENST00000740406",9,11,12.5,13,6,15.5,5,9,11
ENSG00000236018,.,.,UBX domain protein 2B (UBXN2B) pseudogene,ENST00000451057,0,1,0,0,0,0,0,0,0
ENSG00000236021,.,COP1-DT,COP1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55666],"ENST00000456125,ENST00000654248,ENST00000660913,ENST00000691174,ENST00000691278,ENST00000701212,ENST00000832865,ENST00000832866,ENST00000832867,ENST00000832868,ENST00000832869,ENST00000832870,ENST00000832871,ENST00000832872,ENST00000832873,ENST00000832874,ENST00000832875",39,32,38,35,34,33,37,26,29
ENSG00000236022,.,.,novel transcript,"ENST00000424109,ENST00000428348,ENST00000447506,ENST00000728771,ENST00000728772,ENST00000728773,ENST00000728774",4.17,4.21,3,4.03,1.02,4.19,3,2.07,4
ENSG00000236024,101929437,PRRX2-AS1,PRRX2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50684],"ENST00000440413,ENST00000737889",0,0,0,0,0,0,0,0,0
ENSG00000236025,.,.,"coronin, actin binding protein, 1C (CORO1C) pseudogene",ENST00000412675,0,0,0,0,0,0,0,0,0
ENSG00000236026,.,.,pseudogene similar to part of tripartite motif-containing family protein,ENST00000447357,0,0,0,0,0,0,0,0,0
ENSG00000236027,100169851,PATE3,prostate and testis expressed 3 [Source:HGNC Symbol;Acc:HGNC:35426],ENST00000445202,0,0,0,0,0,0,0,0,0
ENSG00000236028,101927355,EYA2-AS1,EYA2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56333],"ENST00000414085,ENST00000778499",0,0,0,0,0,0,0,0,0
ENSG00000236031,.,.,novel transcript,ENST00000439849,0,0,0,0,0,0,1,0,0
ENSG00000236032,403273,OR5H14,olfactory receptor family 5 subfamily H member 14 [Source:HGNC Symbol;Acc:HGNC:31286],"ENST00000437310,ENST00000641380",0,0,0,0,0,0,0,0,0
ENSG00000236035,.,NSA2P1,NSA2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54580],ENST00000451818,0,0,0,1,0,0,0,0,0
ENSG00000236036,100507114,LINC00445,long intergenic non-protein coding RNA 445 [Source:HGNC Symbol;Acc:HGNC:42782],"ENST00000422430,ENST00000456848,ENST00000655817,ENST00000656633,ENST00000670790,ENST00000835900",0,0,0,0,0,0,0,0,0
