Notebook,Vessel,Temperature,Treatment,Plate,Row,Column,Electrophile,Electrophile SMILES,Electrophile Conc (M),Nucleophile,Nucleophile SMILES,Nucleophile Conc (M),Product,Product SMILES,Catalyst1,Catalyst1 SMILES,Catalyst1 Conc (M),Ligand1,Ligand1 SMILES,Ligand1 Conc (M),Ligand2,Ligand2 SMILES,Ligand2 Conc (M),Catalyst2,Catalyst2 SMILES,Catalyst2 Conc (M),BaseAcid,BaseAcid SMILES,BaseAcid Conc (M),ReductantOxidant,ReductantOxidant SMILES,ReductantOxidant Conc (M),Additive1,Additive1 SMILES,Additive1 Conc (M),Additive2,Additive2 SMILES,Additive2 Conc (M),Solvent1,Solvent1 percentage,Solvent2,Solvent2 percentage,Analytical Method,index_waters,t3-eic(+)[m+h]_product1 areaabs,ms tic(+)_product1 areaabs,t2-eic(+)[m+h]_n3 areaabs,ms tic(+)_n3 areaabs,t2-eic(+)[m+h]_n4 areaabs,ms tic(+)_n4 areaabs,t2-eic(+)[m+h]_product1 areaabs,t3-eic(+)[m+h]_n3 areaabs,t3-eic(+)[m+h]_n4 areaabs,nu/100000,prod/100000,prod/(nu+prod)*100,inhibition %,third score (inhibition/prod conv),inhibition % in 5-fold dilution
yk-1536-4-make-product,1536,80,,1536,R,34,E269_o-Tolylacetic acid,CC1=CC=CC=C1CC(=O)O,0.2,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,0.1,,Cc1ccccc1CCNC[C@]1(C)CCC[C@]2(C)C3CCC(C(C)C)=CC3=CCC12,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,R34,1453066.939,1155095.948,49132.60072,250236.3905,0,0,0,23595.80956,0,2.5,11.6,82.2,4.4,0.05,0
yk-1536-4-make-product,1536,80,,1536,R,35,E338_Blank18,O=CO,0.2,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,0.1,MainProduct[1132],CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,R35,0,1512961.416,0,0,0,0,1479365.611,0,0,0,15.1,100,0,0,0
yk-1536-4-make-product,1536,80,,1536,R,36,E370_Blank50,O=CO,0.2,N3_Scaffold 7,CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,0.1,MainProduct[1133],CC(C)C1=CC2=CCC3[C@](C)(CN)CCC[C@]3(C)C2CC1,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,R36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yk-1536-4-make-product,1536,80,,1536,R,37,"E29_(1R)-(-)-10-CAMPHORSULFONIC ACID, 98%",CC1(C2CCC1(C(=O)C2)CS(=O)(=O)O)C,0.2,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,0.1,,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC(C)(C)O)c(C(C)C)cc3CCC12,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,R37,3138.57232,649775.0996,0,0,2580976.398,2507587.218,0,0,0,25.1,6.5,20.6,-9,-0.43,0
yk-1536-4-make-product,1536,80,,1536,R,38,E76_2-(FLUOROSULFONYL)DIFLUOROACETIC ACID,C(=O)(C(F)(F)S(=O)(=O)F)O,0.2,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,0.1,,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC(F)(F)S(=O)(=O)F)c(C(C)C)cc3CCC12,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,R38,20720.15374,0,0,0,2153398.905,2067587.106,0,0,0,20.7,0,0,-13.4,0,0
yk-1536-4-make-product,1536,80,,1536,R,39,E122_2-acetyloxybenzoic acid,CC(=O)OC1=CC=CC=C1C(=O)O,0.2,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,0.1,,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4ccccc4OC(C)=O)c(C(C)C)cc3CCC12,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,R39,128032.858,619608.2089,0,0,196643.257,161986.0966,48389.03431,0,0,1.6,6.2,79.5,19.8,0.25,0
yk-1536-4-make-product,1536,80,,1536,R,40,"E161_2-(2,6-dimethoxyanilino)-2-oxoacetic acid",COC1=C(C(=CC=C1)OC)NC(=O)C(=O)O,0.2,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,0.1,,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC(=O)Nc4c(OC)cccc4OC)c(C(C)C)cc3CCC12,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,R40,173332.2325,478505.5881,0,0,829203.8071,850782.2946,0,0,0,8.5,4.8,36,17.6,0.49,0
yk-1536-4-make-product,1536,80,,1536,R,41,"E203_(4R)-4-[(3R,5R,8R,9S,10S,13R,14S,17R)-3-hydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoic acid",CC(CCC(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C,0.2,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,0.1,,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCCC(C)C4CCC5C6CCC7CC(O)CCC7(C)C6CCC45C)c(C(C)C)cc3CCC12,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,R41,0,0,0,0,140815.3664,62008.27103,0,0,0,0.6,0,0,-15.8,0,0
yk-1536-4-make-product,1536,80,,1536,R,42,E249_2-(1H-Pyrazol-1-yl)benzoic acid,C1=CC=C(C(=C1)C(=O)O)N2C=CC=N2,0.2,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,0.1,,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4ccccc4-n4cccn4)c(C(C)C)cc3CCC12,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,R42,186038.0315,1191978.349,0,0,3010096.388,3226025.25,121310.9649,0,0,32.3,11.9,27,4.1,0.15,0
yk-1536-4-make-product,1536,80,,1536,R,43,E303_3-(Naphthalen-2-yl)acrylic acid,C1=CC=C2C=C(C=CC2=C1)C=CC(=O)O,0.2,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,0.1,,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC=Cc4ccc5ccccc5c4)c(C(C)C)cc3CCC12,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,R43,634481.4005,1851898.637,0,0,1725302.327,1487642.636,180716.2448,0,0,14.9,18.5,55.4,14.4,0.26,0
yk-1536-4-make-product,1536,80,,1536,R,44,E45_4-PHENYLBUTYRIC ACID 99%,C1=CC=C(C=C1)CCCC(=O)O,0.2,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,0.1,,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCCCc4ccccc4)c(C(C)C)cc3CCC12,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,R44,709924.0062,2203862.929,0,0,1214526.62,1129640.587,0,0,0,11.3,22,66.1,-8.4,-0.13,0
yk-1536-4-make-product,1536,80,,1536,R,45,E175_2-fluorobenzoic acid,C1=CC=C(C(=C1)C(=O)O)F,0.2,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,0.1,,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4ccccc4F)c(C(C)C)cc3CCC12,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,R45,115451.9279,55994.35227,0,0,1908985.562,1859673.295,69222.68278,0,0,18.6,0.6,2.9,-7.9,-2.73,0
yk-1536-4-make-product,1536,80,,1536,R,46,E269_o-Tolylacetic acid,CC1=CC=CC=C1CC(=O)O,0.2,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,0.1,,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCc4ccccc4C)c(C(C)C)cc3CCC12,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,R46,613556.7147,2401701.303,0,0,1488603.506,1386869.933,0,0,0,13.9,24,63.3,5.6,0.09,0
yk-1536-4-make-product,1536,80,,1536,R,47,E338_Blank18,O=CO,0.2,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,0.1,MainProduct[1145],CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,R47,0,1208908.526,0,0,0,0,1116875.587,0,0,0,12.1,100,0,0,0
yk-1536-4-make-product,1536,80,,1536,R,48,E370_Blank50,O=CO,0.2,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,0.1,MainProduct[1146],CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,R48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yk-1536-4-make-product,1536,80,,1536,S,1,E30_4-Bromophenylacetic acid,C1=CC(=CC=C1CC(=O)O)Br,0.2,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,0.1,,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCCc3ccc(Br)cc3)CCC[C@]21C,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,S1,3460808.316,1926017.762,,,,,0,,,36.93,19.3,34.3,85.4,2.49,-13.11
yk-1536-4-make-product,1536,80,,1536,S,2,"E77_2-FLUORO-4-NITROBENZOIC ACID, 98%",C1=CC(=C(C=C1[N+](=O)[O-])F)C(=O)O,0.2,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,0.1,,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCc3ccc([N+](=O)[O-])cc3F)CCC[C@]21C,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,S2,2998061.34,3709237.967,,,,,661113.0219,,,25.31,37.1,59.4,37.1,0.62,0
yk-1536-4-make-product,1536,80,,1536,S,3,E123_3-methoxybenzoic acid,COC1=CC=CC(=C1)C(=O)O,0.2,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,0.1,,COc1cccc(CNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@@H]23)c1,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,S3,1548526.045,1954102.736,,,,,819181.2082,,,26.49,19.5,42.5,60.2,1.42,0
yk-1536-4-make-product,1536,80,,1536,S,4,"E162_3,5-dichloropyridine-2-carboxylic acid",C1=C(C=NC(=C1Cl)C(=O)O)Cl,0.2,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,0.1,,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCc3ncc(Cl)cc3Cl)CCC[C@]21C,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,S4,2911322.295,2708305.746,,,,,0,,,36.78,27.1,42.4,71.1,1.68,-3.77
yk-1536-4-make-product,1536,80,,1536,S,5,E205_2-(3-methoxyphenyl)acetic acid,COC1=CC=CC(=C1)CC(=O)O,0.2,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,0.1,,COc1cccc(CCNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@@H]23)c1,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,S5,865151.742,908850.5009,,,,,0,,,16.22,9.1,35.9,21.3,0.59,0
yk-1536-4-make-product,1536,80,,1536,S,6,E256_1-Phenyl-1-cyclopropanecarboxylic acid,C1CC1(C2=CC=CC=C2)C(=O)O,0.2,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,0.1,,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCC3(c4ccccc4)CC3)CCC[C@]21C,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,S6,0,0,,,,,0,,,21.04,0,0,25.2,0,0
yk-1536-4-make-product,1536,80,,1536,S,7,E304_3-(Naphthalen-1-yl)acrylic acid,C1=CC=C2C(=C1)C=CC=C2C=CC(=O)O,0.2,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,0.1,,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCC=Cc3cccc4ccccc34)CCC[C@]21C,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,S7,3682911.129,2334025.157,,,,,0,,,17.11,23.3,57.7,45.2,0.78,0
yk-1536-4-make-product,1536,80,,1536,S,8,"E46_5-PHENYLVALERIC ACID, 99.0+%",C1=CC=C(C=C1)CCCCC(=O)O,0.2,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,0.1,,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCCCCCc3ccccc3)CCC[C@]21C,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,S8,4879338.507,3251351.279,,,,,0,,,3.87,32.5,89.4,27.7,0.31,0
yk-1536-4-make-product,1536,80,,1536,S,9,E178_furan-3-carboxylic acid,C1=COC=C1C(=O)O,0.2,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,0.1,,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCc3ccoc3)CCC[C@]21C,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,S9,781343.8221,640056.9119,,,,,0,,,19.92,6.4,24.3,19.7,0.81,0
yk-1536-4-make-product,1536,80,,1536,S,10,E271_Tetrahydro-2H-pyran-2-carboxylic acid,C1CCOC(C1)C(=O)O,0.2,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,0.1,,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCC3CCCCO3)CCC[C@]21C,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,S10,3741566.894,2409040.467,,,,,14508.68007,,,6.24,24.1,79.4,23.1,0.29,0
yk-1536-4-make-product,1536,80,,1536,S,11,E339_Blank19,O=CO,0.2,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,0.1,MainProduct[1154],CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,S11,0,2205255.277,,,,,2534535.544,,,0,22.1,100,0,0,0
yk-1536-4-make-product,1536,80,,1536,S,12,E371_Blank51,O=CO,0.2,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,0.1,MainProduct[1155],CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,S12,0,0,,,,,0,,,0,0,0,0,0,0
