Notebook,Vessel,Temperature,Treatment,Plate,Row,Column,Electrophile,Electrophile SMILES,Electrophile Conc (M),Nucleophile,Nucleophile SMILES,Nucleophile Conc (M),Product,Product SMILES,Catalyst1,Catalyst1 SMILES,Catalyst1 Conc (M),Ligand1,Ligand1 SMILES,Ligand1 Conc (M),Ligand2,Ligand2 SMILES,Ligand2 Conc (M),Catalyst2,Catalyst2 SMILES,Catalyst2 Conc (M),BaseAcid,BaseAcid SMILES,BaseAcid Conc (M),ReductantOxidant,ReductantOxidant SMILES,ReductantOxidant Conc (M),Additive1,Additive1 SMILES,Additive1 Conc (M),Additive2,Additive2 SMILES,Additive2 Conc (M),Solvent1,Solvent1 percentage,Solvent2,Solvent2 percentage,Analytical Method,index_waters,t3-eic(+)[m+h]_product1 areaabs,ms tic(+)_product1 areaabs,t2-eic(+)[m+h]_n3 areaabs,ms tic(+)_n3 areaabs,t2-eic(+)[m+h]_n4 areaabs,ms tic(+)_n4 areaabs,t2-eic(+)[m+h]_product1 areaabs,t3-eic(+)[m+h]_n3 areaabs,t3-eic(+)[m+h]_n4 areaabs,nu/100000,prod/100000,prod/(nu+prod)*100,inhibition %,third score (inhibition/prod conv),inhibition % in 5-fold dilution
yk-1536-4-make-product,1536,80,,1536,H,37,"E9_4-PHENOXYBENZOIC ACID, 97%",C1=CC=C(C=C1)OC2=CC=C(C=C2)C(=O)O,0.2,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,0.1,,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4ccc(Oc5ccccc5)cc4)c(C(C)C)cc3CCC12,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,H37,427695.7152,646513.0854,0,0,2524017.11,2318237.034,383225.0224,0,0,23.2,6.5,21.8,-10.9,-0.5,0
yk-1536-4-make-product,1536,80,,1536,H,38,"E64_2-(FURAN-2-YL)-1,3-THIAZOLE-4-CARBOXYLIC ACID",C1=COC(=C1)C2=NC(=CS2)C(=O)O,0.2,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,0.1,,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4csc(-c5ccco5)n4)c(C(C)C)cc3CCC12,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,H38,586720.504,3480754.852,0,0,990087.0219,0,400307.3516,0,0,0,34.8,100,4.1,0.04,0
yk-1536-4-make-product,1536,80,,1536,H,39,"E105_2-(4-CYANOPHENYL)-2,2-DIFLUOROACETIC ACID, 95%",C1=CC(=CC=C1C#N)C(C(=O)O)(F)F,0.2,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,0.1,,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC(F)(F)c4ccc(C#N)cc4)c(C(C)C)cc3CCC12,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,H39,25745.31924,449437.0485,0,0,1267421.463,1161848.195,21597.28582,0,0,11.6,4.5,27.9,0,0,0
yk-1536-4-make-product,1536,80,,1536,H,40,E150_2-(3-chlorophenyl)acetic acid,C1=CC(=CC(=C1)Cl)CC(=O)O,0.2,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,0.1,,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCc4cccc(Cl)c4)c(C(C)C)cc3CCC12,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,H40,5672.20399,77811.67994,0,0,915305.784,880920.6577,0,0,0,8.8,0.8,8.1,-6.1,-0.75,0
yk-1536-4-make-product,1536,80,,1536,H,41,E190_2-(3-hydroxy-4-methoxyphenyl)acetic acid,COC1=C(C=C(C=C1)CC(=O)O)O,0.2,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,0.1,,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCCc4ccc(OC)c(O)c4)c(C(C)C)cc3CCC12,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,H41,425238.9984,1692298.045,0,0,1106260.39,855973.9558,182652.3516,0,0,8.6,16.9,66.3,13.2,0.2,0
yk-1536-4-make-product,1536,80,,1536,H,42,E234_naphthalene-2-carboxylic acid,C1=CC=C2C=C(C=CC2=C1)C(=O)O,0.2,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,0.1,,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4ccc5ccccc5c4)c(C(C)C)cc3CCC12,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,H42,271233.8195,407896.2242,0,0,1944864.756,1828970.18,39992.45809,0,0,18.3,4.1,18.2,18.3,1.01,0
yk-1536-4-make-product,1536,80,,1536,H,43,E289_3-(4-Bromophenyl)acrylic acid,C1=CC(=CC=C1C=CC(=O)O)Br,0.2,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,0.1,,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC=Cc4ccc(Br)cc4)c(C(C)C)cc3CCC12,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,H43,539335.0663,1538713.821,0,0,1710122.998,1675949.17,0,0,0,16.8,15.4,47.8,3.1,0.06,0
yk-1536-4-make-product,1536,80,,1536,H,44,"E22_3-CYCLOPENTENE-1-CARBOXYLIC ACID, 98%",C1C=CCC1C(=O)O,0.2,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,0.1,,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCC4CC=CC4)c(C(C)C)cc3CCC12,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,H44,137000.71,0,0,0,271388.5392,137412.7279,0,0,0,1.4,0,0,4.5,0,0
yk-1536-4-make-product,1536,80,,1536,H,45,"E115_2,2-DIMETHYL-4-PENTENOIC ACID, 95%",CC(C)(CC=C)C(=O)O,0.2,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,0.1,,C=CCC(C)(C)CNc1cc2c(cc1C(C)C)CCC1[C@](C)(CNCC)CCC[C@]21C,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,H45,3219.27664,0,0,0,1411896.492,1435484.544,0,0,0,14.4,0,0,20.3,0,0
yk-1536-4-make-product,1536,80,,1536,H,46,E250_Pyrrole-2-carboxylic acid,C1=CNC(=C1)C(=O)O,0.2,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,0.1,,CCNC[C@]1(C)CCC[C@]2(C)c3cc(NCc4ccc[nH]4)c(C(C)C)cc3CCC12,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,H46,0,0,0,0,783230.5929,732196.4333,0,0,0,7.3,0,0,12.8,0,0
yk-1536-4-make-product,1536,80,,1536,H,47,E328_Blank8,O=CO,0.2,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,0.1,MainProduct[665],CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,H47,0,833238.781,0,0,0,0,827232.3061,0,0,0,8.3,100,0,0,0
yk-1536-4-make-product,1536,80,,1536,H,48,E360_Blank40,O=CO,0.2,N4_Scaffold 6,CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,0.1,MainProduct[666],CCNC[C@@]1(C)C2[C@](C)(CCC1)c3c(CC2)cc(C(C)C)c(c3)N,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,H48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yk-1536-4-make-product,1536,80,,1536,I,1,"E10_5-METHYL-2-NITROBENZOIC ACID, 98%",CC1=CC(=C(C=C1)[N+](=O)[O-])C(=O)O,0.2,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,0.1,,Cc1ccc([N+](=O)[O-])c(CNC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@@H]23)c1,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,I1,382819.8846,1333854.791,,,,,0,,,79.32,13.3,14.4,106.1,7.37,63.16
yk-1536-4-make-product,1536,80,,1536,I,2,"E65_(S)-(+)-2-PHENYLPROPIONIC ACID, 97%",CC(C1=CC=CC=C1)C(=O)O,0.2,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,0.1,,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCC(C)c3ccccc3)CCC[C@]21C,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,I2,89736.91412,0,,,,,0,,,20.97,0,0,-0.7,0,0
yk-1536-4-make-product,1536,80,,1536,I,3,"E106_4-CYANOBENZOIC ACID, 98%",C1=CC(=CC=C1C#N)C(=O)O,0.2,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,0.1,,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCc3ccc(C#N)cc3)CCC[C@]21C,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,I3,2042138.372,3418198.302,,,,,0,,,27.48,34.2,55.4,49.7,0.9,0
yk-1536-4-make-product,1536,80,,1536,I,4,E151_3-cyanobenzoic acid,C1=CC(=CC(=C1)C(=O)O)C#N,0.2,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,0.1,,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCc3cccc(C#N)c3)CCC[C@]21C,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,I4,1309735.156,2445681.482,,,,,1036976.469,,,26.84,24.5,47.7,43,0.9,0
yk-1536-4-make-product,1536,80,,1536,I,5,E191_2-(1H-indol-3-yl)acetic acid,C1=CC=C2C(=C1)C(=CN2)CC(=O)O,0.2,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,0.1,,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCCc3c[nH]c4ccccc34)CCC[C@]21C,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,I5,2786702.213,2415773.502,,,,,262563.2574,,,10.98,24.2,68.8,58.5,0.85,0
yk-1536-4-make-product,1536,80,,1536,I,6,E235_1-methyl-5-phenylpyrazole-3-carboxylic acid,CN1C(=CC(=N1)C(=O)O)C2=CC=CC=C2,0.2,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,0.1,,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCc3cc(-c4ccccc4)n(C)n3)CCC[C@]21C,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,I6,5607648.038,3648260.729,,,,,0,,,25.01,36.5,59.3,66.3,1.12,0
yk-1536-4-make-product,1536,80,,1536,I,7,E292_3-quinolinecarboxylic acid,C1=CC=C2C(=C1)C=C(C=N2)C(=O)O,0.2,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,0.1,,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCc3cnc4ccccc4c3)CCC[C@]21C,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,I7,697530.0524,366081,,,,,0,,,30.4,3.7,10.7,35.4,3.31,0
yk-1536-4-make-product,1536,80,,1536,I,8,"E23_5-HEXENOIC ACID, 98%",C=CCCCC(=O)O,0.2,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,0.1,,C=CCCCCNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@@H]12,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,I8,386255.3842,231735.7041,,,,,0,,,0,2.3,100,-18.2,-0.18,0
yk-1536-4-make-product,1536,80,,1536,I,9,E125_2-acetamidoprop-2-enoic acid,CC(=O)NC(=C)C(=O)O,0.2,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,0.1,,C=C(CNC[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@@H]12)NC(C)=O,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,I9,3516.59787,0,,,,,0,,,20.28,0,0,-16.3,0,0
yk-1536-4-make-product,1536,80,,1536,I,10,E251_PHENYLPROPIOLIC ACID 97%,C1=CC=C(C=C1)C#CC(=O)O,0.2,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,0.1,,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNCC#Cc3ccccc3)CCC[C@]21C,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,I10,0,0,,,,,0,,,11.46,0,0,-20.4,0,0
yk-1536-4-make-product,1536,80,,1536,I,11,E329_Blank9,O=CO,0.2,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,0.1,MainProduct[674],CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,I11,0,1902132.156,,,,,2172689,,,0,19,100,0,0,0
yk-1536-4-make-product,1536,80,,1536,I,12,E361_Blank41,O=CO,0.2,N1_(+)-Dehydroabietylamine,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,0.1,MainProduct[675],CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,I12,0,0,,,,,0,,,0,0,0,0,0,0
yk-1536-4-make-product,1536,80,,1536,I,13,"E10_5-METHYL-2-NITROBENZOIC ACID, 98%",CC1=CC(=C(C=C1)[N+](=O)[O-])C(=O)O,0.2,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,0.1,,Cc1ccc([N+](=O)[O-])c(CNC[C@]2(C)CCC[C@]3(C)c4cc(O)c(C(C)C)cc4CCC23)c1,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,I13,1401097.547,1496412.918,,,,,0,,,0.55,15,96.5,-33.9,-0.35,0
yk-1536-4-make-product,1536,80,,1536,I,14,"E65_(S)-(+)-2-PHENYLPROPIONIC ACID, 97%",CC(C1=CC=CC=C1)C(=O)O,0.2,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,0.1,,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCC(C)c3ccccc3)C1CC2,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,I14,90483.75634,136210.5943,,,,,0,,,4.55,1.4,23,-11.8,-0.51,0
yk-1536-4-make-product,1536,80,,1536,I,15,"E106_4-CYANOBENZOIC ACID, 98%",C1=CC(=CC=C1C#N)C(=O)O,0.2,N2_hydroxydehydroabietylamine,CC(C)C(C(O)=C1)=CC2=C1[C@]3(C)C(CC2)[C@](C)(CN)CCC3,0.1,,CC(C)c1cc2c(cc1O)[C@@]1(C)CCC[C@@](C)(CNCc3ccc(C#N)cc3)C1CC2,"C1_PLATINUM-1,3-DIVINYL-1,1,3,3-TETRAMETHYLDISILOXANE COMPLEX, IN XYLENES",C=C[Si](C)(C)O[Si](C)(C)C=C.[Pt],0.15,L1_Davephos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,0.005,None,None,None,None,None,None,None,None,None,O1_phenylsilane,C1=CC=C(C=C1)[Si]��,0.6,None,None,None,None,None,None,none,100,none,0,UPLCMS,I15,213506.2694,174329,,,,,0,,,1.94,1.7,47.3,-23.5,-0.5,0
