Well,450
A1,0.207
B1,0.162
C1,0.262
D1,0.299
E1,0.308
F1,0.176
G1,0.175
H1,0.292
I1,0.136
J1,0.16
K1,0.392
L1,0.319
M1,0.375
N1,0.233
O1,0.408
P1,0.298
A2,0.395
B2,0.517
C2,0.334
D2,0.188
E2,0.144
F2,0.155
G2,0.153
H2,0.203
I2,0.146
J2,0.163
K2,0.259
L2,0.194
M2,0.419
N2,0.398
O2,0.316
P2,0.401
A3,0.489
B3,0.428
C3,0.465
D3,0.226
E3,0.296
F3,0.251
G3,0.181
H3,0.167
I3,0.284
J3,0.181
K3,0.221
L3,0.336
M3,0.267
N3,0.191
O3,0.229
P3,0.424
A4,0.43
B4,0.446
C4,0.391
D4,0.445
E4,0.319
F4,0.354
G4,0.261
H4,0.279
I4,0.173
J4,0.333
K4,0.456
L4,0.232
M4,0.471
N4,0.393
O4,0.464
P4,0.446
A5,0.422
B5,0.176
C5,0.353
D5,0.188
E5,0.278
F5,0.17
G5,0.156
H5,0.287
I5,0.31
J5,0.371
K5,0.166
L5,0.399
M5,0.433
N5,0.281
O5,0.458
P5,0.356
A6,0.491
B6,0.186
C6,0.353
D6,0.337
E6,0.353
F6,0.309
G6,0.257
H6,0.307
I6,0.198
J6,0.293
K6,0.544
L6,0.145
M6,0.434
N6,0.2
O6,0.168
P6,0.359
A7,0.172
B7,0.151
C7,0.157
D7,0.416
E7,0.181
F7,0.296
G7,0.183
H7,0.315
I7,0.235
J7,0.343
K7,0.296
L7,0.265
M7,0.386
N7,0.412
O7,0.166
P7,0.387
A8,0.551
B8,0.492
C8,0.47
D8,0.505
E8,0.366
F8,0.419
G8,0.283
H8,0.299
I8,0.324
J8,0.231
K8,0.43
L8,0.434
M8,0.466
N8,0.175
O8,0.333
P8,0.399
A9,0.506
B9,0.514
C9,0.481
D9,0.433
E9,0.433
F9,0.369
G9,0.346
H9,0.293
I9,0.314
J9,0.366
K9,0.411
L9,0.348
M9,0.434
N9,0.425
O9,0.429
P9,0.369
A10,0.482
B10,0.372
C10,0.504
D10,0.401
E10,0.45
F10,0.363
G10,0.355
H10,0.321
I10,0.359
J10,0.362
K10,0.459
L10,0.408
M10,0.428
N10,0.419
O10,0.512
P10,0.406
A11,0.526
B11,0.462
C11,0.456
D11,0.418
E11,0.409
F11,0.382
G11,0.315
H11,0.29
I11,0.332
J11,0.367
K11,0.47
L11,0.337
M11,0.449
N11,0.382
O11,0.452
P11,0.326
A12,0.529
B12,0.456
C12,0.466
D12,0.375
E12,0.436
F12,0.339
G12,0.325
H12,0.299
I12,0.364
J12,0.323
K12,0.402
L12,0.338
M12,0.434
N12,0.375
O12,0.461
P12,0.406
A13,0.179
B13,0.465
C13,0.169
D13,0.456
E13,0.399
F13,0.323
G13,0.345
H13,0.267
I13,0.472
J13,0.51
K13,0.428
L13,0.307
M13,0.472
N13,0.393
O13,0.516
P13,0.414
A14,0.433
B14,0.4
C14,0.407
D14,0.443
E14,0.44
F14,0.362
G14,0.364
H14,0.345
I14,0.382
J14,0.38
K14,0.453
L14,0.378
M14,0.5
N14,0.394
O14,0.486
P14,0.356
A15,0.484
B15,0.462
C15,0.474
D15,0.363
E15,0.351
F15,0.309
G15,0.371
H15,0.299
I15,0.459
J15,0.34
K15,0.396
L15,0.345
M15,0.478
N15,0.39
O15,0.5
P15,0.378
A16,0.531
B16,0.496
C16,0.507
D16,0.422
E16,0.42
F16,0.334
G16,0.374
H16,0.259
I16,0.446
J16,0.329
K16,0.43
L16,0.36
M16,0.483
N16,0.356
O16,0.46
P16,0.338
A17,0.592
B17,0.387
C17,0.493
D17,0.378
E17,0.455
F17,0.295
G17,0.294
H17,0.291
I17,0.356
J17,0.322
K17,0.428
L17,0.256
M17,0.466
N17,0.4
O17,0.491
P17,0.423
A18,0.538
B18,0.392
C18,0.536
D18,0.374
E18,0.452
F18,0.3
G18,0.261
H18,0.265
I18,0.645
J18,0.245
K18,0.419
L18,0.351
M18,0.435
N18,0.363
O18,0.244
P18,0.377
A19,0.451
B19,0.389
C19,0.379
D19,0.374
E19,0.382
F19,0.319
G19,0.373
H19,0.276
I19,0.438
J19,0.351
K19,0.427
L19,0.319
M19,0.463
N19,0.338
O19,0.475
P19,0.356
A20,0.528
B20,0.392
C20,0.481
D20,0.345
E20,0.446
F20,0.311
G20,0.288
H20,0.285
I20,0.397
J20,0.311
K20,0.415
L20,0.326
M20,0.503
N20,0.334
O20,0.508
P20,0.331
A21,0.543
B21,0.412
C21,0.422
D21,0.326
E21,0.391
F21,0.259
G21,0.309
H21,0.297
I21,0.401
J21,0.276
K21,0.399
L21,0.3
M21,0.507
N21,0.352
O21,0.516
P21,0.317
A22,0.641
B22,0.403
C22,0.494
D22,0.32
E22,0.408
F22,0.253
G22,0.283
H22,0.279
I22,0.388
J22,0.281
K22,0.334
L22,0.275
M22,0.488
N22,0.295
O22,0.421
P22,0.372
A23,0.638
B23,0.424
C23,0.419
D23,0.328
E23,0.421
F23,0.269
G23,0.298
H23,0.279
I23,0.348
J23,0.265
K23,0.348
L23,0.313
M23,0.476
N23,0.324
O23,0.744
P23,0.325
A24,0.161
B24,0.162
C24,0.147
D24,0.153
E24,0.154
F24,0.169
G24,0.163
H24,0.162
I24,0.158
J24,0.154
K24,0.148
L24,0.15
M24,0.154
N24,0.166
O24,0.162
P24,0.187
